apt_seq	area_type	area_type_source	floor_band	jeonse_level	jeonse_per_m2_adj	jeonse_n_trades	jeonse_months_since	is_move_in_period	jeonse_over_sale_ratio_gt1	est_price_per_m2	est_low	est_high	est_confidence
11680-3582	174.000000	RENT	MID	RENT_CELL	153.949635	1.000000	15.000000	0.000000	False	1194.900955	1058.905047	1520.355406	LOW
11680-360	201.000000	RENT	HIGH	RENT_CELL	1038.793641	1.000000	7.000000	0.000000	False	1935.412535	1715.136382	2462.559679	LOW
11680-360	228.000000	BOTH	LOW	RENT_CELL	1409.624179	1.000000	50.000000	0.000000	False	2025.606950	1795.065450	2577.320291	LOW
11680-3608	84.000000	RENT	HIGH	RENT_CELL	1189.930671	6.000000	9.000000	0.000000	False	2805.230201	2485.957019	3569.289056	HIGH
11680-3608	84.000000	RENT	LOW	RENT_CELL	1189.930671	6.000000	9.000000	0.000000	False	2750.939551	2437.845380	3500.211294	HIGH
11680-3608	117.000000	RENT	HIGH	RENT_CELL	935.613527	2.000000	6.000000	0.000000	False	2120.351187	1879.026510	2697.869959	LOW
11680-3608	117.000000	RENT	LOW	RENT_CELL	935.613527	2.000000	6.000000	0.000000	False	2051.806399	1818.283048	2610.655669	LOW
11680-3608	117.000000	RENT	MID	RENT_CELL	935.613527	2.000000	6.000000	0.000000	False	2123.621967	1881.925032	2702.031600	LOW
11680-3608	138.000000	RENT	HIGH	RENT_COMPLEX	1124.306773	8.000000	6.000000	0.000000	False	2407.810800	2133.769328	3063.624774	LOW
11680-3608	138.000000	RENT	LOW	RENT_COMPLEX	1124.306773	8.000000	6.000000	0.000000	False	2292.811491	2031.858497	2917.303172	LOW
11680-3608	138.000000	RENT	MID	RENT_COMPLEX	1124.306773	8.000000	6.000000	0.000000	False	2377.729114	2107.111345	3025.349756	LOW
11680-361	246.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	1185.084380	1050.205730	1507.865096	LOW
11680-3611	99.000000	RENT	HIGH	RENT_CELL	654.277880	2.000000	33.000000	0.000000	False	1508.304950	1336.639423	1919.121058	LOW
11680-3611	135.000000	BOTH	LOW	RENT_CELL	811.306419	1.000000	49.000000	0.000000	False	1464.568364	1297.880653	1863.471965	LOW
11680-3611	135.000000	BOTH	MID	RENT_CELL	811.306419	1.000000	49.000000	0.000000	False	1469.797479	1302.514624	1870.125330	LOW
11680-3615	69.000000	RENT	HIGH	RENT_CELL	1196.224268	1.000000	25.000000	0.000000	False	1566.643546	1388.338297	1993.349302	LOW
11680-3615	72.000000	RENT	HIGH	RENT_CELL	1104.405906	20.000000	0.000000	0.000000	False	1497.805859	1327.335270	1905.762335	MEDIUM
11680-3615	72.000000	RENT	LOW	RENT_CELL	1104.405906	20.000000	0.000000	0.000000	False	1476.798039	1308.718425	1879.032628	MEDIUM
11680-3615	72.000000	RENT	MID	RENT_CELL	1104.405906	20.000000	0.000000	0.000000	False	1501.731039	1330.813712	1910.756615	MEDIUM
11680-3615	84.000000	BOTH	HIGH	RENT_CELL	1075.268483	43.000000	4.000000	0.000000	False	1507.861086	1336.246076	1918.556298	MEDIUM
11680-3615	84.000000	BOTH	LOW	RENT_CELL	1075.268483	43.000000	4.000000	0.000000	False	1488.354636	1318.959725	1893.736889	MEDIUM
11680-3615	84.000000	BOTH	MID	RENT_CELL	1075.268483	43.000000	4.000000	0.000000	False	1510.801378	1338.851723	1922.297436	MEDIUM
11680-3616	165.000000	BOTH	UNKNOWN	RENT_CELL	1327.939420	1.000000	10.000000	0.000000	False	2591.110652	2296.207175	3296.849896	LOW
11680-3616	168.000000	SALE	UNKNOWN	RENT_COMPLEX	1327.939420	1.000000	10.000000	0.000000	False	2522.760552	2235.636241	3209.883319	LOW
11680-363	246.000000	SALE	MID	SALE_CELL				0.000000	False	1174.119280	1040.488607	1493.913438	LOW
11680-3652	66.000000	RENT	UNKNOWN	RENT_CELL	1163.504093	2.000000	35.000000	0.000000	False	2004.782982	1776.611532	2550.824512	LOW
11680-3652	132.000000	RENT	UNKNOWN	RENT_CELL	751.165037	1.000000	13.000000	0.000000	False	1352.237235	1198.334328	1720.545274	LOW
11680-3652	135.000000	RENT	UNKNOWN	RENT_CELL	726.253023	6.000000	2.000000	0.000000	False	1381.371921	1224.153091	1757.615356	LOW
11680-3652	141.000000	RENT	UNKNOWN	RENT_CELL	1042.139311	2.000000	50.000000	0.000000	False	1680.475293	1489.214450	2138.185334	LOW
11680-3652	150.000000	RENT	UNKNOWN	RENT_CELL	614.409998	3.000000	3.000000	0.000000	False	1247.401391	1105.430222	1587.155354	LOW
11680-3657	81.000000	RENT	HIGH	RENT_CELL	905.038038	1.000000	46.000000	0.000000	False	1583.119966	1402.939478	2014.313395	LOW
11680-3657	87.000000	RENT	HIGH	RENT_CELL	827.450993	1.000000	13.000000	0.000000	False	1593.618313	1412.242970	2027.671170	LOW
11680-3657	90.000000	RENT	HIGH	RENT_CELL	894.610586	2.000000	5.000000	0.000000	False	1669.073121	1479.109999	2123.677559	LOW
11680-3657	96.000000	RENT	HIGH	RENT_CELL	741.276514	1.000000	17.000000	0.000000	False	1596.382379	1414.692448	2031.188083	LOW
11680-3657	120.000000	RENT	MID	RENT_CELL	563.958132	4.000000	0.000000	0.000000	False	1503.085489	1332.014007	1912.479975	LOW
11680-3657	132.000000	RENT	LOW	RENT_CELL	1499.736406	1.000000	20.000000	0.000000	False	2536.125051	2247.479679	3226.887899	LOW
11680-3659	240.000000	SALE	UNKNOWN	RENT_COMPLEX	1736.161363	2.000000	3.000000	0.000000	False	2651.173645	2349.434185	3373.272208	LOW
11680-3659	243.000000	RENT	UNKNOWN	RENT_CELL	1736.161363	2.000000	3.000000	0.000000	False	2697.576468	2390.555738	3432.313740	LOW
11680-366	165.000000	SALE	HIGH	SALE_CELL				0.000000	False	1187.744594	1052.563176	1511.249872	LOW
11680-3661	105.000000	RENT	UNKNOWN	RENT_CELL	585.114071	1.000000	9.000000	0.000000	False	1144.083534	1013.871336	1455.696875	LOW
11680-3661	138.000000	BOTH	UNKNOWN	RENT_CELL	812.099643	1.000000	12.000000	0.000000	False	1211.940121	1074.004925	1542.035520	LOW
11680-3662	138.000000	RENT	UNKNOWN	RENT_CELL	714.484394	1.000000	45.000000	0.000000	False	1061.896353	941.038169	1351.124421	LOW
11680-3664	138.000000	RENT	UNKNOWN	RENT_CELL	888.064507	1.000000	39.000000	0.000000	False	1430.085041	1267.321999	1819.596439	LOW
11680-3664	156.000000	RENT	UNKNOWN	RENT_CELL	971.261174	1.000000	41.000000	0.000000	False	1467.319435	1300.318615	1866.972344	LOW
11680-3669	78.000000	RENT	HIGH	RENT_CELL	285.843130	1.000000	29.000000	0.000000	False	851.835130	754.884758	1083.848950	LOW
11680-3669	84.000000	RENT	HIGH	RENT_COMPLEX	285.843130	1.000000	29.000000	0.000000	False	854.953798	757.648479	1087.817047	LOW
11680-3669	84.000000	RENT	LOW	RENT_COMPLEX	285.843130	1.000000	29.000000	0.000000	False	850.130655	753.374275	1081.680228	LOW
11680-3669	84.000000	RENT	MID	RENT_COMPLEX	285.843130	1.000000	29.000000	0.000000	False	847.958792	751.449600	1078.916816	LOW
11680-3670	81.000000	BOTH	HIGH	RENT_CELL	1019.176579	1.000000	23.000000	0.000000	False	1494.225339	1324.162262	1901.206592	LOW
11680-3670	81.000000	BOTH	LOW	RENT_CELL	1019.176579	1.000000	23.000000	0.000000	False	1466.367008	1299.474586	1865.760504	LOW
11680-3670	81.000000	BOTH	MID	RENT_CELL	1019.176579	1.000000	23.000000	0.000000	False	1472.230998	1304.671175	1873.221665	LOW
11680-3673	84.000000	BOTH	HIGH	RENT_COMPLEX	1043.148084	3.000000	2.000000	0.000000	False	1878.144530	1664.386251	2389.693621	LOW
11680-3673	84.000000	BOTH	MID	RENT_COMPLEX	1043.148084	3.000000	2.000000	0.000000	False	1849.630977	1639.117926	2353.413848	LOW
11680-3673	90.000000	RENT	HIGH	RENT_CELL	1043.148084	1.000000	2.000000	0.000000	False	1870.340259	1657.470212	2379.763705	LOW
11680-3673	108.000000	RENT	HIGH	RENT_CELL	662.633337	1.000000	17.000000	0.000000	False	1507.489090	1335.916419	1918.082982	LOW
11680-3673	111.000000	RENT	HIGH	RENT_CELL	1180.670768	1.000000	13.000000	0.000000	False	2082.188366	1845.207135	2649.312753	LOW
11680-3681	48.000000	BOTH	UNKNOWN	RENT_CELL	1289.159694	1.000000	59.000000	0.000000	False	1737.955752	1540.152854	2211.321710	LOW
11680-3681	54.000000	BOTH	UNKNOWN	RENT_CELL	734.638389	1.000000	9.000000	0.000000	False	1179.601279	1045.346681	1500.888567	LOW
11680-3681	57.000000	RENT	UNKNOWN	RENT_CELL	800.951305	1.000000	11.000000	0.000000	False	1222.514377	1083.375687	1555.489880	LOW
11680-3682	60.000000	RENT	UNKNOWN	RENT_CELL	1300.307672	1.000000	17.000000	0.000000	False	2016.751436	1787.217815	2566.052807	LOW
11680-3682	84.000000	RENT	UNKNOWN	RENT_CELL	941.027271	3.000000	25.000000	0.000000	False	1512.776899	1340.602403	1924.811029	LOW
11680-3685	243.000000	BOTH	HIGH	RENT_CELL	2992.314132	1.000000	7.000000	0.000000	False	4597.058672	4073.851148	5849.156766	LOW
11680-3685	243.000000	BOTH	LOW	RENT_CELL	2992.314132	1.000000	7.000000	0.000000	False	4197.188680	3719.491775	5340.374426	LOW
11680-3685	243.000000	BOTH	MID	RENT_CELL	2992.314132	1.000000	7.000000	0.000000	False	4352.541680	3857.163500	5538.040828	LOW
11680-3696	102.000000	RENT	HIGH	RENT_CELL	1229.329529	1.000000	6.000000	0.000000	False	2118.342371	1877.246325	2695.314003	LOW
11680-3696	108.000000	RENT	LOW	RENT_CELL	1246.293657	2.000000	14.000000	0.000000	False	2096.549966	1857.934191	2667.586014	LOW
11680-3696	108.000000	RENT	MID	RENT_CELL	1246.293657	2.000000	14.000000	0.000000	False	2138.371302	1894.995693	2720.798202	LOW
11680-3696	114.000000	RENT	HIGH	RENT_CELL	1028.438066	12.000000	0.000000	0.000000	False	1814.583559	1608.059379	2308.820586	LOW
11680-3696	114.000000	RENT	LOW	RENT_CELL	1028.438066	12.000000	0.000000	0.000000	False	1772.086080	1570.398689	2254.748095	LOW
11680-3696	114.000000	RENT	MID	RENT_CELL	1028.438066	12.000000	0.000000	0.000000	False	1809.255442	1603.337674	2302.041254	LOW
11680-3707	147.000000	BOTH	HIGH	RENT_CELL	771.438772	1.000000	20.000000	0.000000	False	1179.793835	1045.517321	1501.133569	LOW
11680-3707	147.000000	BOTH	LOW	RENT_CELL	771.438772	1.000000	20.000000	0.000000	False	1145.365613	1015.007497	1457.328153	LOW
11680-3707	147.000000	BOTH	MID	RENT_CELL	771.438772	1.000000	20.000000	0.000000	False	1167.526211	1034.645919	1485.524619	LOW
11680-3708	147.000000	RENT	HIGH	RENT_CELL	1554.168767	2.000000	8.000000	0.000000	False	3173.322488	2812.155419	4037.638417	LOW
11680-3708	147.000000	RENT	LOW	RENT_CELL	1554.168767	2.000000	8.000000	0.000000	False	3078.171128	2727.833573	3916.570739	LOW
11680-3708	147.000000	RENT	MID	RENT_CELL	1554.168767	2.000000	8.000000	0.000000	False	3164.447186	2804.290247	4026.345754	LOW
11680-3708	150.000000	RENT	LOW	RENT_CELL	1294.867579	2.000000	13.000000	0.000000	False	2559.650739	2268.327825	3256.821265	LOW
11680-3708	150.000000	RENT	MID	RENT_CELL	1294.867579	2.000000	13.000000	0.000000	False	2631.393526	2331.905312	3348.104591	LOW
11680-3708	174.000000	BOTH	HIGH	RENT_CELL	1622.225203	1.000000	13.000000	0.000000	False	3254.464223	2884.062126	4140.880677	LOW
11680-3708	174.000000	BOTH	MID	RENT_CELL	1622.225203	1.000000	13.000000	0.000000	False	3245.361980	2875.995842	4129.299262	LOW
11680-3720	117.000000	RENT	HIGH	RENT_CELL	741.902770	1.000000	19.000000	0.000000	False	1073.601662	951.411256	1366.017899	LOW
11680-3736	102.000000	RENT	HIGH	RENT_CELL	1518.802968	4.000000	10.000000	0.000000	False	3069.738005	2720.360253	3905.840691	LOW
11680-3736	102.000000	RENT	LOW	RENT_CELL	1518.802968	4.000000	10.000000	0.000000	False	2994.726804	2653.886343	3810.398735	LOW
11680-3736	102.000000	RENT	MID	RENT_CELL	1518.802968	4.000000	10.000000	0.000000	False	3035.602365	2690.109711	3862.407547	LOW
11680-3746	84.000000	RENT	UNKNOWN	RENT_CELL	958.829401	4.000000	6.000000	0.000000	False	1651.010597	1463.103235	2100.695356	LOW
11680-3749	42.000000	RENT	UNKNOWN	RENT_CELL	2251.823448	1.000000	10.000000	0.000000	False	2842.999524	2519.427682	3617.345587	LOW
11680-3749	84.000000	RENT	UNKNOWN	RENT_CELL	1263.559152	2.000000	18.000000	0.000000	False	2258.101441	2001.098920	2873.139166	LOW
11680-3755	162.000000	RENT	LOW	RENT_CELL	671.034140	1.000000	4.000000	0.000000	False	1358.181924	1203.602430	1728.109114	LOW
11680-3755	168.000000	RENT	LOW	RENT_CELL	260.390428	1.000000	41.000000	0.000000	False	1135.949733	1006.663272	1445.347675	LOW
11680-3755	186.000000	BOTH	LOW	RENT_CELL	719.437335	1.000000	22.000000	0.000000	False	1421.748836	1259.934567	1808.989708	LOW
11680-376	189.000000	RENT	HIGH	RENT_CELL	760.795913	1.000000	3.000000	0.000000	False	1619.583760	1435.253197	2060.708810	LOW
11680-3761	165.000000	RENT	UNKNOWN	RENT_CELL	1670.264640	2.000000	9.000000	0.000000	False	2654.282324	2352.189054	3377.227597	LOW
11680-3761	186.000000	RENT	UNKNOWN	RENT_CELL	2630.695558	1.000000	38.000000	0.000000	False	3082.757896	2731.898305	3922.406802	LOW
11680-3761	189.000000	RENT	UNKNOWN	RENT_CELL	1766.686934	1.000000	2.000000	0.000000	False	2723.484297	2413.514906	3465.278070	LOW
11680-3779	243.000000	BOTH	HIGH	NONE				0.000000	False	2178.214772	1930.304436	2771.493813	LOW
11680-3779	243.000000	BOTH	LOW	NONE				0.000000	False	1892.319396	1676.947825	2407.729287	LOW
11680-3779	243.000000	BOTH	MID	NONE				0.000000	False	1986.159962	1760.108064	2527.129151	LOW
11680-3813	270.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	1593.665830	1412.285079	2027.731630	LOW
11680-3845	183.000000	RENT	MID	RENT_CELL	751.369814	2.000000	2.000000	0.000000	False	1981.516952	1755.993492	2521.221527	LOW
11680-3845	189.000000	RENT	LOW	RENT_CELL	942.369137	1.000000	19.000000	0.000000	False	1864.958282	1652.700776	2372.915842	LOW
11680-3845	204.000000	RENT	LOW	RENT_CELL	669.367075	1.000000	6.000000	0.000000	False	1570.107632	1391.408123	1997.756899	LOW
11680-3846	171.000000	RENT	UNKNOWN	RENT_CELL	1095.977692	1.000000	11.000000	0.000000	False	2236.643374	1982.083072	2845.836579	LOW
11680-3846	204.000000	RENT	UNKNOWN	RENT_CELL	745.948302	1.000000	17.000000	0.000000	False	1788.696813	1585.118895	2275.883083	LOW
11680-3846	207.000000	RENT	UNKNOWN	RENT_CELL	659.664816	1.000000	25.000000	0.000000	False	1580.582594	1400.690892	2011.084920	LOW
11680-3846	213.000000	RENT	UNKNOWN	RENT_CELL	738.597112	4.000000	42.000000	0.000000	False	1743.338468	1544.922944	2218.170513	LOW
11680-3858	105.000000	RENT	UNKNOWN	RENT_CELL	884.725788	1.000000	16.000000	0.000000	False	1399.246989	1239.993735	1780.359046	LOW
11680-3858	120.000000	RENT	UNKNOWN	RENT_CELL	927.214597	1.000000	12.000000	0.000000	False	1455.621569	1289.952124	1852.088336	LOW
11680-3858	123.000000	RENT	UNKNOWN	RENT_COMPLEX	905.970192	2.000000	12.000000	0.000000	False	1349.885758	1196.250480	1717.553326	LOW
11680-3861	243.000000	BOTH	HIGH	RENT_CELL	1762.898888	1.000000	13.000000	0.000000	False	2889.703405	2560.816029	3676.770176	LOW
11680-3861	243.000000	BOTH	LOW	RENT_CELL	1762.898888	1.000000	13.000000	0.000000	False	2773.675563	2457.993726	3529.139900	LOW
11680-3861	243.000000	BOTH	MID	RENT_CELL	1762.898888	1.000000	13.000000	0.000000	False	2847.415265	2523.340851	3622.964040	LOW
11680-3861	246.000000	SALE	HIGH	RENT_COMPLEX	1762.898888	1.000000	13.000000	0.000000	False	2833.870694	2511.337836	3605.730343	LOW
11680-3878	111.000000	RENT	UNKNOWN	RENT_CELL	1385.834512	3.000000	44.000000	0.000000	False	2177.201777	1929.406734	2770.204910	LOW
11680-3878	120.000000	RENT	UNKNOWN	RENT_CELL	1079.867050	3.000000	4.000000	0.000000	False	1870.958585	1658.018164	2380.550444	LOW
11680-3878	126.000000	RENT	UNKNOWN	RENT_CELL	1120.233606	1.000000	22.000000	0.000000	False	1894.590232	1678.960209	2410.618629	LOW
11680-3882	180.000000	RENT	UNKNOWN	RENT_CELL	1448.947998	1.000000	4.000000	0.000000	False	2600.392685	2304.432786	3308.660070	LOW
11680-3882	186.000000	RENT	UNKNOWN	RENT_CELL	1520.962114	1.000000	9.000000	0.000000	False	2616.346688	2318.571008	3328.959455	LOW
11680-3882	195.000000	RENT	UNKNOWN	RENT_CELL	2322.376181	1.000000	15.000000	0.000000	False	3471.994964	3076.834923	4417.660135	LOW
11680-3882	225.000000	RENT	UNKNOWN	RENT_CELL	1592.701301	1.000000	14.000000	0.000000	False	2849.408627	2525.107342	3625.500333	LOW
11680-3898	183.000000	BOTH	LOW	RENT_CELL	2201.936798	1.000000	56.000000	0.000000	False	3507.680280	3108.458767	4463.065039	LOW
11680-3898	183.000000	BOTH	MID	RENT_CELL	2201.936798	1.000000	56.000000	0.000000	False	3636.337618	3222.473158	4626.764698	LOW
11680-39	180.000000	RENT	LOW	RENT_CELL	1368.672496	2.000000	15.000000	0.000000	False	2891.200720	2562.142929	3678.675313	LOW
11680-39	198.000000	BOTH	HIGH	RENT_CELL	469.829408	1.000000	14.000000	0.000000	False	1422.290419	1260.414510	1809.678801	LOW
11680-39	198.000000	BOTH	LOW	RENT_CELL	469.829408	1.000000	14.000000	0.000000	False	1395.678415	1236.831313	1775.818502	LOW
11680-39	198.000000	BOTH	MID	RENT_CELL	469.829408	1.000000	14.000000	0.000000	False	1407.336936	1247.162936	1790.652447	LOW
11680-39	207.000000	RENT	HIGH	RENT_CELL	1394.379002	1.000000	13.000000	0.000000	False	2869.480637	2542.894885	3651.039344	LOW
11680-393	81.000000	RENT	HIGH	RENT_CELL	1060.172780	1.000000	13.000000	0.000000	False	1805.003888	1599.570005	2296.631707	LOW
11680-393	84.000000	RENT	HIGH	RENT_CELL	1158.004030	4.000000	5.000000	0.000000	False	1969.225905	1745.101332	2505.582775	LOW
11680-393	84.000000	RENT	LOW	RENT_CELL	1158.004030	4.000000	5.000000	0.000000	False	1917.557753	1699.313716	2439.841800	LOW
11680-393	84.000000	RENT	MID	RENT_CELL	1158.004030	4.000000	5.000000	0.000000	False	1950.568906	1728.567752	2481.844180	LOW
11680-3936	168.000000	RENT	HIGH	RENT_CELL	1986.863594	1.000000	46.000000	0.000000	False	3391.657877	3005.641285	4315.441684	LOW
11680-3936	168.000000	RENT	LOW	RENT_CELL	1986.863594	1.000000	46.000000	0.000000	False	3315.004716	2937.712292	4217.910548	LOW
11680-3936	219.000000	SALE	HIGH	RENT_COMPLEX	1965.912600	2.000000	46.000000	0.000000	False	3337.632408	2957.764646	4246.701330	LOW
11680-3936	234.000000	SALE	HIGH	RENT_COMPLEX	1965.912600	2.000000	46.000000	0.000000	False	3337.632408	2957.764646	4246.701330	LOW
11680-3936	246.000000	RENT	MID	RENT_CELL	1944.961606	1.000000	48.000000	0.000000	False	3319.988452	2942.128811	4224.251701	LOW
11680-3937	114.000000	RENT	MID	RENT_CELL	1642.658922	3.000000	3.000000	0.000000	False	3124.429606	2768.827209	3975.428610	LOW
11680-3937	138.000000	RENT	LOW	RENT_CELL	2029.398370	2.000000	41.000000	0.000000	False	3287.440680	2913.285416	4182.838912	LOW
11680-3937	138.000000	RENT	MID	RENT_CELL	2029.398370	2.000000	41.000000	0.000000	False	3303.306267	2927.345284	4203.025799	LOW
11680-3937	201.000000	RENT	MID	RENT_CELL	2309.932862	2.000000	20.000000	0.000000	False	3474.085140	3078.687210	4420.319611	LOW
11680-397	156.000000	RENT	HIGH	RENT_CELL	869.257589	13.000000	4.000000	0.000000	False	1535.727198	1360.940648	1954.012288	LOW
11680-397	156.000000	RENT	LOW	RENT_CELL	869.257589	13.000000	4.000000	0.000000	False	1510.666364	1338.732076	1922.125648	LOW
11680-397	156.000000	RENT	MID	RENT_CELL	869.257589	13.000000	4.000000	0.000000	False	1539.408686	1364.203133	1958.696500	LOW
11680-4008	39.000000	RENT	HIGH	RENT_CELL	254.751465	35.000000	2.000000	0.000000	False	1474.878486	1307.017343	1876.590248	LOW
11680-4008	39.000000	RENT	LOW	RENT_CELL	254.751465	35.000000	2.000000	0.000000	False	1442.175634	1278.036519	1834.980140	LOW
11680-4008	39.000000	RENT	MID	RENT_CELL	254.751465	35.000000	2.000000	0.000000	False	1474.232217	1306.444629	1875.767956	LOW
11680-4008	51.000000	RENT	HIGH	RENT_CELL	280.093380	73.000000	2.000000	0.000000	False	1628.616495	1443.257885	2072.201786	LOW
11680-4008	51.000000	RENT	LOW	RENT_CELL	280.093380	73.000000	2.000000	0.000000	False	1592.504772	1411.256165	2026.254335	LOW
11680-4008	51.000000	RENT	MID	RENT_CELL	280.093380	73.000000	2.000000	0.000000	False	1627.902861	1442.625473	2071.293780	LOW
11680-4008	60.000000	RENT	HIGH	RENT_CELL	287.165988	61.000000	4.000000	0.000000	False	1587.809440	1407.095225	2020.280138	MEDIUM
11680-4008	60.000000	RENT	LOW	RENT_CELL	287.165988	61.000000	4.000000	0.000000	False	1552.602542	1375.895349	1975.483958	MEDIUM
11680-4008	60.000000	RENT	MID	RENT_CELL	287.165988	61.000000	4.000000	0.000000	False	1585.535711	1405.080278	2017.387115	MEDIUM
11680-4008	84.000000	RENT	HIGH	RENT_CELL	507.304596	58.000000	2.000000	0.000000	False	1407.410044	1247.227724	1790.745468	HIGH
11680-4008	84.000000	RENT	LOW	RENT_CELL	507.304596	58.000000	2.000000	0.000000	False	1358.009874	1203.449962	1727.890203	HIGH
11680-4008	84.000000	RENT	MID	RENT_CELL	507.304596	58.000000	2.000000	0.000000	False	1397.536189	1238.477647	1778.182277	HIGH
11680-405	132.000000	BOTH	HIGH	RENT_CELL	1057.540420	17.000000	4.000000	0.000000	False	1965.826426	1742.088760	2501.257382	LOW
11680-405	132.000000	BOTH	LOW	RENT_CELL	1057.540420	17.000000	4.000000	0.000000	False	1933.052544	1713.044989	2459.556897	LOW
11680-405	132.000000	BOTH	MID	RENT_CELL	1057.540420	17.000000	4.000000	0.000000	False	1986.417699	1760.336467	2527.457087	LOW
11680-406	189.000000	RENT	UNKNOWN	RENT_CELL	1024.310807	1.000000	52.000000	0.000000	False	1737.139968	1539.429917	2210.283731	LOW
11680-406	216.000000	RENT	UNKNOWN	RENT_CELL	844.576094	1.000000	6.000000	0.000000	False	1492.310544	1322.465397	1898.770266	LOW
11680-406	231.000000	RENT	UNKNOWN	RENT_COMPLEX	934.443450	2.000000	6.000000	0.000000	False	1613.238846	1429.630421	2052.635736	LOW
11680-408	54.000000	SALE	UNKNOWN	RENT_COMPLEX	715.523227	3.000000	0.000000	0.000000	False	1149.892342	1019.019023	1463.087825	LOW
11680-408	87.000000	RENT	UNKNOWN	RENT_CELL	686.783947	2.000000	0.000000	0.000000	False	1170.769266	1037.519870	1489.650983	LOW
11680-408	93.000000	BOTH	UNKNOWN	RENT_CELL	838.567866	1.000000	17.000000	0.000000	False	1295.004951	1147.615853	1647.724668	LOW
11680-4096	240.000000	BOTH	HIGH	RENT_CELL	1692.170131	1.000000	47.000000	0.000000	False	2485.678609	2202.774725	3162.701390	LOW
11680-4096	240.000000	BOTH	LOW	RENT_CELL	1692.170131	1.000000	47.000000	0.000000	False	2398.000994	2125.076010	3051.143076	LOW
11680-413	243.000000	RENT	LOW	NONE				0.000000	False	1955.510411	1732.946847	2488.131600	LOW
11680-413	243.000000	RENT	MID	NONE				0.000000	False	1994.296585	1767.318629	2537.481941	LOW
11680-414	138.000000	RENT	UNKNOWN	RENT_CELL	1464.496633	1.000000	33.000000	0.000000	False	2309.189235	2046.372232	2938.141711	LOW
11680-414	141.000000	RENT	UNKNOWN	RENT_CELL	1314.416706	7.000000	1.000000	0.000000	False	2154.943880	1909.682087	2741.884643	LOW
11680-414	153.000000	SALE	UNKNOWN	RENT_COMPLEX	1316.727604	8.000000	1.000000	0.000000	False	2130.324913	1887.865092	2710.560223	LOW
11680-4153	15.000000	RENT	HIGH	RENT_CELL	1605.644862	118.000000	0.000000	0.000000	True	1172.939685	1039.443266	1492.412558	MEDIUM
11680-4153	15.000000	RENT	MID	RENT_CELL	1605.644862	118.000000	0.000000	0.000000	True	1190.271854	1054.802800	1514.465480	LOW
11680-4253	21.000000	RENT	LOW	RENT_CELL	67.711253	1.000000	8.000000	0.000000	False	1473.030190	1305.379408	1874.238533	LOW
11680-4253	30.000000	RENT	LOW	RENT_CELL	222.514207	1.000000	24.000000	0.000000	False	1523.828858	1350.396500	1938.873203	LOW
11680-4253	36.000000	RENT	HIGH	RENT_CELL	280.207295	125.000000	0.000000	0.000000	False	1788.220854	1584.697107	2275.277488	LOW
11680-4253	36.000000	RENT	LOW	RENT_CELL	280.207295	125.000000	0.000000	0.000000	False	1772.310454	1570.597526	2255.033581	LOW
11680-4253	36.000000	RENT	MID	RENT_CELL	280.207295	125.000000	0.000000	0.000000	False	1790.829181	1587.008571	2278.596243	LOW
11680-4253	45.000000	RENT	HIGH	RENT_CELL	353.155631	84.000000	0.000000	0.000000	False	1840.985592	1631.456503	2342.413725	LOW
11680-4253	45.000000	RENT	LOW	RENT_CELL	353.155631	84.000000	0.000000	0.000000	False	1772.998051	1571.206865	2255.908460	LOW
11680-4253	45.000000	RENT	MID	RENT_CELL	353.155631	84.000000	0.000000	0.000000	False	1822.242188	1614.846353	2318.565193	LOW
11680-4253	48.000000	RENT	LOW	RENT_CELL	362.024323	13.000000	0.000000	0.000000	False	1491.490260	1321.738473	1897.726561	LOW
11680-43	165.000000	RENT	UNKNOWN	RENT_CELL	1532.983350	3.000000	26.000000	0.000000	False	2876.784978	2549.367894	3660.333165	LOW
11680-43	213.000000	RENT	UNKNOWN	RENT_CELL	2234.742610	1.000000	38.000000	0.000000	False	3628.451776	3215.484832	4616.730994	LOW
11680-4357	15.000000	BOTH	MID	RENT_CELL	1748.535959	47.000000	3.000000	0.000000	True	1229.303618	1089.392220	1564.128302	LOW
11680-4357	24.000000	BOTH	MID	RENT_COMPLEX	1748.535959	47.000000	3.000000	0.000000	True	1395.421162	1236.603339	1775.491181	LOW
11680-4359	21.000000	RENT	HIGH	RENT_CELL	1540.785347	1.000000	46.000000	0.000000	False	1541.032109	1365.641788	1960.762094	LOW
11680-4359	24.000000	BOTH	HIGH	RENT_CELL	1333.847842	1.000000	3.000000	0.000000	False	1548.774039	1372.502582	1970.612688	LOW
11680-4359	24.000000	BOTH	MID	RENT_CELL	1333.847842	1.000000	3.000000	0.000000	False	1571.360302	1392.518222	1999.350758	LOW
11680-4359	27.000000	BOTH	LOW	RENT_CELL	1584.265431	3.000000	40.000000	0.000000	False	2097.021347	1858.351922	2668.185784	LOW
11680-4359	27.000000	BOTH	MID	RENT_CELL	1584.265431	3.000000	40.000000	0.000000	False	2072.037251	1836.211355	2636.396786	LOW
11680-4359	33.000000	RENT	HIGH	RENT_CELL	979.667685	1.000000	6.000000	0.000000	False	1161.453040	1029.263957	1477.797303	LOW
11680-4359	36.000000	RENT	HIGH	RENT_CELL	1163.714975	1.000000	9.000000	0.000000	False	1605.604231	1422.864728	2042.921685	LOW
