apt_seq	area_type	area_type_source	floor_band	jeonse_level	jeonse_per_m2_adj	jeonse_n_trades	jeonse_months_since	is_move_in_period	jeonse_over_sale_ratio_gt1	est_price_per_m2	est_low	est_high	est_confidence
11380-134	84.000000	BOTH	UNKNOWN	RENT_CELL	305.142679	4.000000	4.000000	0.000000	False	590.936221	523.679677	751.889162	LOW
11380-13425	60.000000	RENT	HIGH	RENT_CELL	752.225005	21.000000	7.000000	0.000000	False	1379.753803	1222.719137	1755.556513	LOW
11380-13425	60.000000	RENT	LOW	RENT_CELL	752.225005	21.000000	7.000000	0.000000	False	1325.846308	1174.947046	1686.966267	LOW
11380-13425	60.000000	RENT	MID	RENT_CELL	752.225005	21.000000	7.000000	0.000000	False	1357.437077	1202.942357	1727.161394	LOW
11380-13425	78.000000	RENT	HIGH	RENT_CELL	629.178932	2.000000	8.000000	0.000000	False	1189.678981	1054.277404	1513.711126	LOW
11380-13425	78.000000	RENT	MID	RENT_CELL	629.178932	2.000000	8.000000	0.000000	False	1178.942011	1044.762446	1500.049734	LOW
11380-13425	84.000000	RENT	HIGH	RENT_CELL	663.261408	66.000000	1.000000	0.000000	False	1214.512727	1076.284733	1545.308825	LOW
11380-13425	84.000000	RENT	LOW	RENT_CELL	663.261408	66.000000	1.000000	0.000000	False	1163.076007	1030.702209	1479.862317	LOW
11380-13425	84.000000	RENT	MID	RENT_CELL	663.261408	66.000000	1.000000	0.000000	False	1193.059477	1057.273153	1518.012366	LOW
11380-13429	63.000000	RENT	HIGH	RENT_CELL	681.890910	8.000000	4.000000	1.000000	False	1270.289581	1125.713426	1616.277587	LOW
11380-13429	63.000000	RENT	LOW	RENT_CELL	681.890910	8.000000	4.000000	1.000000	False	1217.964605	1079.343741	1549.700889	LOW
11380-13429	63.000000	RENT	MID	RENT_CELL	681.890910	8.000000	4.000000	1.000000	False	1242.239427	1100.855759	1580.587430	LOW
11380-13429	66.000000	RENT	HIGH	RENT_CELL	692.738210	10.000000	4.000000	1.000000	False	1305.647883	1157.047474	1661.266408	LOW
11380-13429	66.000000	RENT	LOW	RENT_CELL	692.738210	10.000000	4.000000	1.000000	False	1250.582844	1108.249582	1591.203338	LOW
11380-13429	66.000000	RENT	MID	RENT_CELL	692.738210	10.000000	4.000000	1.000000	False	1275.507769	1130.337713	1622.917049	LOW
11380-13429	69.000000	RENT	HIGH	RENT_CELL	607.013091	16.000000	3.000000	1.000000	False	1284.438050	1138.251608	1634.279666	LOW
11380-13429	69.000000	RENT	LOW	RENT_CELL	607.013091	16.000000	3.000000	1.000000	False	1220.911155	1081.954933	1553.449989	LOW
11380-13429	69.000000	RENT	MID	RENT_CELL	607.013091	16.000000	3.000000	1.000000	False	1242.410794	1101.007622	1580.805471	LOW
11380-13453	51.000000	RENT	HIGH	RENT_CELL	845.779833	73.000000	0.000000	1.000000	False	1492.989474	1323.067056	1899.634116	LOW
11380-13453	51.000000	RENT	LOW	RENT_CELL	845.779833	73.000000	0.000000	1.000000	False	1463.060192	1296.544131	1861.553013	LOW
11380-13453	51.000000	RENT	MID	RENT_CELL	845.779833	73.000000	0.000000	1.000000	False	1471.923988	1304.399107	1872.831035	LOW
11380-13456	51.000000	RENT	HIGH	RENT_CELL	755.385767	2.000000	2.000000	1.000000	False	1369.287600	1213.444130	1742.239636	LOW
11380-135	75.000000	RENT	LOW	RENT_CELL	520.071462	2.000000	23.000000	0.000000	False	749.454692	664.156600	953.583214	LOW
11380-135	78.000000	RENT	HIGH	RENT_CELL	545.786312	2.000000	17.000000	0.000000	False	774.937276	686.738921	986.006474	LOW
11380-135	81.000000	RENT	MID	RENT_CELL	402.171571	2.000000	29.000000	0.000000	False	638.326556	565.676350	812.187174	LOW
11380-135	84.000000	RENT	LOW	RENT_CELL	394.656473	1.000000	9.000000	0.000000	False	630.909372	559.103342	802.749777	HIGH
11380-135	84.000000	RENT	MID	RENT_CELL	394.656473	1.000000	9.000000	0.000000	False	641.783071	568.739468	816.585139	HIGH
11380-136	87.000000	RENT	HIGH	RENT_COMPLEX	466.584846	6.000000	1.000000	0.000000	False	687.093479	608.892938	874.236715	LOW
11380-136	87.000000	RENT	LOW	RENT_COMPLEX	466.584846	6.000000	1.000000	0.000000	False	664.498179	588.869288	845.487146	LOW
11380-136	87.000000	RENT	MID	RENT_COMPLEX	466.584846	6.000000	1.000000	0.000000	False	684.597175	606.680746	871.060494	LOW
11380-136	93.000000	BOTH	LOW	RENT_CELL	466.584846	6.000000	1.000000	0.000000	False	666.862454	590.964477	848.495377	LOW
11380-136	93.000000	BOTH	MID	RENT_CELL	466.584846	6.000000	1.000000	0.000000	False	684.680438	606.754533	871.166436	LOW
11380-137	66.000000	RENT	UNKNOWN	RENT_CELL	474.874291	2.000000	9.000000	0.000000	False	674.455574	597.693397	858.156631	LOW
11380-137	84.000000	BOTH	UNKNOWN	RENT_CELL	322.669841	1.000000	20.000000	0.000000	False	584.712601	518.164390	743.970419	LOW
11380-139	51.000000	RENT	HIGH	RENT_CELL	447.415840	1.000000	18.000000	0.000000	False	682.287109	604.633598	868.121237	LOW
11380-139	84.000000	BOTH	MID	RENT_CELL	426.435150	2.000000	29.000000	0.000000	False	634.968063	562.700100	807.913931	LOW
11380-139	93.000000	RENT	LOW	RENT_CELL	404.343442	2.000000	17.000000	0.000000	False	619.774824	549.236057	788.582518	LOW
11380-141	69.000000	RENT	UNKNOWN	RENT_CELL	364.346979	2.000000	28.000000	0.000000	False	572.907005	507.702431	728.949340	LOW
11380-141	75.000000	RENT	UNKNOWN	RENT_CELL	301.900436	1.000000	7.000000	0.000000	False	575.653083	510.135967	732.443365	LOW
11380-141	84.000000	RENT	UNKNOWN	RENT_COMPLEX	360.623920	3.000000	7.000000	0.000000	False	571.724250	506.654288	727.444438	LOW
11380-144	78.000000	RENT	UNKNOWN	RENT_CELL	459.197465	4.000000	46.000000	0.000000	False	605.586092	536.662195	770.529211	LOW
11380-144	81.000000	SALE	UNKNOWN	RENT_COMPLEX	459.197465	4.000000	46.000000	0.000000	False	610.213308	540.762770	776.416738	LOW
11380-149	75.000000	RENT	UNKNOWN	RENT_CELL	422.732096	1.000000	48.000000	0.000000	False	550.964514	488.257292	701.030386	LOW
11380-149	84.000000	BOTH	UNKNOWN	RENT_CELL	365.003868	2.000000	28.000000	0.000000	False	532.096763	471.536947	677.023637	LOW
11380-15	75.000000	RENT	UNKNOWN	RENT_CELL	512.189010	1.000000	47.000000	0.000000	False	631.353089	559.496558	803.314348	LOW
11380-15	84.000000	BOTH	UNKNOWN	RENT_CELL	319.445505	1.000000	54.000000	0.000000	False	500.110199	443.190886	636.324911	LOW
11380-15	135.000000	RENT	UNKNOWN	RENT_CELL	75.829503	1.000000	16.000000	0.000000	False	497.486435	440.865742	632.986514	LOW
11380-155	75.000000	RENT	HIGH	RENT_CELL	418.670984	2.000000	25.000000	0.000000	False	612.579307	542.859487	779.427163	LOW
11380-168	96.000000	RENT	HIGH	RENT_CELL	348.055807	1.000000	8.000000	0.000000	False	642.033077	568.961019	816.903238	LOW
11380-168	96.000000	RENT	LOW	RENT_CELL	348.055807	1.000000	8.000000	0.000000	False	635.729113	563.374532	808.882267	LOW
11380-168	96.000000	RENT	MID	RENT_CELL	348.055807	1.000000	8.000000	0.000000	False	641.638693	568.611521	816.401436	LOW
11380-168	111.000000	RENT	LOW	RENT_CELL	301.700854	1.000000	14.000000	0.000000	False	639.095519	566.357795	813.165579	LOW
11380-168	111.000000	RENT	MID	RENT_CELL	301.700854	1.000000	14.000000	0.000000	False	642.586590	569.451535	817.607511	LOW
11380-17	78.000000	RENT	UNKNOWN	RENT_CELL	332.831046	1.000000	30.000000	0.000000	False	571.842877	506.759414	727.595376	LOW
11380-17	81.000000	RENT	UNKNOWN	RENT_CELL	337.507462	1.000000	23.000000	0.000000	False	570.671338	505.721213	726.104746	LOW
11380-17	117.000000	RENT	UNKNOWN	RENT_CELL	323.728330	1.000000	13.000000	0.000000	False	552.120326	489.281557	702.501005	LOW
11380-17	150.000000	RENT	UNKNOWN	RENT_COMPLEX	332.831046	3.000000	13.000000	0.000000	False	504.442672	447.030266	641.837418	LOW
11380-170	45.000000	SALE	HIGH	RENT_COMPLEX	323.117099	7.000000	25.000000	0.000000	False	672.509820	595.969096	855.680914	LOW
11380-170	72.000000	BOTH	HIGH	RENT_CELL	296.184993	1.000000	25.000000	0.000000	False	670.483280	594.173204	853.102406	LOW
11380-170	75.000000	RENT	HIGH	RENT_CELL	373.080142	1.000000	48.000000	0.000000	False	630.292896	558.557029	801.965391	LOW
11380-170	81.000000	RENT	MID	RENT_CELL	235.732693	1.000000	58.000000	0.000000	False	661.154417	585.906092	841.232646	LOW
11380-170	84.000000	RENT	HIGH	RENT_CELL	323.117099	4.000000	48.000000	0.000000	False	626.864984	555.519261	797.603821	LOW
11380-170	84.000000	RENT	MID	RENT_CELL	323.117099	4.000000	48.000000	0.000000	False	614.540744	544.597686	781.922835	LOW
11380-18	135.000000	BOTH	UNKNOWN	RENT_CELL	227.194648	3.000000	11.000000	0.000000	False	514.036714	455.532375	654.044583	LOW
11380-18	144.000000	BOTH	UNKNOWN	RENT_COMPLEX	227.194648	3.000000	11.000000	0.000000	False	488.007377	432.465530	620.925652	LOW
11380-182	84.000000	BOTH	UNKNOWN	RENT_CELL	378.750656	1.000000	58.000000	0.000000	False	586.924481	520.124528	746.784748	LOW
11380-182	114.000000	RENT	UNKNOWN	RENT_CELL	330.891041	4.000000	0.000000	0.000000	False	577.709437	511.958280	735.059807	LOW
11380-185	54.000000	BOTH	LOW	RENT_CELL	228.046366	1.000000	59.000000	0.000000	False	1022.717003	906.317960	1301.273816	LOW
11380-185	54.000000	BOTH	MID	RENT_CELL	228.046366	1.000000	59.000000	0.000000	False	986.454743	874.182836	1255.134826	LOW
11380-185	66.000000	BOTH	LOW	RENT_CELL	205.432404	1.000000	59.000000	0.000000	False	956.996011	848.076907	1217.652437	LOW
11380-185	66.000000	BOTH	MID	RENT_CELL	205.432404	1.000000	59.000000	0.000000	False	923.064006	818.006823	1174.478392	LOW
11380-190	78.000000	BOTH	UNKNOWN	RENT_CELL	388.422257	1.000000	8.000000	0.000000	False	590.664331	523.438732	751.543218	LOW
11380-193	63.000000	RENT	HIGH	RENT_CELL	407.668877	1.000000	53.000000	0.000000	False	584.920429	518.348564	744.234853	LOW
11380-194	60.000000	SALE	MID	SALE_CELL				0.000000	False	668.337271	592.271440	850.371890	LOW
11380-195	63.000000	BOTH	MID	RENT_CELL	435.649572	1.000000	17.000000	0.000000	False	613.998417	544.117083	781.232794	LOW
11380-199	48.000000	BOTH	UNKNOWN	RENT_CELL	588.780695	5.000000	26.000000	0.000000	False	709.241094	628.519854	902.416662	LOW
11380-201	66.000000	RENT	MID	RENT_CELL	473.262679	1.000000	5.000000	0.000000	False	639.486229	566.704037	813.662707	LOW
11380-209	78.000000	BOTH	MID	RENT_CELL	293.551076	1.000000	52.000000	0.000000	False	598.191998	530.109648	761.121191	LOW
11380-213	75.000000	SALE	HIGH	RENT_COMPLEX	490.810129	1.000000	4.000000	0.000000	False	692.769596	613.923035	881.458832	LOW
11380-213	84.000000	BOTH	HIGH	RENT_CELL	490.810129	1.000000	4.000000	0.000000	False	688.585690	610.215315	876.135358	LOW
11380-213	84.000000	BOTH	MID	RENT_CELL	490.810129	1.000000	4.000000	0.000000	False	686.320913	608.208299	873.253725	LOW
11380-215	81.000000	BOTH	HIGH	RENT_CELL	317.231869	2.000000	2.000000	0.000000	False	567.521745	502.930086	722.097300	LOW
11380-215	84.000000	RENT	LOW	RENT_CELL	430.354792	1.000000	51.000000	0.000000	False	552.664971	489.764214	703.193995	LOW
11380-216	75.000000	SALE	LOW	RENT_COMPLEX	410.139797	1.000000	15.000000	0.000000	False	602.026988	533.508165	766.000715	LOW
11380-216	81.000000	RENT	HIGH	RENT_CELL	410.139797	1.000000	15.000000	0.000000	False	613.304018	543.501716	780.349263	LOW
11380-218	51.000000	SALE	UNKNOWN	RENT_COMPLEX	275.433278	4.000000	1.000000	0.000000	False	465.527338	412.544023	592.322737	LOW
11380-218	66.000000	RENT	UNKNOWN	RENT_CELL	275.433278	4.000000	1.000000	0.000000	False	477.759868	423.384326	607.887035	LOW
11380-222	84.000000	BOTH	UNKNOWN	RENT_CELL	410.273228	6.000000	1.000000	0.000000	False	539.610546	478.195559	686.583945	LOW
11380-228	84.000000	RENT	HIGH	NONE				0.000000	False	743.207500	658.620423	945.634478	LOW
11380-228	84.000000	RENT	LOW	NONE				0.000000	False	705.486617	625.192687	897.639581	LOW
11380-230	84.000000	RENT	HIGH	RENT_CELL	445.306655	2.000000	18.000000	0.000000	False	656.718735	581.975250	835.588820	LOW
11380-230	84.000000	RENT	MID	RENT_CELL	445.306655	2.000000	18.000000	0.000000	False	637.750610	565.165955	811.454359	LOW
11380-234	84.000000	RENT	HIGH	RENT_CELL	319.983891	2.000000	37.000000	0.000000	False	537.913567	476.691719	684.424760	LOW
11380-237	84.000000	RENT	UNKNOWN	RENT_CELL	330.550673	1.000000	52.000000	0.000000	False	662.465933	587.068340	842.901379	LOW
11380-237	90.000000	BOTH	UNKNOWN	RENT_CELL	326.428669	1.000000	49.000000	0.000000	False	662.508770	587.106301	842.955884	LOW
11380-237	108.000000	BOTH	UNKNOWN	RENT_CELL	224.612073	2.000000	36.000000	0.000000	False	694.386290	615.355728	883.515864	LOW
11380-238	45.000000	BOTH	UNKNOWN	RENT_CELL	367.719136	2.000000	54.000000	0.000000	False	594.053515	526.442181	755.855512	LOW
11380-238	51.000000	RENT	UNKNOWN	RENT_CELL	489.590234	1.000000	13.000000	0.000000	False	702.451451	622.502964	893.777728	LOW
11380-238	81.000000	RENT	UNKNOWN	RENT_CELL	306.669500	1.000000	25.000000	0.000000	False	660.208212	585.067578	840.028724	LOW
11380-238	87.000000	RENT	UNKNOWN	RENT_CELL	368.871310	2.000000	20.000000	0.000000	False	637.634246	565.062835	811.306301	LOW
11380-242	75.000000	RENT	MID	RENT_CELL	431.772950	1.000000	11.000000	0.000000	False	688.313471	609.974078	875.788995	LOW
11380-243	81.000000	BOTH	HIGH	RENT_CELL	346.292472	1.000000	13.000000	0.000000	False	682.766509	605.058435	868.731210	LOW
11380-243	81.000000	BOTH	MID	RENT_CELL	346.292472	1.000000	13.000000	0.000000	False	679.327332	602.010683	864.355307	LOW
11380-244	75.000000	RENT	HIGH	RENT_CELL	356.642561	2.000000	18.000000	0.000000	False	668.011249	591.982523	849.957069	LOW
11380-244	75.000000	RENT	MID	RENT_CELL	356.642561	2.000000	18.000000	0.000000	False	666.511774	590.653709	848.049183	LOW
11380-244	108.000000	RENT	HIGH	RENT_CELL	203.880832	1.000000	7.000000	0.000000	False	696.585790	617.304894	886.314440	LOW
11380-25	69.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	959.684058	850.459017	1221.072625	LOW
11380-251	84.000000	RENT	HIGH	RENT_CELL	420.505654	10.000000	9.000000	0.000000	False	667.729973	591.733261	849.599183	LOW
11380-251	84.000000	RENT	LOW	RENT_CELL	420.505654	10.000000	9.000000	0.000000	False	648.721492	574.888202	825.413373	LOW
11380-251	84.000000	RENT	MID	RENT_CELL	420.505654	10.000000	9.000000	0.000000	False	660.429678	585.263838	840.310510	LOW
11380-252	84.000000	RENT	HIGH	RENT_CELL	377.746671	4.000000	50.000000	0.000000	False	643.393633	570.166726	818.634369	LOW
11380-252	84.000000	RENT	LOW	RENT_CELL	377.746671	4.000000	50.000000	0.000000	False	638.322903	565.673113	812.182527	LOW
11380-258	81.000000	RENT	UNKNOWN	RENT_CELL	418.604003	1.000000	48.000000	0.000000	False	603.060314	534.423884	767.315487	LOW
11380-258	102.000000	RENT	UNKNOWN	RENT_CELL	282.287592	1.000000	9.000000	0.000000	False	612.483522	542.774603	779.305288	LOW
11380-262	84.000000	RENT	LOW	RENT_CELL	410.351959	1.000000	16.000000	0.000000	False	605.355208	536.457588	770.235440	LOW
11380-262	84.000000	RENT	MID	RENT_CELL	410.351959	1.000000	16.000000	0.000000	False	614.708997	544.746790	782.136916	LOW
11380-264	75.000000	RENT	HIGH	RENT_CELL	475.416908	3.000000	27.000000	0.000000	False	672.299496	595.782710	855.413303	LOW
11380-264	75.000000	RENT	MID	RENT_CELL	475.416908	3.000000	27.000000	0.000000	False	655.085454	580.527859	833.510684	LOW
11380-268	72.000000	RENT	HIGH	RENT_CELL	481.517167	1.000000	18.000000	0.000000	False	699.938664	620.276166	890.580535	LOW
11380-268	72.000000	RENT	LOW	RENT_CELL	481.517167	1.000000	18.000000	0.000000	False	692.005117	613.245564	880.486132	LOW
11380-268	72.000000	RENT	MID	RENT_CELL	481.517167	1.000000	18.000000	0.000000	False	692.129101	613.355437	880.643886	LOW
11380-272	66.000000	RENT	HIGH	RENT_CELL	452.828734	1.000000	23.000000	0.000000	False	695.625355	616.453770	885.092412	LOW
11380-272	66.000000	RENT	MID	RENT_CELL	452.828734	1.000000	23.000000	0.000000	False	691.761069	613.029292	880.175613	LOW
11380-272	69.000000	RENT	MID	RENT_CELL	420.201984	1.000000	32.000000	0.000000	False	643.638886	570.384065	818.946420	LOW
11380-272	72.000000	RENT	MID	RENT_CELL	471.654630	1.000000	36.000000	0.000000	False	702.048466	622.145844	893.264983	LOW
11380-272	84.000000	RENT	HIGH	RENT_CELL	428.221590	4.000000	3.000000	0.000000	False	648.572938	574.756556	825.224358	LOW
11380-276	57.000000	BOTH	UNKNOWN	RENT_CELL	385.576105	1.000000	15.000000	0.000000	False	609.469361	540.103495	775.470163	LOW
11380-276	75.000000	BOTH	UNKNOWN	RENT_CELL	267.680610	1.000000	25.000000	0.000000	False	568.890570	504.143120	723.838951	LOW
11380-291	63.000000	RENT	LOW	RENT_COMPLEX	325.296781	1.000000	13.000000	0.000000	False	567.379810	502.804305	721.916706	LOW
11380-291	66.000000	RENT	LOW	RENT_CELL	325.296781	1.000000	13.000000	0.000000	False	579.992777	513.981746	737.965060	LOW
11380-32	78.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	947.817666	839.943181	1205.974191	LOW
11380-335	84.000000	BOTH	MID	RENT_CELL	409.601810	4.000000	4.000000	0.000000	False	658.677254	583.710864	838.080780	LOW
11380-344	84.000000	BOTH	LOW	RENT_CELL	549.937971	1.000000	59.000000	0.000000	False	740.270516	656.017707	941.897549	LOW
11380-344	84.000000	BOTH	MID	RENT_CELL	549.937971	1.000000	59.000000	0.000000	False	763.493257	676.597386	971.445454	LOW
11380-346	60.000000	BOTH	LOW	RENT_CELL	381.737935	1.000000	51.000000	0.000000	False	611.714394	542.093013	778.326673	LOW
11380-356	72.000000	RENT	MID	RENT_CELL	264.941837	1.000000	52.000000	0.000000	False	782.327514	693.288050	995.409587	LOW
11380-356	75.000000	BOTH	MID	RENT_CELL	377.939388	3.000000	34.000000	0.000000	False	769.574104	681.986150	979.182537	LOW
11380-378	39.000000	RENT	UNKNOWN	RENT_CELL	426.462358	1.000000	42.000000	0.000000	False	555.254587	492.059096	706.488943	LOW
11380-378	81.000000	RENT	UNKNOWN	RENT_CELL	407.293137	8.000000	9.000000	0.000000	False	599.609229	531.365579	762.924432	LOW
11380-38	78.000000	RENT	HIGH	RENT_CELL	336.812954	1.000000	11.000000	0.000000	False	584.295118	517.794421	743.439226	LOW
11380-38	78.000000	RENT	MID	RENT_CELL	336.812954	1.000000	11.000000	0.000000	False	584.502455	517.978161	743.703036	LOW
11380-38	81.000000	RENT	MID	RENT_CELL	372.980910	1.000000	22.000000	0.000000	False	576.859667	511.205226	733.978586	LOW
11380-380	81.000000	SALE	UNKNOWN	RENT_COMPLEX	283.246861	1.000000	13.000000	0.000000	False	491.692634	435.731355	625.614660	LOW
11380-380	84.000000	RENT	UNKNOWN	RENT_CELL	283.246861	1.000000	13.000000	0.000000	False	494.060941	437.830116	628.628022	LOW
11380-382	51.000000	BOTH	UNKNOWN	RENT_CELL	334.973941	2.000000	28.000000	0.000000	False	503.593871	446.278069	640.757429	LOW
11380-382	54.000000	RENT	UNKNOWN	RENT_CELL	379.877642	1.000000	57.000000	0.000000	False	514.628785	456.057061	654.797916	LOW
11380-391	42.000000	RENT	UNKNOWN	RENT_CELL	467.990055	1.000000	28.000000	0.000000	False	678.682114	601.438899	863.534351	LOW
11380-391	87.000000	RENT	UNKNOWN	RENT_CELL	371.871331	1.000000	18.000000	0.000000	False	608.381945	539.139842	774.086568	LOW
11380-391	102.000000	RENT	UNKNOWN	RENT_CELL	391.312455	1.000000	2.000000	0.000000	False	609.509312	540.138899	775.520995	LOW
11380-394	84.000000	SALE	MID	SALE_CELL				0.000000	False	673.898547	597.199767	857.447887	LOW
11380-395	84.000000	RENT	HIGH	RENT_CELL	324.683235	1.000000	22.000000	0.000000	False	608.998921	539.686598	774.871590	LOW
11380-396	96.000000	RENT	UNKNOWN	RENT_CELL	404.795342	1.000000	1.000000	0.000000	False	558.528809	494.960667	710.654963	LOW
11380-396	102.000000	SALE	UNKNOWN	RENT_COMPLEX	295.034353	3.000000	1.000000	0.000000	False	519.421067	460.303917	660.895470	LOW
11380-396	159.000000	RENT	UNKNOWN	RENT_CELL	185.273364	2.000000	16.000000	0.000000	False	538.331964	477.062497	684.957116	LOW
11380-397	45.000000	RENT	UNKNOWN	RENT_CELL	431.186925	1.000000	45.000000	0.000000	False	526.821288	466.861892	670.311284	LOW
11380-397	84.000000	RENT	UNKNOWN	RENT_CELL	399.032293	1.000000	17.000000	0.000000	False	546.667641	484.449461	695.563176	LOW
11380-400	72.000000	SALE	UNKNOWN	RENT_COMPLEX	377.963328	1.000000	20.000000	0.000000	False	524.785859	465.058122	667.721466	LOW
11380-400	75.000000	RENT	UNKNOWN	RENT_CELL	377.963328	1.000000	20.000000	0.000000	False	524.260950	464.592955	667.053588	LOW
11380-401	63.000000	RENT	UNKNOWN	RENT_CELL	418.169387	2.000000	6.000000	0.000000	False	542.317975	480.594846	690.028795	LOW
11380-401	72.000000	RENT	UNKNOWN	RENT_CELL	249.564538	2.000000	2.000000	0.000000	False	489.368588	433.671816	622.657614	LOW
11380-401	75.000000	RENT	UNKNOWN	RENT_CELL	277.778439	1.000000	36.000000	0.000000	False	494.172885	437.929319	628.770455	LOW
11380-401	90.000000	SALE	UNKNOWN	RENT_COMPLEX	285.756081	5.000000	2.000000	0.000000	False	473.767962	419.846752	602.807855	LOW
11380-402	48.000000	SALE	UNKNOWN	RENT_COMPLEX	281.266792	2.000000	17.000000	0.000000	False	471.702371	418.016254	600.179661	LOW
11380-402	57.000000	BOTH	UNKNOWN	RENT_CELL	281.266792	2.000000	17.000000	0.000000	False	467.628216	414.405793	594.995831	LOW
11380-402	60.000000	SALE	UNKNOWN	RENT_COMPLEX	281.266792	2.000000	17.000000	0.000000	False	475.561500	421.436162	605.089899	LOW
11380-404	51.000000	BOTH	MID	RENT_CELL	416.862906	3.000000	30.000000	0.000000	False	523.683831	464.081520	666.319280	LOW
11380-407	42.000000	RENT	UNKNOWN	RENT_CELL	358.953052	3.000000	2.000000	0.000000	False	510.218453	452.148684	649.186345	LOW
11380-407	51.000000	RENT	UNKNOWN	RENT_CELL	496.766688	1.000000	51.000000	0.000000	False	605.332945	536.437859	770.207113	LOW
11380-41	66.000000	BOTH	UNKNOWN	RENT_CELL	344.456573	3.000000	25.000000	0.000000	False	616.675048	546.489077	784.638458	LOW
11380-41	69.000000	RENT	UNKNOWN	RENT_CELL	348.960369	1.000000	42.000000	0.000000	False	599.005569	530.830625	762.156354	LOW
11380-43	117.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	508.649778	450.758545	647.190410	LOW
11380-44	63.000000	SALE	HIGH	RENT_COMPLEX	322.023103	1.000000	58.000000	0.000000	False	505.586709	448.044095	643.293055	LOW
11380-44	141.000000	RENT	MID	RENT_CELL	322.023103	1.000000	58.000000	0.000000	False	482.978731	428.009212	614.527357	LOW
11380-49	84.000000	BOTH	UNKNOWN	RENT_CELL	379.874057	1.000000	39.000000	0.000000	False	549.211007	486.703357	698.799277	LOW
11380-5	147.000000	RENT	HIGH	RENT_CELL	307.029492	1.000000	8.000000	0.000000	False	594.172423	526.547556	756.006807	LOW
11380-5	147.000000	RENT	MID	RENT_CELL	307.029492	1.000000	8.000000	0.000000	False	589.439527	522.353327	749.984815	LOW
11380-5	165.000000	RENT	LOW	RENT_CELL	255.288677	1.000000	17.000000	0.000000	False	584.684635	518.139607	743.934836	LOW
11380-50	90.000000	SALE	UNKNOWN	RENT_COMPLEX	290.359805	3.000000	13.000000	0.000000	False	554.686013	491.555234	705.765508	LOW
11380-50	96.000000	SALE	UNKNOWN	RENT_COMPLEX	290.359805	3.000000	13.000000	0.000000	False	541.729095	480.072988	689.279521	LOW
11380-50	99.000000	RENT	UNKNOWN	RENT_CELL	290.359805	1.000000	54.000000	0.000000	False	545.833402	483.710169	694.501715	LOW
11380-50	111.000000	RENT	UNKNOWN	RENT_CELL	298.318333	1.000000	13.000000	0.000000	False	559.820243	496.105119	712.298145	LOW
11380-50	123.000000	RENT	UNKNOWN	RENT_CELL	272.990629	1.000000	42.000000	0.000000	False	547.001796	484.745585	695.988345	LOW
11380-52	60.000000	RENT	UNKNOWN	RENT_CELL	568.930623	1.000000	50.000000	0.000000	False	705.835502	625.501864	898.083491	LOW
11380-52	111.000000	RENT	UNKNOWN	RENT_CELL	302.926270	1.000000	8.000000	0.000000	False	597.068077	529.113645	759.691148	LOW
11380-59	69.000000	BOTH	HIGH	RENT_CELL	174.031165	1.000000	34.000000	0.000000	False	460.498198	408.087268	585.923815	LOW
11380-59	72.000000	SALE	HIGH	RENT_COMPLEX	254.216990	2.000000	8.000000	0.000000	False	448.649220	397.586864	570.847537	LOW
11380-59	72.000000	SALE	MID	RENT_COMPLEX	254.216990	2.000000	8.000000	0.000000	False	451.480851	400.096217	574.450418	LOW
11380-59	75.000000	RENT	LOW	RENT_CELL	334.402816	1.000000	8.000000	0.000000	False	461.380080	408.868779	587.045893	LOW
11380-64	84.000000	RENT	HIGH	RENT_CELL	388.441896	5.000000	3.000000	0.000000	False	599.344951	531.131380	762.588174	LOW
11380-64	84.000000	RENT	MID	RENT_CELL	388.441896	5.000000	3.000000	0.000000	False	599.221274	531.021779	762.430811	LOW
11380-64	216.000000	RENT	LOW	RENT_CELL	164.442762	2.000000	1.000000	0.000000	False	610.820081	541.300485	777.188777	LOW
11380-6833	78.000000	BOTH	HIGH	RENT_CELL	448.255721	1.000000	52.000000	0.000000	False	641.713068	568.677432	816.496069	LOW
11380-6833	84.000000	RENT	HIGH	RENT_CELL	386.254434	2.000000	15.000000	0.000000	False	619.730124	549.196444	788.525644	LOW
11380-6833	84.000000	RENT	MID	RENT_CELL	386.254434	2.000000	15.000000	0.000000	False	612.713038	542.977998	779.597318	LOW
11380-6834	69.000000	RENT	HIGH	RENT_CELL	204.759863	10.000000	28.000000	0.000000	False	643.319807	570.101302	818.540435	LOW
11380-6834	69.000000	RENT	MID	RENT_CELL	204.759863	10.000000	28.000000	0.000000	False	637.896809	565.295515	811.640378	LOW
11380-7599	69.000000	SALE	HIGH	SALE_CELL				0.000000	False	723.969011	641.571534	921.156013	LOW
11380-7608	27.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	580.705846	514.613658	738.872347	LOW
11380-7608	78.000000	RENT	UNKNOWN	NONE				0.000000	False	611.813750	542.181061	778.453091	LOW
11380-7618	84.000000	RENT	UNKNOWN	RENT_CELL	481.713045	1.000000	53.000000	0.000000	False	620.712472	550.066987	789.775552	LOW
11380-7630	84.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	648.880497	575.029111	825.615687	LOW
11380-7636	78.000000	RENT	UNKNOWN	RENT_CELL	423.948375	1.000000	30.000000	0.000000	False	600.783617	532.406306	764.418688	LOW
