osm_id	shop_type	name	lon	lat
4637773245	supermarket	GS25시 편의점	127.0536572	37.5041134
4666525833	supermarket	K마트	126.9882746	37.495713
5614711178	mall	강남터미널지하쇼핑몰 (고투몰)	127.0046194	37.5057653
5827142086	supermarket		126.9621736	37.5067369
6423846447	supermarket	노브랜드	127.0161299	37.4950796
7031598588	department_store	Gangnam underground shopping	127.027548	37.5030092
7208699085	department_store	Folder Store	127.0252977	37.5015104
7208741387	department_store	The Body Shop	127.0265362	37.499217
7895730286	supermarket	역삼공판장	127.0337781	37.496006
7907225285	supermarket	럭키마트	127.0387651	37.4979311
7997781685	supermarket	No Brand Samsung Gangnam Branch	127.0514755	37.5163189
8327411157	supermarket	하나로마트	127.0406464	37.4798377
8329707444	supermarket	하나로마트	127.0430637	37.4624096
8363031290	supermarket	하나로마트	127.016051	37.4569003
8764029846	supermarket	이마트에브리데이	127.0562088	37.4472252
9115659168	supermarket	국군복지단 방패마트	126.9862938	37.4672549
9409108550	supermarket	식자재마트	126.991186	37.4211172
9478453850	supermarket	GS 슈퍼마켓	126.9991402	37.4302599
9787551737	supermarket	에코마트	126.9981337	37.4965268
9795963425	supermarket	초록마을	126.9982825	37.496148
9835273089	supermarket	우리생협 OASIS	127.026958	37.492304
9980053649	supermarket	현대할인마트	127.0263411	37.4920952
10934322673	supermarket	이마트 양재점	127.036818	37.4633729
10970149775	supermarket	하나로마트	126.9823608	37.494237
11045904200	supermarket	아트박스	127.0056248	37.5045937
11045925366	supermarket	staystudio eyewear	127.0055951	37.5045035
11106111905	supermarket		127.0175924	37.4849096
11527365665	supermarket		126.9867338	37.4914952
12060465066	supermarket	E-Mart	127.0218279	37.5023319
12062470464	supermarket	우리농산물	127.0109024	37.5011822
12229219715	supermarket	Home Plus Express	127.0153591	37.4867149
12872545528	supermarket	하나로마트	126.9982221	37.4337978
13077646418	supermarket	홈플러스 익스프레스	127.0526723	37.4959219
13425609518	supermarket	E-Mart	127.0272314	37.488839
13998708101	supermarket		127.0543728	37.5042997
74013224	department_store	현대	127.0597046	37.5086698
159117108	department_store	신세계백화점	127.0042347	37.5050071
350153610	supermarket	고객사랑마트	127.0503954	37.4752519
354882941	department_store	Homeplus	126.9824629	37.4714263
382848583	mall	이마트 과천점	126.9918892	37.4262589
413354848	mall	반원상가	127.0035036	37.5087303
413372929	mall	뉴코아아울렛강남점(1관)	127.0079783	37.5083361
413372930	mall	뉴코아아울렛강남점(2관)	127.0074688	37.5091949
414371719	mall	파스텔상가	127.0100863	37.5103878
425611187	mall	국제전자센터	127.0178331	37.4848085
443692976	mall	뉴타운상가	127.0119543	37.5086064
443718139	mall	킴스클럽뉴코아아울렛강남점	127.006919	37.5102091
469668725	supermarket	웰빙마트	126.9723201	37.4782124
471859428	supermarket	한아름 할인마트	126.9663193	37.4723712
474638406	department_store	롯데백화점 강남점	127.0532708	37.4969361
794501865	supermarket		126.9628819	37.475781
1027577395	mall	과천자이 상가	126.9990237	37.430319
1066837523	department_store	Homeplus Express	126.998137	37.4971733
1390624289	supermarket	(유한)남서울상가	127.0000695	37.4346561
1422991805	department_store	롯데백화점 강남점 별관	127.0540687	37.4972085
368664295	supermarket	문정할인마트	127.13294	37.493626
368664320	supermarket	(주)신세계마트	127.105317	37.516715
368664337	supermarket	다산마트	127.109344	37.512934
368664550	supermarket	모노마트	127.089526	37.499761
368665067	supermarket	근영마트	127.100456	37.500341
368665085	supermarket	롯데마트	127.117738	37.491756
368665102	supermarket	키폰마트	127.10767	37.514859
368665273	supermarket	부광미용할인마트	127.137141	37.500064
368665379	supermarket	고려자판기할인마트	127.100783	37.501397
368665477	supermarket	제사마트	127.127348	37.484312
368665773	supermarket	거여할인마트	127.1441947	37.4918517
368665850	supermarket	오금농산물해피마트	127.133701	37.502121
368665958	supermarket	한영십자재마트	127.141614	37.4956
368666431	supermarket	올스타마트 삼전점	127.0935485	37.5051845
368666439	supermarket	월드마트	127.123625	37.512617
368666444	supermarket	싱싱마트	127.128884	37.483431
368666450	supermarket	한진마트	127.118919	37.4981
368666461	supermarket	미도파마트	127.134735	37.497812
368666521	supermarket	대흥마트	127.130342	37.505962
368685479	supermarket	동아DC마트	127.145036	37.518901
368867454	supermarket	잠실중앙상가	127.0936029	37.5125497
1811986611	supermarket	가든 파이브 (Garden 5)	127.1250743	37.4777058
1839880612	supermarket	GS수퍼마켓	127.0942043	37.5065048
2101062355	supermarket	이마트수서점	127.1030806	37.4872104
2101091783	supermarket	하나로마트	127.1093409	37.4665332
2101091953	supermarket	대왕마트	127.107076	37.4642713
2101091955	supermarket	세곡할인마트	127.103955	37.4645065
2101129056	supermarket	홈플러스익스프레스대치역점	127.0629771	37.4939185
2111911629	supermarket	홈플러스익스프레스 송파점	127.1166449	37.5062652
2111911650	supermarket	홈플러스익스프레스삼전점	127.0898171	37.5040935
2111911651	supermarket	이마트에브리데이 가락점	127.118265	37.4962385
2111911660	supermarket	홈플러스익스프레스장지점	127.1275132	37.4770155
2111911663	supermarket	농협신천역하나로마트	127.0871406	37.5119504
2111911664	supermarket	홈플러스익스프레스 개롱점	127.1353345	37.4975153
2111911666	supermarket	송파농협 하나로마트	127.1478336	37.4973536
2111923298	supermarket	홈플러스익스프레스	127.1455908	37.4927686
2111923316	supermarket	굿모닝마트	127.0949959	37.5164949
2112046831	supermarket	농협하나로마트	127.127481	37.510044
3239966085	supermarket	E-Mart	127.1181075	37.4792876
3720964471	supermarket	미도상가	127.0669494	37.4948093
3720964528	supermarket	은마상가	127.0637182	37.4952494
3741145314	supermarket	개포연금매장	127.0611172	37.4824597
3975205975	mall	잠실종합운동장 스포츠상가	127.074493	37.5156678
3975396853	supermarket	롯데슈퍼	127.0831082	37.5121784
4631052220	supermarket	호반낚시도소매	127.142631	37.5125976
4631053073	supermarket	부성마트	127.144931	37.5117931
4631183793	supermarket	컬투편의점	127.1305618	37.4546857
4631851820	supermarket	GS25 성남하대원점	127.1522602	37.4303906
4634748881	supermarket	이마트 성남점	127.1416013	37.4441887
4634760093	supermarket	우리마트	127.142184	37.4393026
4634801061	supermarket	태양식품	127.1062595	37.4636042
4636646787	supermarket	하나로마트	127.1491972	37.4418547
4636652794	supermarket		127.1491898	37.4426425
4637952696	department_store	Homeplus	127.0917335	37.5075934
4642273594	supermarket	이마트 에브리데이 자곡점	127.0949397	37.4719332
4652756104	supermarket	현대농축산물도매센타	127.1414694	37.4373242
