osm_id	dong_name	start_date	levels	height	flats	osm_year	levels_num	height_num	flats_num	building_height_m	aptSeq	dist_m	anchor_rank
64988494	G	2004	69	264	480	2004	69	264.0	480	264.0	11680-470	80.238785712479	0.0
117795643	역삼대우디오빌	2002	26	83	457	2002	26	83.0	457	83.0	11680-275	3.7765545799815317	0.0
129600576	503동	1978	15		150	1978	15		150	42.0			
129600577	502동	1978	15		150	1978	15		150	42.0			
129600578	506동	1978	15		150	1978	15		150	42.0			
129600579	504동	1978	15		150	1978	15		150	42.0			
129600580	505동	1978	15		150	1978	15		150	42.0			
129600581	501동	1978	15		150	1978	15		150	42.0			
129600582	507동	1978	15		150	1978	15		150	42.0			
166189194	104	1999	7	21	31	1999	7	21.0	31	21.0			
172246210		2004	23	81	67	2004	23	81.0	67	81.0	11680-525	1.0506258064873313	0.0
182192513	101	2005	29	85	131	2005	29	85.0	131	85.0	11680-601	69.09221367614336	0.0
182192515	103	2005	29	85	131	2005	29	85.0	131	85.0	11680-601	220.03740005680677	0.0
182192516	104	2005	29	85	104	2005	29	85.0	104	85.0	11680-601	268.43694104337766	2.0
182192517	105	2005	29	85	105	2005	29	85.0	105	85.0	11680-601	203.58249336339287	1.0
182197532	타워팰리스 B동	2002	66	234	399	2002	66	234.0	399	234.0	11680-364	117.61767152923765	0.0
182197533	A	2002	59	211	375	2002	59	211.0	375	211.0	11680-365	132.0820605820066	0.0
182197534	C동	2002	59	211	353	2002	59	211.0	353	211.0	11680-364	84.87089736283606	0.0
182197535	D	2002	42	154	168	2002	42	154.0	168	154.0	11680-364	2.2055682302871515	0.0
182695688	10	1983	15		60	1983	15		60	42.0	11680-216	104.27012522608698	0.0
182695689	1	1983	15		90	1983	15		90	42.0	11680-294	216.06122058002998	-1.0
182695690	2	1983	15		60	1983	15		60	42.0	11680-216	253.20706887350636	1.0
182695691	3	1983	15		90	1983	15		90	42.0	11680-216	196.15153016682606	0.0
182695692	5	1983	15		60	1983	15		60	42.0	11680-216	235.24275281458628	0.0
182695693	6	1983	15		60	1983	15		60	42.0	11680-216	160.23794623432218	0.0
182695694	7	1983	15		120	1983	15		120	42.0	11680-216	224.14725351412298	0.0
182695695	8	1983	15		90	1983	15		90	42.0	11680-216	141.44274141217898	0.0
182695696	9	1983	15		60	1983	15		60	42.0	11680-372	167.6084133545199	0.0
182695697	11	1984	15		90	1984	15		90	42.0	11680-216	4.274354280383906	0.0
182695698	12	1984	15		120	1984	15		120	42.0	11680-216	92.4086843730475	0.0
182695699	13	1984	15		90	1984	15		90	42.0	11680-216	70.46130096297772	0.0
182695700	14	1984	15		60	1984	15		60	42.0	11680-372	110.34542630033737	0.0
182695701	15	1984	15		90	1984	15		90	42.0	11680-216	188.7421815321628	1.0
192695678	104	1994	5		40	1994	5		40	14.0	11680-309	85.96927363367314	0.0
192695680	103	1993	5		40	1993	5		40	14.0	11680-303	272.7416983268283	0.0
192695682	103	1994	5		30	1994	5		30	14.0	11680-309	56.9006018679392	0.0
192695683	203	1994	5		30	1994	5		30	14.0	11680-309	132.195179914534	0.0
192695685	105	1994	5		30	1994	5		30	14.0	11680-309	115.06942789083793	0.0
192695686	305	1994	5		40	1994	5		40	14.0	11680-309	264.2285239515468	0.0
192695688	109	1993	5		30	1993	5		30	14.0	11680-303	191.57535697580795	0.0
192695689	302	1994	5		30	1994	5		30	14.0	11680-309	207.0268703368766	0.0
192695692	110	1993	5		40	1993	5		40	14.0	11680-303	170.31839854453472	0.0
192695694	101	1994	5		20	1994	5		20	14.0	11680-309	1.195912478211385	0.0
192695695	102	1993	5		30	1993	5		30	14.0	11680-303	278.0290374076962	0.0
192695696	105	1993	5		30	1993	5		30	14.0	11680-303	269.3709158460405	0.0
192695697	210	1993	5		30	1993	5		30	14.0	11680-303	28.146380780266007	0.0
192695698	106	1993	5		40	1993	5		40	14.0	11680-308	254.95664404644214	0.0
192695700	107	1993	5		30	1993	5		30	14.0	11680-303	225.1941438561483	0.0
192695701	206	1994	5		20	1994	5		20	14.0	11680-309	181.4446908061678	0.0
192695703	208	1993	5		40	1993	5		40	14.0	11680-303	96.34596195205275	0.0
192695705	204	1994	5		30	1994	5		30	14.0	11680-309	154.6043573309988	0.0
192695706	202	1993	5		30	1993	5		30	14.0	11680-303	157.43642340681123	0.0
192695708	108	1993	5		30	1993	5		30	14.0	11680-303	209.56910456144908	0.0
192695709	102	1994	5		30	1994	5		30	14.0	11680-309	29.0654314724082	0.0
192695712	101	1993	5		30	1993	5		30	14.0	11680-303	273.5221489462961	0.0
192695714	306	1994	5		30	1994	5		30	14.0	11680-309	274.32637879765724	0.0
192695717	301	1994	5		40	1994	5		40	14.0	11680-309	185.61052917678998	0.0
192695721	202	1994	5		40	1994	5		40	14.0	11680-309	115.75498917846173	0.0
192695723	107	1994	5		20	1994	5		20	14.0	11680-309	169.704314902407	0.0
192695726	303	1994	5		30	1994	5		30	14.0	11680-309	223.10439415364587	0.0
192695727	201	1994	5		30	1994	5		30	14.0	11680-309	92.7350558783027	0.0
192695730	207	1993	5		40	1993	5		40	14.0	11680-303	131.68421133417615	0.0
192695731	204	1993	5		30	1993	5		30	14.0	11680-303	95.96914475894461	0.0
192695735	307	1994	5		30	1994	5		30	14.0	11680-309	287.5960687210826	0.0
192695738	201	1993	5		30	1993	5		30	14.0	11680-303	180.9389661749628	0.0
192695739	104	1993	5		30	1993	5		30	14.0	11680-303	278.1931596810763	0.0
192695741	211	1993	5		30	1993	5		30	14.0	11680-303	0.7746944854962302	0.0
192695743	106	1994	5		30	1994	5		30	14.0	11680-309	141.27840356833735	0.0
192695745	206	1993	5		40	1993	5		40	14.0	11680-303	158.09738333715185	0.0
192695747	203	1993	5		30	1993	5		30	14.0	11680-303	133.0385493854906	0.0
192695749	209	1993	5		30	1993	5		30	14.0	11680-303	62.06567907555681	0.0
192695759	108										11680-303	275.73954413048443	0.0
192695761	112												
192695763	107										11680-303	293.41119732767737	0.0
192695765	109										11680-303	258.482218205551	0.0
192695766	101										11680-303	226.44397507161423	0.0
192695767	103										11680-303	268.15076154359525	0.0
192695770	111										11680-303	289.30877839431986	0.0
192695773													
192695775	106												
192695777	110										11680-303	240.94539717718743	0.0
192695779	102										11680-303	244.97344584889626	0.0
192695780	105												
192728182	91동	1981	12		131	1981	12		131	33.599999999999994	11680-21	110.89073819182234	0.0
192743492	107동	2007	20	47	80	2007	20	47.0	80	47.0	11680-3732	170.68853609483804	1.0
192743495	106동	2007	16	42	62	2007	16	42.0	62	42.0	11680-3732	123.78518628391784	0.0
192743499	105동	2007	21	62	82	2007	21	62.0	82	62.0	11680-3732	97.26416313099222	0.0
192743502	108동	2007	19	47	76	2007	19	47.0	76	47.0	11680-3733	173.8321021286551	0.0
192743506	104동	2007	21	62	84	2007	21	62.0	84	62.0	11680-3733	110.67782170276726	0.0
192743508	61동	1976	12		66	1976	12		66	33.599999999999994	11680-417	4.98497507550523	0.0
192743510	102동	2007	22	59	78	2007	22	59.0	78	59.0	11680-3733	51.36139280820291	0.0
192743514	63동	1976	12		66	1976	12		66	33.599999999999994	11680-417	95.67613516781074	0.0
192743515	103동	2007	21	60	73	2007	21	60.0	73	60.0	11680-3733	56.466375764517	0.0
192743517	이스트윙	2004	38	178	130	2004	38	178.0	130	178.0	11680-472	3.089694146045708	0.0
192743519	웨스트윙	2004	45	200	168	2004	45	200.0	168	200.0	11680-472	68.10516684548837	0.0
192743522	사우스윙	2004	45	198	151	2004	45	198.0	151	198.0	11680-472	89.42344457999106	0.0
192743526	62동	1976	12		50	1976	12		50	33.599999999999994	11680-417	52.90211602944355	0.0
192743528	64동	1976	12		50	1976	12		50	33.599999999999994	11680-417	115.58120275126397	0.0
192743530	109동	2007	21	51	38	2007	21	51.0	38	51.0	11680-3733	141.98337829483694	0.0
192743532	101동	2007	20	57	39	2007	20	57.0	39	57.0	11680-3733	1.298111231844544	0.0
192760470	대림아크로빌	1979	14	40	56	1979	14	40.0	56	40.0	11680-418	191.70442481643607	1.0
192760472	76동	1979	14		56	1979	14		56	39.199999999999996	11680-421	54.7030854473117	0.0
192760473	75동	1979	14		84	1979	14		84	39.199999999999996	11680-420	112.84849461940223	0.0
192760478	85동	1978	14		84	1978	14		84	39.199999999999996	11680-421	226.9919102455173	0.0
192760483	74동	1979	14		84	1979	14		84	39.199999999999996	11680-421	2.9870496970822176	0.0
192760487	80동	1978	14		84	1978	14		84	39.199999999999996	11680-427	191.53471831474656	-1.0
192760490	84동	1978	14		84	1978	14		84	39.199999999999996	11680-427	297.85951710068525	-1.0
192760493	73동	1979	14		84	1979	14		84	39.199999999999996	11680-420	98.43863869729523	0.0
192760497	77동	1979	14		84	1979	14		84	39.199999999999996	11680-420	157.94841021714683	1.0
192760500	79동	1978	14		84	1978	14		84	39.199999999999996	11680-420	261.2315651708944	1.0
192760502	83동	1978	14		84	1978	14		84	39.199999999999996	11680-421	263.65167709984365	0.0
192760504	86동	1978	14		84	1978	14		84	39.199999999999996	11680-421	279.06658823175246	0.0
192760507	78동	1978	14		84	1978	14		84	39.199999999999996	11680-420	207.47767000203245	1.0
192760510	82동	1979	14		84	1979	14		84	39.199999999999996	11680-421	207.59144415235502	0.0
192760512	87동	1978	14		112	1978	14		112	39.199999999999996			
192760515	81동	1978	14		112	1978	14		112	39.199999999999996	11680-427	241.97537060323512	-1.0
192760520	56동	1977	5		30	1977	5		30	14.0	11680-418	73.11984146898735	0.0
192760521	54동	1977	5		20	1977	5		20	14.0	11680-418	38.79591282718004	0.0
192760522	52동	1977	5		30	1977	5		30	14.0	11680-418	2.2124483370081314	0.0
192760523	51동	1977	5		30	1977	5		30	14.0	11680-418	79.29809318051885	0.0
192760524	55동	1977	5		30	1977	5		30	14.0	11680-418	107.52726923142416	0.0
192760526	53동	1977	5		30	1977	5		30	14.0	11680-418	87.00017347280587	0.0
192760528	71동	1977	14		112	1977	14		112	39.199999999999996	11680-420	111.01612983118643	0.0
192760530	72동	1977	14		112	1977	14		112	39.199999999999996	11680-421	56.993750202079774	0.0
193180200	211동	1983	13		65	1983	13		65	36.4	11680-427	68.00635055499244	0.0
193180202	210동	1983	13		52	1983	13		52	36.4	11680-427	47.154011772115624	0.0
193180206	204동	1987	13		78	1987	13		78	36.4	11680-428	79.74760050512965	0.0
193180208	23동	1976	12		48	1976	12		48	33.599999999999994	11680-419	76.47367003767945	0.0
193180209	203동	1987	13		52	1987	13		52	36.4	11680-428	1.6012269923045832	0.0
193180210	201동	1982	12		48	1982	12		48	33.599999999999994	11680-427	220.96503135306756	1.0
193180211	13동	1976	15		60	1976	15		60	42.0	11680-416	1.0086311435070987	0.0
193180212	12동	1976	15		60	1976	15		60	42.0	11680-416	92.06450437200242	0.0
193180213	20동	1976	12		72	1976	12		72	33.599999999999994	11680-416	233.43381120265056	1.0
193180214	24동	1976	15		90	1976	15		90	42.0	11680-419	126.50077085008026	0.0
193180215	11동	1976	15		90	1976	15		90	42.0	11680-416	206.8334715863031	1.0
193180216	25동	1976	15		90	1976	15		90	42.0	11680-418	52.80567168366158	0.0
193180217	10동	1976	15		90	1976	15		90	42.0	11680-428	172.73089570657126	-1.0
193180218	22동	1976	12		72	1976	12		72	33.599999999999994	11680-419	53.759142660639974	0.0
193180219	21동	1976	12		72	1976	12		72	33.599999999999994	11680-416	135.6170459588776	0.0
193180220		1996	11	33	19	1996	11	33.0	19	33.0	11680-427	70.34770657548293	-1.0
193180223		1998	11	35	19	1998	11	35.0	19	35.0	11680-428	51.28113169326498	-1.0
193180226	202동	1982	12		96	1982	12		96	33.599999999999994	11680-427	240.61916406303587	1.0
193180230	205동	1987	15		90	1987	15		90	42.0	11680-428	124.59146965714183	0.0
193180233	31동	1976	12		72	1976	12		72	33.599999999999994	11680-416	142.67178457669584	0.0
193180234	33동	1976	12		72	1976	12		72	33.599999999999994	11680-416	62.44977746027884	0.0
193180236	208동	1984	13		52	1984	13		52	36.4	11680-427	59.695633650822	0.0
193180237	209동	1983	13		65	1983	13		65	36.4	11680-427	1.6640403216886461	0.0
193180238	32동	1976	12		72	1976	12		72	33.599999999999994	11680-416	61.31405145115751	0.0
194285958	206	2006	19	52	70	2006	19	52.0	70	52.0	11680-3766	96.11241386154394	0.0
194285959		2007	15	41	28	2007	15	41.0	28	41.0	11680-3766	6.7417767383829625	0.0
194285960	207	2006	17	46	51	2006	17	46.0	51	46.0	11680-3678	90.46910750279395	0.0
194285961		2007	24	66	80	2007	24	66.0	80	66.0	11680-3766	72.29254998462642	0.0
194286589	205	2006	16	44	45	2006	16	44.0	45	44.0	11680-3766	70.58606154477653	0.0
194454525	106동	2006	22	60	80	2006	22	60.0	80	60.0	11680-3680	44.222024111347544	0.0
194454526	101동	2006	20	52	74	2006	20	52.0	74	52.0	11680-3680	56.13703646065696	0.0
194454528	105동	2006	13	29	44	2006	13	29.0	44	29.0	11680-3643	47.19045488820546	0.0
194454529	107동	2006	17	43	55	2006	17	43.0	55	43.0	11680-3680	1.5417755459689082	0.0
220545877	101동	1997	13		161	1997	13		161	36.4	11680-109	128.58110715345816	0.0
220545878	106동	1997	13		88	1997	13		88	36.4	11680-109	92.31552215244022	0.0
220545879	105동	1997	13		100	1997	13		100	36.4	11680-109	56.94695008492986	0.0
220545880	102동	1997	13		101	1997	13		101	36.4	11680-109	68.54087231321229	0.0
220545881	103동	1997	13		100	1997	13		100	36.4	11680-109	7.822170932060526	0.0
220545882	104동	1997	13		96	1997	13		96	36.4	11680-109	47.98529926982989	0.0
232516191	서초예성그린캐슬아파트		7	17			7	17.0		17.0			
250786416	송파한화오벨리스크	2013	15	54	1532	2013	15	54.0	1532	54.0			
264753407	35동	1978	13		78	1978	13		78	36.4	11680-378	103.92776419063142	0.0
264753408	42동	1978	13		52	1978	13		52	36.4	11680-21	104.50015710827157	0.0
264753409	43동	1978	13		52	1978	13		52	36.4	11680-21	86.34657052656026	0.0
264753411	95동	1980	12		120	1980	12		120	33.599999999999994	11680-422	5.958418940789262	0.0
264753413	45동	1978	13		91	1978	13		91	36.4	11680-21	176.03051035935152	0.0
264753414	94동	1980	12		120	1980	12		120	33.599999999999994	11680-422	62.995242679168555	0.0
264753679	61동	1980	12		156	1980	12		156	33.599999999999994	11680-21	76.0537268428712	0.0
264754540	9동	1978	12		168	1978	12		168	33.599999999999994	11680-378	80.33479666695546	0.0
264754544	8동	1978	12		72	1978	12		72	33.599999999999994	11680-378	64.08603770246214	0.0
264754548	2동	1978	12		84	1978	12		84	33.599999999999994	11680-378	101.54068333143833	0.0
264754551	5동	1978	12		72	1978	12		72	33.599999999999994	11680-378	48.36216856538419	0.0
264754555	6동	1978	12		84	1978	12		84	33.599999999999994	11680-378	100.63427668499843	0.0
264754558	1동	1978	12		84	1978	12		84	33.599999999999994	11680-378	68.84900457970578	0.0
306366592	110동	2003	20	53	75	2003	20	53.0	75	53.0			
306366593	107동	2003	27	73	54	2003	27	73.0	54	73.0			
306366594	109동	2003	24	64	86	2003	24	64.0	86	64.0			
306366595	106동	2003	27	73	104	2003	27	73.0	104	73.0			
306366596	111동		20	53	35		20	53.0	35	53.0			
306366597	108동	2003	26	70	104	2003	26	70.0	104	70.0			
306387178	101동	2000	10	30	41	2000	10	30.0	41	30.0			
306390260	104동	2003	26	73	109	2003	26	73.0	109	73.0			
306390261	113동	2003	16	42	64	2003	16	42.0	64	42.0			
306390262	105동	2003	27	73	104	2003	27	73.0	104	73.0			
306390263	102동	2003	27	73	118	2003	27	73.0	118	73.0			
306390264	103동	2003	27	73	127	2003	27	73.0	127	73.0			
306391164	101동	2003	27	73	113	2003	27	73.0	113	73.0			
313842482	서초파라곤	2005	15	47	60	2005	15	47.0	60	47.0	11680-3722	241.52322564490066	0.0
313864712	근형빌라												
313864713	한양빌리지B												
313864714	한양빌리지A												
333073382	101동	2010	32	92	123	2010	32	92.0	123	92.0			
333073384	106동	2010	35	101	136	2010	35	101.0	136	101.0			
333075393	102동	2010	35	101	68	2010	35	101.0	68	101.0			
333075396	108동	2010	35	101	136	2010	35	101.0	136	101.0			
333257783	3동	1988	15		120	1988	15		120	42.0			
333257784	7동	1988	15		165	1988	15		165	42.0			
333260079		2010	20		83	2010	20		83	56.0			
333260080		2010	20		84	2010	20		84	56.0			
333260081		2010	20		84	2010	20		84	56.0			
333260082		2010	20		85	2010	20		85	56.0			
333260625		2010	16		62	2010	16		62	44.8			
333260626		2010	15		37	2010	15		37	42.0			
356466127	빌폴라리스 아파트	2009	20	70	19	2009	20	70.0	19	70.0	11680-3899	164.96707565575437	3.0
356466129	상지리츠빌카일룸 3차 아파트	2009	20	70	19	2009	20	70.0	19	70.0	11680-3899	179.66905337689334	3.0
356466133	상지리츠빌카일룸 2차 아파트	2006	16	57	15	2006	16	57.0	15	57.0	11680-24	41.77014479145695	-1.0
356466136	상지카일룸 아파트	2003	13	45	17	2003	13	45.0	17	45.0	11680-24	30.52210118585991	-1.0
356466137	구산아파트										11680-24	1.8222547423003967	0.0
356476364	연세리버빌3차 아파트	1999	13	41	19	1999	13	41.0	19	41.0	11680-368	104.92197486625341	0.0
357022752			17				17			47.599999999999994	11680-576	85.75036823148416	0.0
357022753			17				17			47.599999999999994	11680-576	118.73667665553873	0.0
357024162	홍화 아파트										11680-97	3.86728910289446	0.0
357024163	신동아빌라트										11680-97	57.54086952427149	0.0
358284831	102	2001	6	18	30	2001	6	18.0	30	18.0	11680-2	32.19764039751245	0.0
358284832	101	2001	17	47	100	2001	17	47.0	100	47.0	11680-2	9.724092908422758	0.0
358286164	로데오현대아파트	1998	17	49	222	1998	17	49.0	222	49.0	11680-3	6.413718449611104	0.0
358317570	알파임하우스아파트	2002	10	31	19	2002	10	31.0	19	31.0	11680-18	7.975294792695639	0.0
358738793	청담휴먼스타빌아파트	2005	27	89	191	2005	27	89.0	191	89.0	11680-3574	9.938545010312689	0.0
358775726	현대아인빌아파트										11680-452	216.479710763774	0.0
358828875	뉴현대아파트										11680-568	1.8885094799960007	0.0
359769401	한양아파트										11680-713	186.97135405996067	0.0
359839865	203	2014	35	105	198	2014	35	105.0	198	105.0			
359839866	202	2014	25	77	96	2014	25	77.0	96	77.0			
359839867	201	2014	25	77	96	2014	25	77.0	96	77.0			
359840015		2014	30	91	168	2014	30	91.0	168	91.0			
359840016		2014	22	68	63	2014	22	68.0	63	68.0			
361603120	220	1988	9		54	1988	9		54	25.2	11680-371	5.550099884338932	0.0
361603121	200	1986	9		72	1986	9		72	25.2	11680-371	40.68231106670551	0.0
361603341	쌍용개포아파트	1995	10	37	16	1995	10	37.0	16	37.0	11680-371	46.35131974462275	-1.0
362436551	201	1986	9		36	1986	9		36	25.2	11680-371	90.19047499632626	0.0
362436552	202	1986	9		36	1986	9		36	25.2	11680-371	104.10897395495277	0.0
362436553	203	1986	9		54	1986	9		54	25.2	11680-371	164.78724690478563	0.0
362436554	204	1986	9		36	1986	9		36	25.2	11680-293	125.02700641670552	0.0
362436555	205	1986	9		36	1986	9		36	25.2	11680-371	152.4299822219076	0.0
362436556	206	1986	9		18	1986	9		18	25.2	11680-371	185.0092678675047	0.0
362436557	207	1986	9		54	1986	9		54	25.2	11680-293	242.61346774688687	0.0
362436558	208	1986	9		36	1986	9		36	25.2	11680-293	164.69210839354565	0.0
362436559	209	1986	9		53	1986	9		53	25.2	11680-293	86.97517879430234	0.0
362436560	210	1986	9		72	1986	9		72	25.2	11680-293	4.246989172298082	0.0
362436562	211	1986	9		36	1986	9		36	25.2	11680-293	80.33358236360411	0.0
362436563	212	1986	9		54	1986	9		54	25.2	11680-293	157.8566904945949	0.0
362436564	213	1986	9		36	1986	9		36	25.2	11680-293	202.99364651310003	0.0
362625955	101	1984	13		78	1984	13		78	36.4	11680-292	169.43031627490802	1.0
362625956	102	1984	13		78	1984	13		78	36.4	11680-292	124.38407062914469	0.0
362625958	103	1984	13		78	1984	13		78	36.4	11680-292	64.24150772450156	0.0
362625959	104	1984	13		52	1984	13		52	36.4	11680-292	123.30381988862008	0.0
362625960	105	1984	13		78	1984	13		78	36.4	11680-292	7.433027920835367	0.0
362625961	106	1984	13		52	1984	13		52	36.4	11680-292	95.79373485829794	0.0
362626348	901	2021	16	42	84	2021	16	42.0	84	42.0	11680-5015	4.70029692579762	0.0
362626349	902	2021	16	42	148	2021	16	42.0	148	42.0	11680-5015	51.32795457187962	0.0
362627808	1	1984	15		60	1984	15		60	42.0	11680-283	77.43214752247546	0.0
362627809	2	1984	15		60	1984	15		60	42.0	11680-283	7.458337410043255	0.0
362627810	3		15		60		15		60	42.0	11680-283	71.87946709037939	0.0
362627811	5	1984	15		90	1984	15		90	42.0	11680-283	148.00664946889705	0.0
362627812	6	1984	15		135	1984	15		135	42.0	11680-292	113.06093121389294	0.0
363249332	3	1984	12		72	1984	12		72	33.599999999999994	11680-292	85.16840226787804	0.0
363249333	1	1984	12		96	1984	12		96	33.599999999999994	11680-293	128.01278572873667	0.0
363249334	2	1984	12		96	1984	12		96	33.599999999999994	11680-292	121.18252609882384	0.0
363249335	5	1984	12		48	1984	12		48	33.599999999999994	11680-292	57.40883847761812	0.0
363249336	6	1984	12		48	1984	12		48	33.599999999999994	11680-278	114.27593740888102	0.0
363249337	7	1984	12		48	1984	12		48	33.599999999999994	11680-292	102.86083321512288	0.0
363249338	8	1984	15		120	1984	15		120	42.0	11680-278	8.471609733648785	0.0
363249339	9	1984	15		90	1984	15		90	42.0	11680-277	76.69960449637536	0.0
363249340	10	1984	15		60	1984	15		60	42.0	11680-277	72.12777219019672	0.0
367791113	107동	1982	12		96	1982	12		96	33.599999999999994	11680-426	0.46857386016505875	0.0
368290029	112동	2003	14	37	36	2003	14	37.0	36	37.0			
368940403		1991	10		54	1991	10		54	28.0			
368940406		1991	15		90	1991	15		90	42.0			
368940410		1991	15		84	1991	15		84	42.0			
368940411		1991	15		56	1991	15		56	42.0			
368940413		1991	15		90	1991	15		90	42.0			
368940414		1996	14	39	150	1996	14	39.0	150	39.0			
368940415		1991	15		90	1991	15		90	42.0			
368940416		1991	15		90	1991	15		90	42.0			
368940417		1991	15		90	1991	15		90	42.0			
368940419		1991	15		60	1991	15		60	42.0			
368940420		1991	14		54	1991	14		54	39.199999999999996			
369461449		1991	15		90	1991	15		90	42.0			
370219322	1	1987	5		40	1987	5		40	14.0	11680-5100	297.3130499131679	-1.0
370219323	2	1987	5		40	1987	5		40	14.0			
370219325		1987	5		30	1987	5		30	14.0			
370219326	4	1987	5		20	1987	5		20	14.0			
370219327	5	1987	5		40	1987	5		40	14.0	11680-5100	240.46949041948432	-1.0
370219328	6	1987	5		40	1987	5		40	14.0	11680-5100	274.45433359698984	-1.0
370219329	7	1987	5		30	1987	5		30	14.0	11680-5100	299.75953203646174	-1.0
370219331	8	1987	5		30	1987	5		30	14.0	11680-5100	223.88850473669993	-1.0
370327835	현대아파트	1994	9	28	18	1994	9	28.0	18	28.0	11680-5015	293.6015501908598	-1.0
370330261	2	1986	9		36	1986	9		36	25.2	11680-294	1.8490803360219867	0.0
370330262	1	1986	9		36	1986	9		36	25.2	11680-294	85.84629514709539	0.0
370330263	4	1986	9		36	1986	9		36	25.2	11680-294	84.54737663747191	1.0
370330264	3	1986	9		36	1986	9		36	25.2	11680-294	46.216310267740006	0.0
370330265	5	1986	9		54	1986	9		54	25.2	11680-294	93.51893830743967	0.0
370331600	803	1987	9		90	1987	9		90	25.2	11680-285	2.8882673847793177	0.0
370331601	802	1987	9		90	1987	9		90	25.2	11680-285	38.567545703284104	0.0
370331602	801	1987	9		81	1987	9		81	25.2	11680-285	81.66170144746044	0.0
370389786	웨스트빌리지	2009	20	63	19	2009	20	63.0	19	63.0	11680-3879	277.853688505646	2.0
370389787	이스트빌리지	2009	19		33	2009	19		33	53.199999999999996	11680-338	93.43472402362126	-1.0
370432224	501										11680-391	57.10369698830872	0.0
370432228	502	1983	14		140	1983	14		140	39.199999999999996	11680-391	131.10491078652024	0.0
370432229	503	1983	14		140	1983	14		140	39.199999999999996	11680-391	6.560968971453349	0.0
370432230	504	1983	14		140	1983	14		140	39.199999999999996	11680-391	117.54167900203949	0.0
370432231	505	1983	14		224	1983	14		224	39.199999999999996	11680-391	93.8484793702606	0.0
370432232	506	1983	14		156	1983	14		156	39.199999999999996	11680-391	146.74271516684496	1.0
370438761	1	1985	9		54	1985	9		54	25.2	11680-338	115.85821941260835	0.0
370438762	2	1985	9		54	1985	9		54	25.2	11680-338	160.96507258685224	0.0
370438763	3	1985	9		54	1985	9		54	25.2	11680-337	199.89697854755968	0.0
370438764	5	1985	9		54	1985	9		54	25.2	11680-338	248.97090837942253	0.0
370438765	6	1985	9		36	1985	9		36	25.2	11680-337	191.35291973832494	0.0
370438766	7	1985	9		54	1985	9		54	25.2	11680-337	126.5511302516059	0.0
370438767	8	1985	9		54	1985	9		54	25.2	11680-337	98.82549937413285	0.0
370438768	9	1985	9		99	1985	9		99	25.2	11680-337	109.81208354250052	0.0
379232113	두산베어스텔오피스텔	1999	21	84	174	1999	21	84.0	174	84.0	11680-504	223.9761211765305	-1.0
393356616	구의현대하이엘	2005	18	59	98	2005	18	59.0	98	59.0			
394541406	156	2008	25	68	50	2008	25	68.0	50	68.0			
394541409	155	2008	22	60	88	2008	22	60.0	88	60.0			
394541410	154	2008	22	60	88	2008	22	60.0	88	60.0			
394541411	151	2008	18	49	36	2008	18	49.0	36	49.0			
394541412	150	2008	20	57	80	2008	20	57.0	80	57.0			
394541413	147	2008	19	68	36	2008	19	68.0	36	68.0			
394541414	146	2008	24	68	86	2008	24	68.0	86	68.0			
394541415	161	2008	22	60	88	2008	22	60.0	88	60.0			
394541416	160	2008	22	60	44	2008	22	60.0	44	60.0			
394541417	148	2008	30	85	114	2008	30	85.0	114	85.0			
394541418	145	2008	28	79	106	2008	28	79.0	106	79.0			
394541419	152	2008	30	85	114	2008	30	85.0	114	85.0			
394541420	149	2008	23	65	86	2008	23	65.0	86	65.0			
394541421	153	2008	22	63	84	2008	22	63.0	84	63.0			
394541422	158	2008	30	85	116	2008	30	85.0	116	85.0			
394541423	163	2008	30	85	114	2008	30	85.0	114	85.0			
394541424	159	2008	22	63	84	2008	22	63.0	84	63.0			
394541425	166	2008	27	74	104	2008	27	74.0	104	74.0			
394541426	165	2008	20	54	80	2008	20	54.0	80	54.0			
394541428	169	2008	19	54	36	2008	19	54.0	36	54.0			
394541429	168	2008	26	74	100	2008	26	74.0	100	74.0			
394541430	171	2008	26	71	52	2008	26	71.0	52	71.0			
394541431	172	2008	21	57	78	2008	21	57.0	78	57.0			
394541433	106	2008	28	77	108	2008	28	77.0	108	77.0			
394541434	167	2008	27	74	108	2008	27	74.0	108	74.0			
394541435	164	2008	26	71	50	2008	26	71.0	50	71.0			
394541436	103	2008	27	77	104	2008	27	77.0	104	77.0			
394541437	102	2008	26	71	104	2008	26	71.0	104	71.0			
394541438	105	2008	26	71	52	2008	26	71.0	52	71.0			
394541439	104	2008	24	66	48	2008	24	66.0	48	66.0			
394541440	109	2008	24	66	48	2008	24	66.0	48	66.0			
394541441	108	2008	27	77	104	2008	27	77.0	104	77.0			
394541442	107	2008	26	71	104	2008	26	71.0	104	71.0			
394541443	110	2008	26	71	52	2008	26	71.0	52	71.0			
394541444	112	2008	28	77	56	2008	28	77.0	56	77.0			
394541445	111	2008	29	80	114	2008	29	80.0	114	80.0			
394541446	115	2008	26	71	52	2008	26	71.0	52	71.0			
394541447	113	2008	27	77	104	2008	27	77.0	104	77.0			
394541448	114	2008	24	66	48	2008	24	66.0	48	66.0			
394541449	116	2008	26	74	98	2008	26	74.0	98	74.0			
394541450	117	2008	17	46	34	2008	17	46.0	34	46.0			
394541451	119	2008	24	68	90	2008	24	68.0	90	68.0			
394541452	120	2008	26	74	100	2008	26	74.0	100	74.0			
