osm_id	name	lat	lon	ele_m
10252984974	너부대	37.48011	126.84745	49.0
10252999112	강고산	37.60016	126.84628	46.0
10252984905	동산	37.46977	127.02922	46.0
10252984829	중촌산	37.456118	127.028519	46.0
10252954185	뒷동산	37.4372778	126.764525	43.7
10252984897	능촌	37.44317	126.8491	39.0
10252999151	안산	37.58047	126.86314	38.8
10252985149	뒷산	37.61684	126.85491	35.5
7208441963	왕재산	37.4763291	126.8728277	35.0
10252954194	무리재산	37.41516	126.78358	34.0
10252984877	뒷동산	37.44656	126.83327	33.1
10252985165	보루매산	37.6243972	126.8076417	32.7
10252973507	마산	37.40486	126.76349	30.6
10253004737	금봉산	37.65927	126.80987	30.0
10252985177	방석매	37.6177	126.86189	22.0
7288910987	청계천 북쪽 가산	37.5698763	127.0053455	20.0
10252985129	백마산	37.60937	126.78917	14.2
10603787093	깃대봉	37.4407005	126.9596761	
10252708343	낙산	37.5803523	127.0073277	
2668232451	대현산	37.5540112	127.0292093	
3164111861	동망봉	37.5782019	127.0179556	
4185898560	매봉재산	37.4769805	126.99519	
10125389921	매조산	37.6919858	126.88665	
13682541639	무무대	37.5839068	126.9639527	
11378648284	불암산석장봉	37.6644661	127.0943803	
11378604209	삼각점	37.6898061	127.0920892	
10940152954	상장2봉	37.6862157	126.9793166	
10940153111	상장7봉	37.6806617	126.9898725	
6822157367	육봉국기봉	37.4311264	126.9624154	
7570474158	자운암 국기봉	37.446789	126.9603528	
13682461151	청운대 293m	37.5948844	126.975367	
12963888907	청호봉	37.4449236	127.0329255	
442789707	팔봉국기봉	37.4346797	126.961638	
10685699822	황금산	37.6025523	127.1642211	
5887332488		37.4973929	126.8085296	
2456438540		37.550849	126.8575263	
5942899551		37.5486144	126.8339546	
6596148614		37.6319625	126.9922518	
