osm_id	name	levels_raw	height_raw	flats_raw	start_date	district	subdistrict	levels	height	flats	built_year	levels_filled	height_filled	building_area_m2	complex_osm_id	complex_name
182197535	D	42	154	168	2002	강남구	도곡동	42.0	154.0	168	2002	42.0	154.0	2189.0038943516834	443030426.0	삼성타워팰리스1차
182695688	10	15		60	1983	강남구	대치동	15.0		60	1983	15.0	42.0	656.8857651406286	549692900.0	개포우성1차아파트
182695689	1	15		90	1983	강남구	대치동	15.0		90	1983	15.0	42.0	1036.1734235391314	549692900.0	개포우성1차아파트
182695690	2	15		60	1983	강남구	대치동	15.0		60	1983	15.0	42.0	647.1422768244561	549692900.0	개포우성1차아파트
182695691	3	15		90	1983	강남구	대치동	15.0		90	1983	15.0	42.0	743.9855440056032	549692900.0	개포우성1차아파트
182695692	5	15		60	1983	강남구	대치동	15.0		60	1983	15.0	42.0	889.3754142627901	549692900.0	개포우성1차아파트
182695693	6	15		60	1983	강남구	대치동	15.0		60	1983	15.0	42.0	608.2302619265862	549692900.0	개포우성1차아파트
182695694	7	15		120	1983	강남구	대치동	15.0		120	1983	15.0	42.0	998.8793647682194	549692900.0	개포우성1차아파트
182695695	8	15		90	1983	강남구	대치동	15.0		90	1983	15.0	42.0	1252.295270509765	549692900.0	개포우성1차아파트
182695696	9	15		60	1983	강남구	대치동	15.0		60	1983	15.0	42.0	662.2053756188972	549692900.0	개포우성1차아파트
182695697	11	15		90	1984	강남구	대치동	15.0		90	1984	15.0	42.0	958.4446622112489	549692899.0	개포우성2차아파트
182695698	12	15		120	1984	강남구	대치동	15.0		120	1984	15.0	42.0	950.5543892932698	549692899.0	개포우성2차아파트
182695699	13	15		90	1984	강남구	대치동	15.0		90	1984	15.0	42.0	1016.5128050769847	549692899.0	개포우성2차아파트
182695700	14	15		60	1984	강남구	대치동	15.0		60	1984	15.0	42.0	777.8090449278351	549692899.0	개포우성2차아파트
182695701	15	15		90	1984	강남구	대치동	15.0		90	1984	15.0	42.0	1030.5158461852416	549692899.0	개포우성2차아파트
192695678	104	5		40	1994	강남구	일원동	5.0		40	1994	5.0	14.0	787.6013947057312	548704026.0	한솔마을아파트
192695680	103	5		40	1993	강남구	일원동	5.0		40	1993	5.0	14.0	778.6978757540702	548704025.0	상록수아파트
192695682	103	5		30	1994	강남구	일원동	5.0		30	1994	5.0	14.0	725.7004899339755	548704026.0	한솔마을아파트
