osm_id	name	levels_raw	height_raw	flats_raw	start_date	district	subdistrict	levels	height	flats	built_year	levels_filled	height_filled	building_area_m2	complex_osm_id	complex_name
394541466	133	29	82	56	2008	송파구	잠실동	29.0	82.0	56	2008	29.0	82.0	421.0118003543164		
394541467	136	26	74	50	2008	송파구	잠실동	26.0	74.0	50	2008	26.0	74.0	417.27172783917246		
394541468	134	23	63	92	2008	송파구	잠실동	23.0	63.0	92	2008	23.0	63.0	453.59131062465235		
394541469	144	29	82	56	2008	송파구	잠실동	29.0	82.0	56	2008	29.0	82.0	354.5994166020182		
394541470	143	25	71	96	2008	송파구	잠실동	25.0	71.0	96	2008	25.0	71.0	591.8670610681415		
394541471	140	25	71	96	2008	송파구	잠실동	25.0	71.0	96	2008	25.0	71.0	621.8834424480663		
394541472	142	33	93	64	2008	송파구	잠실동	33.0	93.0	64	2008	33.0	93.0	393.37590433185017		
394541473	141	24	66	48	2008	송파구	잠실동	24.0	66.0	48	2008	24.0	66.0	274.2722656867513		
394541475	139	34	96	66	2008	송파구	잠실동	34.0	96.0	66	2008	34.0	96.0	404.9862864510135		
394541476	138	24	68	92	2008	송파구	잠실동	24.0	68.0	92	2008	24.0	68.0	604.9120757811272		
394541477	135	26	74	50	2008	송파구	잠실동	26.0	74.0	50	2008	26.0	74.0	423.1580864496658		
394541478	137	23	63	92	2008	송파구	잠실동	23.0	63.0	92	2008	23.0	63.0	650.5629369543024		
396400109		24	66	74	2007	강남구	역삼동	24.0	66.0	74	2007	24.0	66.0	882.3201397883257	510394405.0	래미안 펜타빌
431589110	105동	29	81	85	2009			29.0	81.0	85	2009	29.0	81.0	699.6375732576037	165196918.0	반포자이아파트
431800076	119동	11		198	1983			11.0		198	1983	11.0	30.799999999999997	1125.2986562067817	413354845.0	신반포한신16차아파트
431800077	120동	11		198	1983			11.0		198	1983	11.0	30.799999999999997	1125.2861499211526	413354845.0	신반포한신16차아파트
431800079	4동	15		150	1987			15.0		150	1987	15.0	42.0	860.8331196786148	431800078.0	강변아파트
431800080	1동	15		90	1987			15.0		90	1987	15.0	42.0	638.0525083001575	431800078.0	강변아파트
431800081	2동	15		60	1987			15.0		60	1987	15.0	42.0	385.96136183623156	431800078.0	강변아파트
431800082	3동	15		60	1987			15.0		60	1987	15.0	42.0	324.18721711118377	431800078.0	강변아파트
431800084	101동	19		167	1993			19.0		167	1993	19.0	53.199999999999996	760.853916556438	431800083.0	잠원현대아파트
431800085	102동	15		71	1993			15.0		71	1993	15.0	42.0	663.5108163098965	431800083.0	잠원현대아파트
432034149	2동	14		84	1982	강남구	압구정동	14.0		84	1982	14.0	39.199999999999996	1212.8137719771462	432034136.0	미성1차아파트
432034150	2동	14		112	1982	강남구	압구정동	14.0		112	1982	14.0	39.199999999999996	1318.4434214174098	432034136.0	미성1차아파트
432034151	3동	14		126	1982	강남구	압구정동	14.0		126	1982	14.0	39.199999999999996	1049.4086964561288	432034136.0	미성1차아파트
436407137	120동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	655.0301594069103	436407134.0	신현대아파트
436407139	121동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	654.8500971824018	436407134.0	신현대아파트
436407141	123동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	654.7295861536255	436407134.0	신현대아파트
436407145	118동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	654.8461351546866	436407134.0	신현대아파트
436407147	117동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	603.5656667690092	436407134.0	신현대아파트
436407149	114동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	648.365288783471	436407134.0	신현대아파트
436407151	108동	13		78	1982	강남구	압구정동	13.0		78	1982	13.0	36.4	1224.4081515257224	436407134.0	신현대아파트
436407153	109동	13		78	1982	강남구	압구정동	13.0		78	1982	13.0	36.4	1064.9055539522665	436407134.0	신현대아파트
436407155	112동	13		78	1982	강남구	압구정동	13.0		78	1982	13.0	36.4	1039.3099372847516	436407134.0	신현대아파트
436407157	111동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	722.8481322475684	436407134.0	신현대아파트
436407159	110동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	490.7251228000181	436407134.0	신현대아파트
436407161	113동	13		78	1982	강남구	압구정동	13.0		78	1982	13.0	36.4	1075.1224368194232	436407134.0	신현대아파트
436407164	125동	13		78	1982	강남구	압구정동	13.0		78	1982	13.0	36.4	1074.7784422386865	436407134.0	신현대아파트
436407167	127동	13		78	1982	강남구	압구정동	13.0		78	1982	13.0	36.4	1066.439253500112	436407134.0	신현대아파트
436407170	122동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	464.9594003155304	436407134.0	신현대아파트
436407174	119동	13		52	1982	강남구	압구정동	13.0		52	1982	13.0	36.4	464.78775706567274	436407134.0	신현대아파트
436407177	116동	13		116	1982	강남구	압구정동	13.0		116	1982	13.0	36.4	1212.023240604551	436407134.0	신현대아파트
436407182	115동	13		103	1982	강남구	압구정동	13.0		103	1982	13.0	36.4	988.7233362075207	436407134.0	신현대아파트
436407185	126동	13		65	1982	강남구	압구정동	13.0		65	1982	13.0	36.4	599.5476034143151	436407134.0	신현대아파트
436407187	104동	12		72	1982	강남구	압구정동	12.0		72	1982	12.0	33.599999999999994	645.5963822473395	436407134.0	신현대아파트
436407189	105동	12		72	1982	강남구	압구정동	12.0		72	1982	12.0	33.599999999999994	645.5923889302592	436407134.0	신현대아파트
436407193	103동	12		96	1982	강남구	압구정동	12.0		96	1982	12.0	33.599999999999994	1045.0329487871734	436407134.0	신현대아파트
436407195	102동	12		96	1982	강남구	압구정동	12.0		96	1982	12.0	33.599999999999994	831.6606876580313	436407134.0	신현대아파트
436407199	101동	12		96	1982	강남구	압구정동	12.0		96	1982	12.0	33.599999999999994	898.5120313487334	436407134.0	신현대아파트
436407203	106동	12		72	1982	강남구	압구정동	12.0		72	1982	12.0	33.599999999999994	1019.1225524313647	436407134.0	신현대아파트
436407206	25동	15		90	1987	강남구	압구정동	15.0		90	1987	15.0	42.0	878.0461898135757	432034139.0	미성2차아파트
436407207	24동	17		136	1987	강남구	압구정동	17.0		136	1987	17.0	47.599999999999994	835.9963920512346	432034139.0	미성2차아파트
436407209	23동	15		90	1987	강남구	압구정동	15.0		90	1987	15.0	42.0	846.0712265309797	432034139.0	미성2차아파트
436407213		16	53	14	2009			16.0	53.0	14	2009	16.0	53.0	244.23089614753263	436407215.0	잠원상지리츠빌 카일룸아파트
436407217	지오빌아파트	15	55	14	2001			15.0	55.0	14	2001	15.0	55.0	419.1755311492145		
436407219	빌폴라리스아파트	15	62	15	2003			15.0	62.0	15	2003	15.0	62.0	311.11578831037923		
436407221	띠에라하우스아파트	15	61	15	2003			15.0	61.0	15	2003	15.0	61.0	192.67939964496657		
436698264	331동	11		110	1982			11.0		110	1982	11.0	30.799999999999997	1228.7873343662814	436698262.0	신반포19차아파트
436698265	330동	11		132	1982			11.0		132	1982	11.0	30.799999999999997	1326.8186547494724	436698262.0	신반포19차아파트
436698269	101동	17	48	93	2002	서초구	잠원동	17.0	48.0	93	2002	17.0	48.0	1327.6108510885008	436698271.0	금호베스트빌아파트
436698270	102동	15	42	24	2002	서초구	잠원동	15.0	42.0	24	2002	15.0	42.0	342.7512678870858	436698271.0	금호베스트빌아파트
443026467	103	24	65	140	2000	강남구	대치동	24.0	65.0	140	2000	24.0	65.0	1036.1720844790862	443021959.0	대치삼성래미안아파트
443026468	101	10	27	18	2000	강남구	대치동	10.0	27.0	18	2000	10.0	27.0	350.39842056610826	443021959.0	대치삼성래미안아파트
443026469	102	14	37	22	2000	강남구	대치동	14.0	37.0	22	2000	14.0	37.0	337.10658254842554	443021959.0	대치삼성래미안아파트
443026471	104	17	45	90	2000	강남구	대치동	17.0	45.0	90	2000	17.0	45.0	753.728263356689	443021959.0	대치삼성래미안아파트
443026472	105	11	29	19	2000	강남구	대치동	11.0	29.0	19	2000	11.0	29.0	252.93686225352292	443021959.0	대치삼성래미안아파트
443026473	106	22	59	66	2000	강남구	대치동	22.0	59.0	66	2000	22.0	59.0	313.77832140886164	443021959.0	대치삼성래미안아파트
443026474	107	25	68	100	2000	강남구	대치동	25.0	68.0	100	2000	25.0	68.0	601.2768831790834	443021959.0	대치삼성래미안아파트
443026477	108	24	65	126	2000	강남구	대치동	24.0	65.0	126	2000	24.0	65.0	727.1110296395809	443021959.0	대치삼성래미안아파트
443026478	109	21	57	76		강남구	대치동	21.0	57.0	76		21.0	57.0	763.9136957838415	443021959.0	대치삼성래미안아파트
443026480	110	14	37	51	2000	강남구	대치동	14.0	37.0	51	2000	14.0	37.0	499.9662740791012	443021959.0	대치삼성래미안아파트
443036684	102					강남구	대치동							295.5074690819201	443036683.0	풍림아이원1차아파트
443036685	101					강남구	대치동							295.55693181408236	443036683.0	풍림아이원1차아파트
443036686	103					강남구	대치동							295.51826609114124	443036683.0	풍림아이원1차아파트
443037518	201					강남구	대치동							452.0864996457843	443037517.0	풍림아이원2차아파트
443037519	202					강남구	대치동							373.56723167437497	443037517.0	풍림아이원2차아파트
450354620	7동	12		72	1978	강남구	압구정동	12.0		72	1978	12.0	33.599999999999994	727.4772525002601	471726603.0	압구정한양1차아파트
453024763	326동	12		156	1982			12.0		156	1982	12.0	33.599999999999994	813.5776145477387	452808503.0	신반포12차아파트
453024764	325동	12		96	1982			12.0		96	1982	12.0	33.599999999999994	761.709867819095	452808503.0	신반포12차아파트
453024765	324동	12		72	1982			12.0		72	1982	12.0	33.599999999999994	694.1030397493029	452808503.0	신반포12차아파트
458489720	339동	14		112	1983			14.0		112	1983	14.0	39.199999999999996	1357.7746104949415	452808509.0	신반포20차아파트
458489722		15		110	1989			15.0		110	1989	15.0	42.0	655.800480516152	452808510.0	한신타운아파트
468398488	금강아트빌 (Gumgang Art-bill)	5				강남구	청담동	5.0				5.0	14.0	197.03297479679446		
468398489	골든아트빌 (Golden Art-bill)					강남구	청담동							767.7859609092864		
468453329	제이빌	5						5.0				5.0	14.0	179.9710199614583		
468742763	1	8		64	1986	강남구	도곡동	8.0		64	1986	8.0	22.4	939.6606243415335	468935319.0	개포럭키아파트
468746617	2	8		64	1986	강남구	도곡동	8.0		64	1986	8.0	22.4	912.2406140701762	468935319.0	개포럭키아파트
468748444	521동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	2219.7939636011156		
468748445		15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1266.9905682074916		
468748446		15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1109.4910863569385		
468748447	520동	15		120	1978	송파구	잠실동	15.0		120	1978	15.0	42.0	1000.7068298551004		
468748449	529동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1047.225525875211		
468748450	519동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1113.132371577038		
468748451	528동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1083.2977773304608		
468748452	527동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1154.0653510883067		
468748454	515동	15		60	1978	송파구	잠실동	15.0		60	1978	15.0	42.0	305.217767654011		
468748455	514동	15		60	1978	송파구	잠실동	15.0		60	1978	15.0	42.0	290.2443575071387		
468748456	513동	15		60	1978	송파구	잠실동	15.0		60	1978	15.0	42.0	369.5991253082158		
468748457	511동	15		60	1978	송파구	잠실동	15.0		60	1978	15.0	42.0	402.13578171327174		
468748458	512동	15		60	1978	송파구	잠실동	15.0		60	1978	15.0	42.0	354.19829300804525		
468748459	518동	15		120	1978	송파구	잠실동	15.0		120	1978	15.0	42.0	868.7554987273008		
468748460	517동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1113.2775437253079		
468748461	509동	15		120	1978	송파구	잠실동	15.0		120	1978	15.0	42.0	870.15857929963		
468748462		15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1154.6041069202295		
468748463		15		120	1978	송파구	잠실동	15.0		120	1978	15.0	42.0	895.5002139730227		
468748464		15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1142.7858412530488		
468748465		15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1123.3553900071413		
468748466	525동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1117.4903197932767		
468748467	526동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1180.2631143114547		
468748468	516동	15		150	1978	송파구	잠실동	15.0		150	1978	15.0	42.0	1192.0755461135675		
468752386	1	9		54	1985	강남구	도곡동	9.0		54	1985	9.0	25.2	748.5028421383524	468935322.0	개포한신아파트
468752387	5	9		72	1985	강남구	도곡동	9.0		72	1985	9.0	25.2	844.3107537459007	468935322.0	개포한신아파트
468752388	2	9		54	1985	강남구	도곡동	9.0		54	1985	9.0	25.2	805.2354762894388	468935322.0	개포한신아파트
468752389	6	9		80	1985	강남구	도곡동	9.0		80	1985	9.0	25.2	850.228598024775	468935322.0	개포한신아파트
468752390	3	9		117	1985	강남구	도곡동	9.0		117	1985	9.0	25.2	1141.7663583641006	468935322.0	개포한신아파트
468752391	7	9		36	1985	강남구	도곡동	9.0		36	1985	9.0	25.2	423.53572969075765	468935322.0	개포한신아파트
468752392	4	9		117	1985	강남구	도곡동	9.0		117	1985	9.0	25.2	979.5661459757985	468935322.0	개포한신아파트
468752393	8	9		90	1985	강남구	도곡동	9.0		90	1985	9.0	25.2	943.288135465757	468935322.0	개포한신아파트
468752404	501	9		54	1986	강남구	도곡동	9.0		54	1986	9.0	25.2	817.1217507485941	468935320.0	우성5차아파트
468752405	502	9		54	1986	강남구	도곡동	9.0		54	1986	9.0	25.2	708.8510000516576	468935320.0	우성5차아파트
468752406	503	9		36	1986	강남구	도곡동	9.0		36	1986	9.0	25.2	557.9657187755251	468935320.0	우성5차아파트
468752407	504	9		36	1986	강남구	도곡동	9.0		36	1986	9.0	25.2	512.2624555942692	468935320.0	우성5차아파트
468926760	오피스텔	20	68	297	2014	강남구	역삼동	20.0	68.0	297	2014	20.0	68.0	767.7233488823161		
468926903		22	81	160	2006	강남구	역삼동	22.0	81.0	160	2006	22.0	81.0	674.6506541164081		
468950507	SK리더스뷰아파트	25	88		2005	강남구	도곡동	25.0	88.0		2005	25.0	88.0	4073.1650880086686		
468950509	도곡동포스코트아파트	17	49	64	2002	강남구	도곡동	17.0	49.0	64	2002	17.0	49.0	1129.273723423672		
468950539	F	55	191	450	2003	강남구	도곡동	55.0	191.0	450	2003	55.0	191.0	2811.2903494647153	443030425.0	삼성타워팰리스2차
468950540	E	55	191	363	2003	강남구	도곡동	55.0	191.0	363	2003	55.0	191.0	2768.0079550486603	443030425.0	삼성타워팰리스2차
468950543	2	31	105	99	1998	강남구	도곡동	31.0	105.0	99	1998	31.0	105.0	1733.8013162454881		
468950544	1	31	105	100	1998	강남구	도곡동	31.0	105.0	100	1998	31.0	105.0	1326.4226095494253		
468950547	인스토피아	18	75	98	2000	강남구	도곡동	18.0	75.0	98	2000	18.0	75.0	1570.8290200221554		
469158736	108동	5	17	10	1999	강남구	청담동	5.0	17.0	10	1999	5.0	17.0	245.3644667237737		
469158737	107동	15	43	105	1999	강남구	청담동	15.0	43.0	105	1999	15.0	43.0	779.6214131095556		
469158741	106동	12	35	18	1999	강남구	청담동	12.0	35.0	18	1999	12.0	35.0	253.50426778999145		
469158743	105동	15	43	56	1999	강남구	청담동	15.0	43.0	56	1999	15.0	43.0	627.4224915075473		
469158747	103동	15	43	30	1999	강남구	청담동	15.0	43.0	30	1999	15.0	43.0	287.88905648392176		
469158748	104동	15	43	30	1999	강남구	청담동	15.0	43.0	30	1999	15.0	43.0	289.631960214337		
469158753	101동	15	43	86	1999	강남구	청담동	15.0	43.0	86	1999	15.0	43.0	801.275612526605		
469158755	102동	15	43	56	1999	강남구	청담동	15.0	43.0	56	1999	15.0	43.0	615.4473071794381		
469271521	12동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	1577.8710062322407		
469271522	18동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	608.5231471975158		
469271523	22동	14		126	1979	송파구	신천동	14.0		126	1979	14.0	39.199999999999996	1322.7653607459001	867120831.0	장미2차아파트
469271524	31동	14		112	1979	송파구	신천동	14.0		112	1979	14.0	39.199999999999996	1220.5320121934121	867120831.0	장미2차아파트
469271525	30동	14		98	1979	송파구	신천동	14.0		98	1979	14.0	39.199999999999996	1011.1675165153237	867120831.0	장미2차아파트
469271526	29동	14		112	1979	송파구	신천동	14.0		112	1979	14.0	39.199999999999996	978.1822821299304	867120831.0	장미2차아파트
469271527	28동	14		126	1979	송파구	신천동	14.0		126	1979	14.0	39.199999999999996	1551.6611658381191	867120831.0	장미2차아파트
469271528	27동	14		182	1979	송파구	신천동	14.0		182	1979	14.0	39.199999999999996	1563.5811779655905	867120831.0	장미2차아파트
469271529	26동	14		154	1979	송파구	신천동	14.0		154	1979	14.0	39.199999999999996	1806.3693021655865	867120831.0	장미2차아파트
469271530	25동	14		126	1979	송파구	신천동	14.0		126	1979	14.0	39.199999999999996	1395.8340990960735	867120831.0	장미2차아파트
469271531	24동	14		126	1979	송파구	신천동	14.0		126	1979	14.0	39.199999999999996	1293.0074032706862	867120831.0	장미2차아파트
469271532	15동	14		140	1979	송파구	신천동	14.0		140	1979	14.0	39.199999999999996	1274.9805041696752		
469271533	16동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	630.8995023968199		
469271534	19동	14		98	1979	송파구	신천동	14.0		98	1979	14.0	39.199999999999996	902.1180795787222		
469271535	17동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	821.8669450967858		
469271536	14동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	981.803166587974		
469271537	13동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	1207.050986289994		
469271538	11동	14		98	1979	송파구	신천동	14.0		98	1979	14.0	39.199999999999996	1280.1353345151465		
469271539	7동	14		113	1979	송파구	신천동	14.0		113	1979	14.0	39.199999999999996	1443.8449571476974		
469271540	6동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	756.7099103096427		
469271541	5동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	537.1099782148011		
469271542	8동	14		98	1979	송파구	신천동	14.0		98	1979	14.0	39.199999999999996	1288.4272583621776		
469271543	4동	14		112	1979	송파구	신천동	14.0		112	1979	14.0	39.199999999999996	803.0816930234676		
469271544	3동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	539.7975012130877		
469271545	2동	14		168	1979	송파구	신천동	14.0		168	1979	14.0	39.199999999999996	848.8998791722847		
469271546	1동	14		168	1979	송파구	신천동	14.0		168	1979	14.0	39.199999999999996	798.3100404702712		
469271547	10동	14		98	1979	송파구	신천동	14.0		98	1979	14.0	39.199999999999996	1185.8311281541742		
469271549	23동	14		140	1979	송파구	신천동	14.0		140	1979	14.0	39.199999999999996	1552.253143440344	867120831.0	장미2차아파트
469271550	20동	14		84	1979	송파구	신천동	14.0		84	1979	14.0	39.199999999999996	531.1484770782538		
469271553	2동	12		72	1979	송파구	신천동	12.0		72	1979	12.0	33.599999999999994	623.4269703933833	614693466.0	장미3차아파트
469289030	317동	24	67	90	2008	송파구	신천동	24.0	67.0	90	2008	24.0	67.0	506.28462462597713	471733248.0	잠실 파크리오
469346471	208동	32	89	64	2008	송파구	신천동	32.0	89.0	64	2008	32.0	89.0	529.0689374510691	471733248.0	잠실 파크리오
469368414	28동	17		153	1987	강남구	압구정동	17.0		153	1987	17.0	47.599999999999994	1059.0698472348454	432034139.0	미성2차아파트
469650416	1동	15		110	1989			15.0		110	1989	15.0	42.0	629.9338793177074		
469650417	2동	15		84	1989			15.0		84	1989	15.0	42.0	504.4765514418446		
469650418	3동	13		74	1989			13.0		74	1989	13.0	36.4	564.98616596597		
469650419	6동	15		12-	1989			15.0		12	1989	15.0	42.0	818.3986096647054		
469650420	5동	15		60	1989			15.0		60	1989	15.0	42.0	364.5208617158695		
469650423	1동	18		108	1992			18.0		108	1992	18.0	50.4	541.2747597049408	431800089.0	잠원훼미리아파트
469650424	2동	18		120	1992			18.0		120	1992	18.0	50.4	651.7207434561219	431800089.0	잠원훼미리아파트
469650425	3동	15		60	1992			15.0		60	1992	15.0	42.0	275.1025345063957	431800089.0	잠원훼미리아파트
469650428	201동	15	40	55	2004			15.0	40.0	55	2004	15.0	40.0	689.1007514661794	431800091.0	잠원롯데캐슬2차아파트
469650429	202동	15	40	30				15.0	40.0	30		15.0	40.0	307.949782408211	431800091.0	잠원롯데캐슬2차아파트
469650430	204동	17	50	59	2004			17.0	50.0	59	2004	17.0	50.0	744.2826880806356	431800091.0	잠원롯데캐슬2차아파트
469650431	207동	20	54	66	2004			20.0	54.0	66	2004	20.0	54.0	744.3838676042307	431800091.0	잠원롯데캐슬2차아파트
469650432	208동	20	54	80	2004			20.0	54.0	80	2004	20.0	54.0	588.2794440548909	431800091.0	잠원롯데캐슬2차아파트
469650433	206동	26	71	50	2004			26.0	71.0	50	2004	26.0	71.0	276.9598704623678	431800091.0	잠원롯데캐슬2차아파트
469650434	203동	28	77	54	2004			28.0	77.0	54	2004	28.0	77.0	354.03882638788343	431800091.0	잠원롯데캐슬2차아파트
469650435	205동	18	49	34	2004			18.0	49.0	34	2004	18.0	49.0	345.43060394436503	431800091.0	잠원롯데캐슬2차아파트
469650436	105동	14	39	56	2002			14.0	39.0	56	2002	14.0	39.0	745.0475558049467	431800092.0	잠원롯데캐슬아파트
469650437	101동	25	70	50	2002			25.0	70.0	50	2002	25.0	70.0	272.0923397005627	431800092.0	잠원롯데캐슬아파트
469650438	102동	25	70	50	2002			25.0	70.0	50	2002	25.0	70.0	272.09194255044906	431800092.0	잠원롯데캐슬아파트
469650439	103동	25	70	50	2002			25.0	70.0	50	2002	25.0	70.0	272.09222437733143	431800092.0	잠원롯데캐슬아파트
469650440	104동	25	70	50	2002			25.0	70.0	50	2002	25.0	70.0	287.6949203312885	431800092.0	잠원롯데캐슬아파트
469650444	미주파스텔아파트	18	55	91	2002			18.0	55.0	91	2002	18.0	55.0	567.6600608979618		
469651186	신화아파트	18	49	166	1997			18.0	49.0	166	1997	18.0	49.0	909.0594140198101		
469651191	351동	12		156	1985			12.0		156	1985	12.0	33.599999999999994	1103.7480965672157	469651190.0	신반포27차아파트
469670356	606	15		120	1983	강남구	개포동	15.0		120	1983	15.0	42.0	873.5845344459736	469682978.0	개포주공 6단지 아파트
469670358	604	15		120	1983	강남구	개포동	15.0		120	1983	15.0	42.0	835.3617542460207	469682978.0	개포주공 6단지 아파트
469670362	602	15		120	1983	강남구	개포동	15.0		120	1983	15.0	42.0	888.9430711272042	469682978.0	개포주공 6단지 아파트
469670366	601	14		112	1983	강남구	개포동	14.0		112	1983	14.0	39.199999999999996	730.5279955496521	469682978.0	개포주공 6단지 아파트
469670369	603	14		112	1983	강남구	개포동	14.0		112	1983	14.0	39.199999999999996	630.880437745383	469682978.0	개포주공 6단지 아파트
469670371	605	13		104	1983	강남구	개포동	13.0		104	1983	13.0	36.4	603.8178949826136	469682978.0	개포주공 6단지 아파트
469670372	607	14		112	1983	강남구	개포동	14.0		112	1983	14.0	39.199999999999996	594.5569849573171	469682978.0	개포주공 6단지 아파트
469670373	608	13		104	1983	강남구	개포동	13.0		104	1983	13.0	36.4	796.2180923349852	469682978.0	개포주공 6단지 아파트
469670374	609	13		156	1983	강남구	개포동	13.0		156	1983	13.0	36.4	1263.5470999746758	469682978.0	개포주공 6단지 아파트
469794638	강남파크빌라	4				강남구	개포동	4.0				4.0	11.2	198.10883383697137		
469894779														325.2892688091167		
469894781														351.432643399633		
469894782														455.6360105752551		
469894785														210.61875177117358		
469894792	새서울멘션													324.2538845965308		
469894794	새서울멘션													324.1403547028171		
469915276	104동	18	50	96	1995	송파구	풍납동	18.0	50.0	96	1995	18.0	50.0	661.0289824010597	1078755067.0	동아한가람아파트
469915277	101동	18	50	177	1995	송파구	풍납동	18.0	50.0	177	1995	18.0	50.0	1134.893060200238	1078755067.0	동아한가람아파트
469915278	103동	17	50	96	1995	송파구	풍납동	17.0	50.0	96	1995	17.0	50.0	754.2108267206706	1078755067.0	동아한가람아파트
469964546	강남 프루지오시티	10	38	401	2014	강남구	자곡동	10.0	38.0	401	2014	10.0	38.0	1538.82855266346		
469964547	강남더샵라르고	10	43	458	2014	강남구	자곡동	10.0	43.0	458	2014	10.0	43.0	1820.40227362438		
469964548	강남힐스테이트에코	10	40	468	2014	강남구	자곡동	10.0	40.0	468	2014	10.0	40.0	2238.2571863163876		
469964549	강남푸르지오시티2차	10	37	543	2014	강남구	자곡동	10.0	37.0	543	2014	10.0	37.0	2155.5439605192714		
469964550	강남유탑유블레스	10	44	513	2014	강남구	자곡동	10.0	44.0	513	2014	10.0	44.0	2334.1383796177015		
469976976	608동	15	44	60	2014	강남구	자곡동	15.0	44.0	60	2014	15.0	44.0	674.4606449793478	382238720.0	래미안 강남 힐즈
470093118	215	15		149	1992	강남구	개포동	15.0		149	1992	15.0	42.0	553.2387242859738	470093270.0	대치2단지 아파트
470093119	214	15			1992	강남구	개포동	15.0			1992	15.0	42.0	431.39398420308976	470093270.0	대치2단지 아파트
470093120	211	15		164	1992	강남구	개포동	15.0		164	1992	15.0	42.0	749.0333723086934	470093270.0	대치2단지 아파트
470093121	210	15		119	1992	강남구	개포동	15.0		119	1992	15.0	42.0	524.5434559469395	470093270.0	대치2단지 아파트
470093122	209	15		239	1992	강남구	개포동	15.0		239	1992	15.0	42.0	886.6922383679304	470093270.0	대치2단지 아파트
470093123	212	15		119	1992	강남구	개포동	15.0		119	1992	15.0	42.0	523.6737609505292	470093270.0	대치2단지 아파트
470093124	217	15		119	1992	강남구	개포동	15.0		119	1992	15.0	42.0	750.1773768938363	470093270.0	대치2단지 아파트
470093125	218	15		119	1992	강남구	개포동	15.0		119	1992	15.0	42.0	615.7493171391836	470093270.0	대치2단지 아파트
470093126	219	15		208	1992	강남구	개포동	15.0		208	1992	15.0	42.0	1245.5248166670997	470093270.0	대치2단지 아파트
470093127	216	15		238	1992	강남구	개포동	15.0		238	1992	15.0	42.0	1355.6103863977455	470093270.0	대치2단지 아파트
470093128	213	15		135	1992	강남구	개포동	15.0		135	1992	15.0	42.0	786.3236340963367	470093270.0	대치2단지 아파트
470179219	31	14		210	1979	강남구	대치동	14.0		210	1979	14.0	39.199999999999996	1473.6083346419025	379530474.0	한보은마아파트
470179549	8	14		210	1979	강남구	대치동	14.0		210	1979	14.0	39.199999999999996	1613.0025717394205	379530474.0	한보은마아파트
470179574	9	14		112	1979	강남구	대치동	14.0		112	1979	14.0	39.199999999999996	1009.8234372281315	379530474.0	한보은마아파트
470180634	27	14		112	1979	강남구	대치동	14.0		112	1979	14.0	39.199999999999996	924.5233044976061	379530474.0	한보은마아파트
470180733	23	14		168	1979	강남구	대치동	14.0		168	1979	14.0	39.199999999999996	1416.4860469577227	379530474.0	한보은마아파트
470189138	19	14		210	1979	강남구	대치동	14.0		210	1979	14.0	39.199999999999996	1326.7263972328897	379530474.0	한보은마아파트
470189139	18	14		196	1979	강남구	대치동	14.0		196	1979	14.0	39.199999999999996	1983.0208467177042	379530474.0	한보은마아파트
470189583	25	14		112	1979	강남구	대치동	14.0		112	1979	14.0	39.199999999999996	890.7693001189936	379530474.0	한보은마아파트
470189994	20	14		168	1979	강남구	대치동	14.0		168	1979	14.0	39.199999999999996	1142.078571135115	379530474.0	한보은마아파트
