osm_id	name	is_tunnel	geometry
156815579	과천선	True	LINESTRING (126.998369 37.454351, 126.998933 37.45396, 126.999407 37.453678, 126.999998 37.45325, 127.000364 37.453006, 127.000647 37.452821, 127.00082 37.452721, 127.001065 37.45258, 127.001267 37.452449, 127.001722 37.452149, 127.002142 37.451834, 127.002472 37.451535, 127.00277 37.451159, 127.003056 37.450745, 127.003422 37.450256, 127.003624 37.449988, 127.003848 37.449691, 127.004432 37.448848, 127.007564 37.444516, 127.007913 37.443829, 127.008044 37.442783, 127.008529 37.439154, 127.008513 37.438679, 127.008248 37.437943, 127.00724 37.436767, 127.007034 37.436443, 127.006974 37.436347, 127.006598 37.435765, 127.006177 37.435088, 127.00578 37.434475, 127.005627 37.434278, 127.005414 37.43408, 127.005228 37.433932, 127.004973 37.433759, 127.004684 37.433593, 127.004384 37.433458, 127.003928 37.433314, 127.003554 37.43324, 127.003288 37.433213, 127.002879 37.433201, 127.002352 37.433199, 126.998883 37.433172, 126.998007 37.433178, 126.99761 37.433153, 126.997163 37.433107, 126.996843 37.433028, 126.996486 37.432924, 126.99607 37.43278, 126.995682 37.432625, 126.99544 37.432474, 126.995236 37.432299, 126.995132 37.432206, 126.994913 37.431953, 126.993309 37.430154, 126.992461 37.429203, 126.990616 37.427157, 126.989747 37.426429, 126.987166 37.424053, 126.985686 37.422771, 126.984631 37.421761, 126.983076 37.419936, 126.981402 37.417277, 126.981118 37.416749, 126.980313 37.414883, 126.980057 37.414179, 126.979607 37.412396, 126.979449 37.411734, 126.97894 37.409548, 126.978389 37.407113, 126.977247 37.403175, 126.977112 37.40252, 126.976987 37.401361, 126.976903 37.40053, 126.976833 37.400204, 126.976791 37.400046, 126.976704 37.399862, 126.976578 37.399632, 126.976409 37.399392, 126.976066 37.398927, 126.975691 37.398582, 126.974828 37.397982, 126.974375 37.397758, 126.973668 37.397553, 126.968817 37.395941, 126.963893 37.394271, 126.951995 37.390251, 126.951416 37.390055, 126.950919 37.389887, 126.948212 37.388973, 126.947874 37.38879, 126.94356 37.385452, 126.942512 37.384661, 126.941629 37.384139, 126.941184 37.383911, 126.940781 37.383694, 126.940345 37.383403, 126.939991 37.383138, 126.939794 37.38292, 126.939611 37.382607, 126.939411 37.382208, 126.939257 37.381756, 126.939116 37.381168, 126.93906 37.380816, 126.939072 37.380555, 126.939109 37.380053, 126.939223 37.379711, 126.939459 37.379198, 126.939842 37.37871, 126.940501 37.377944, 126.940974 37.377288, 126.941506 37.376553)
195715990	과천선	True	LINESTRING (126.941224 37.376331, 126.9404 37.377541, 126.9393 37.378763, 126.939018 37.379235, 126.938879 37.379522, 126.938831 37.379691, 126.938759 37.379961, 126.938703 37.380349, 126.938694 37.380597, 126.938716 37.380904, 126.938787 37.381333, 126.939004 37.38192, 126.939211 37.382427, 126.939437 37.382745, 126.939626 37.382983, 126.939771 37.383133, 126.940024 37.383345, 126.940359 37.38356, 126.941096 37.384019, 126.941678 37.384333, 126.942455 37.384783, 126.94785 37.388825, 126.948185 37.389009, 126.950902 37.389927, 126.95099 37.389955, 126.951548 37.390146, 126.952275 37.390389, 126.963863 37.394308, 126.968808 37.395979, 126.973559 37.397603, 126.974362 37.397887, 126.974751 37.398075, 126.975594 37.398665, 126.975953 37.398994, 126.976307 37.399426, 126.976332 37.399456, 126.976523 37.399674, 126.976663 37.399881, 126.976756 37.400091, 126.976786 37.400224, 126.976828 37.400424, 126.976908 37.401372, 126.977004 37.402231, 126.977103 37.402794, 126.977165 37.403174, 126.978309 37.407111, 126.978884 37.409556, 126.979375 37.411718, 126.979553 37.412405, 126.979999 37.414175, 126.980272 37.414886, 126.981085 37.41675, 126.981358 37.417281, 126.983012 37.419973, 126.984543 37.421772, 126.985665 37.422809, 126.987144 37.424093, 126.989702 37.426469, 126.990587 37.42718, 126.992423 37.429221, 126.993583 37.430549, 126.994481 37.431576, 126.994825 37.431972, 126.994962 37.432148, 126.995082 37.432276, 126.995277 37.43246, 126.995481 37.4326, 126.995741 37.432718, 126.996015 37.432846, 126.996456 37.432994, 126.996821 37.433103, 126.997224 37.433188, 126.99756 37.433243, 126.998028 37.433265, 126.998835 37.433253, 126.999278 37.433258, 127.002224 37.43326, 127.003023 37.433264, 127.003359 37.433278, 127.003864 37.433355, 127.004227 37.433462, 127.004603 37.433623, 127.005067 37.433896, 127.005298 37.43408, 127.005456 37.43422, 127.005568 37.434358, 127.005759 37.434626, 127.0061 37.435114, 127.006544 37.435775, 127.006928 37.436369, 127.007057 37.436573, 127.007207 37.436796, 127.00816 37.438001, 127.008335 37.438417, 127.008392 37.438661, 127.008428 37.438934, 127.008421 37.439229, 127.007997 37.442775, 127.00787 37.443793, 127.007525 37.444504, 127.004391 37.448826, 127.003334 37.45019, 127.002977 37.450666, 127.00257 37.451278, 127.002365 37.451538, 127.002264 37.451645, 127.002098 37.451781, 127.001803 37.452011, 127.001591 37.452142, 127.001386 37.452271, 127.001155 37.4524, 127.000974 37.452507, 127.000579 37.452733, 126.999986 37.453082, 126.99958 37.453272, 126.999075 37.453429, 126.997849 37.453831)
377290518	과천선	True	LINESTRING (126.990746 37.460031, 126.990412 37.460493, 126.990376 37.46057, 126.990122 37.461099, 126.989895 37.461506, 126.989014 37.463721, 126.988918 37.463972)
377290520	과천선	True	LINESTRING (126.990746 37.460031, 126.991639 37.458854, 126.991765 37.458716, 126.99245 37.457962, 126.992788 37.457676, 126.993054 37.457477, 126.993364 37.457245, 126.994296 37.456708)
626515826	과천선	True	LINESTRING (126.994292 37.456709, 126.993799 37.457624, 126.993588 37.457937, 126.993264 37.458355, 126.993232 37.458396, 126.992392 37.459233, 126.991702 37.459806, 126.991048 37.460605)
640794439	과천선	True	LINESTRING (126.988119 37.466113, 126.989016 37.464226, 126.989106 37.464031, 126.989211 37.46378, 126.989399 37.463414, 126.989886 37.462452, 126.9906 37.46127, 126.991048 37.460605)
1014286497		True	LINESTRING (127.003334 37.45019, 127.003848 37.449691)
1014286500		True	LINESTRING (127.007057 37.436573, 127.00724 37.436767)
1041617770	과천선	True	LINESTRING (126.994296 37.456708, 126.995002 37.456292, 126.995252 37.456145, 126.995451 37.456028, 126.996283 37.455571, 126.997503 37.454894, 126.998369 37.454351)
1041617771	과천선	True	LINESTRING (126.997849 37.453831, 126.996877 37.454216, 126.995857 37.454819, 126.995389 37.455201, 126.995017 37.45563, 126.994292 37.456709)
1159122938		True	LINESTRING (126.993309 37.430154, 126.993583 37.430549)
391358773	신분당선	True	LINESTRING (127.026792 37.499641, 127.027344 37.498497, 127.0277 37.497757, 127.027818 37.497494, 127.027993 37.497125, 127.028364 37.49632, 127.02864 37.495712, 127.029054 37.494854, 127.029838 37.493227, 127.030377 37.492072, 127.030834 37.491099, 127.031546 37.489618, 127.031852 37.488986, 127.032383 37.487881, 127.032777 37.487048, 127.03362 37.485286, 127.033684 37.485161, 127.033858 37.484818, 127.033956 37.48467, 127.034101 37.484422, 127.034688 37.483816, 127.034995 37.483528, 127.03597 37.482585, 127.036049 37.482517, 127.036196 37.482392, 127.036632 37.481986, 127.037046 37.481529, 127.037338 37.4812, 127.037606 37.480888, 127.037859 37.48041, 127.038018 37.480091, 127.038161 37.479755, 127.038256 37.479547, 127.038422 37.479066, 127.038503 37.478583, 127.038558 37.478034, 127.038523 37.476982, 127.038456 37.476064, 127.038312 37.475343, 127.038264 37.475019, 127.03819 37.474432, 127.03814 37.473929, 127.038097 37.473056, 127.03825 37.470972, 127.038359 37.470143, 127.038813 37.46622, 127.038825 37.466126, 127.03886 37.46604, 127.038921 37.465964, 127.038988 37.465888, 127.040783 37.463865, 127.050639 37.452701, 127.051578 37.451694, 127.053019 37.450178, 127.053117 37.450074)
