apt_seq	area_type	deal_ym	n_trades	median_price_per_m2
11230-44	60.0	202202	1	1175.5877938969486
11230-44	60.0	202303	1	1050.5252626313156
11230-44	60.0	202305	1	1033.8502584625646
11230-44	60.0	202306	1	1072.202768050692
11230-44	60.0	202308	1	1108.8877772219444
11230-44	60.0	202401	1	1117.2252793063199
11230-44	60.0	202403	6	1107.2202768050693
11230-44	60.0	202404	1	1125.5627813906954
11230-44	60.0	202406	1	1127.2302818075705
11230-44	60.0	202407	2	1179.7565449391363
11230-44	60.0	202408	3	1208.9378022344506
11230-44	60.0	202410	1	1200.600300150075
11230-44	60.0	202505	1	1192.2627980656996
11230-44	60.0	202506	2	1183.9252959813239
11230-44	60.0	202508	1	1175.5877938969486
11230-44	60.0	202509	7	1188.9277972319494
11230-44	60.0	202510	5	1217.275304318826
11230-44	60.0	202511	1	1250.625312656328
11230-44	60.0	202512	1	1242.2878105719526
11230-44	60.0	202603	2	1275.6378189094548
11230-44	60.0	202604	2	1467.4003668500918
11230-44	60.0	202605	2	1363.1815907953978
11230-44	60.0	202606	1	1534.1003835250958
11230-44	84.0	202110	2	1233.513895430994
11230-44	84.0	202111	1	1130.4757418747056
11230-44	84.0	202203	1	1012.7178520960904
11230-44	84.0	202206	1	1118.699952896844
11230-44	84.0	202306	2	883.1841733396137
11230-44	84.0	202307	2	906.7357512953367
11230-44	84.0	202308	1	989.1662741403674
11230-44	84.0	202405	1	918.5115402731983
11230-44	84.0	202406	1	995.0541686292981
11230-44	84.0	202408	2	965.6146961846443
11230-44	84.0	202412	1	833.7258596325954
11230-44	84.0	202501	1	906.7357512953367
11230-44	84.0	202502	1	965.6146961846443
11230-44	84.0	202503	2	935.5864342910975
11230-44	84.0	202506	3	971.5025906735751
11230-44	84.0	202508	1	953.8389072067829
11230-44	84.0	202509	1	953.8389072067829
11230-44	84.0	202510	5	1018.6057465850212
11230-44	84.0	202511	2	1012.7178520960904
11230-44	84.0	202512	3	1059.8210080075364
11230-44	84.0	202601	1	1118.699952896844
11230-44	84.0	202602	1	1118.699952896844
11230-44	84.0	202603	2	1130.4757418747056
11230-44	84.0	202604	1	1165.80310880829
11230-44	84.0	202605	2	1136.3636363636363
11230-44	84.0	202606	2	1277.6731040979746
11230-44	84.0	202608	1	1124.587847385775
11230-44	114.0	202110	1	1033.4928229665072
11230-44	114.0	202202	1	1026.533275337103
11230-44	114.0	202205	1	1043.9321444106133
11230-44	114.0	202303	2	709.0039147455416
11230-44	114.0	202310	1	782.9491083079599
11230-44	114.0	202311	1	739.4519356241844
11230-44	114.0	202402	1	748.1513701609396
11230-44	114.0	202403	2	756.8508046976947
11230-44	114.0	202405	2	791.6485428447152
11230-44	114.0	202406	1	769.8999565028273
11230-44	114.0	202407	1	756.8508046976947
11230-44	114.0	202408	2	771.2048716833406
11230-44	114.0	202409	1	741.1918225315354
11230-44	114.0	202504	1	749.8912570682905
11230-44	114.0	202505	1	772.5097868638538
11230-44	114.0	202506	1	787.2988255763375
11230-44	114.0	202509	3	800.3479773814702
11230-44	114.0	202510	5	795.9982601130927
11230-44	114.0	202511	1	761.2005219660722
11230-44	114.0	202512	3	826.4462809917355
11230-44	114.0	202601	3	817.7468464549804
11230-44	114.0	202602	1	869.943453675511
11230-44	114.0	202603	2	930.8394954327969
11230-44	114.0	202604	1	955.1979121357111
11230-44	114.0	202605	3	843.8451500652458
11230-44	114.0	202606	2	1004.7846889952152
11230-45	66.0	202411	1	996.8614556867434
11230-45	66.0	202504	1	1031.2359886414588
11230-45	66.0	202506	1	1031.2359886414588
11230-45	78.0	202204	1	1043.9775544825786
11230-45	78.0	202210	1	1148.3753099308365
11230-45	78.0	202304	1	913.4803601722564
11230-45	78.0	202309	1	939.5797990343208
11230-45	78.0	202408	1	939.5797990343208
11230-45	78.0	202601	1	1047.8924703118882
11230-45	81.0	202304	1	669.2625943051837
11230-45	81.0	202308	1	912.6308104161595
11230-45	81.0	202401	1	632.7573618885373
11230-45	81.0	202402	1	997.8096860550012
11230-45	81.0	202408	1	904.1129228522755
11230-45	81.0	202504	1	894.3781942078364
11230-45	81.0	202506	1	876.1255779995132
11230-45	81.0	202510	1	900.4623996106108
11230-45	81.0	202604	1	1168.1674373326844
11230-45	81.0	202606	1	717.9362375273789
11230-45	81.0	202607	1	1216.8410805548795
11230-45	129.0	202304	1	692.2299136657074
11230-45	129.0	202306	1	700.0077778641985
11230-45	129.0	202402	1	676.6741852687253
11230-45	129.0	202404	1	622.2291358792876
11230-45	129.0	202410	1	700.0077778641985
11230-45	129.0	202504	1	700.0077778641985
11230-45	129.0	202505	1	661.1184568717431
11230-45	129.0	202506	2	711.6745741619352
11230-45	129.0	202509	1	777.7864198491095
11230-45	129.0	202602	1	754.4528272536362
11230-45	129.0	202604	1	762.2306914521273
11230-46	69.0	202109	3	1298.7012987012988
11230-46	69.0	202604	1	937.9509379509379
11230-46	141.0	202403	1	607.2296042291756
11230-46	141.0	202407	1	710.8158308329762
11230-46	141.0	202509	2	710.8158308329762
11230-46	141.0	202603	1	671.5245035005001
11230-46	141.0	202604	1	678.6683811973139
11230-46	159.0	202604	1	750.7507507507507
11230-47	60.0	202202	1	1457.286432160804
11230-47	60.0	202309	2	1180.9045226130652
11230-47	60.0	202312	1	1172.5293132328309
11230-47	60.0	202405	1	1172.5293132328309
11230-47	60.0	202406	2	1197.6549413735343
11230-47	60.0	202408	2	1206.0301507537688
11230-47	60.0	202501	1	1135.678391959799
11230-47	60.0	202502	1	1179.2294807370183
11230-47	60.0	202503	1	1206.0301507537688
11230-47	60.0	202505	2	1168.3417085427136
11230-47	60.0	202508	2	1247.9061976549413
11230-47	60.0	202601	2	1440.536013400335
11230-47	60.0	202602	1	1474.036850921273
11230-47	60.0	202606	2	1595.4773869346732
11230-47	84.0	202209	1	1377.9295724885174
11230-47	84.0	202406	1	924.5083029089625
11230-47	84.0	202407	1	1012.8371216582264
11230-47	84.0	202408	3	989.282769991756
11230-47	84.0	202412	1	950.4132231404958
11230-47	84.0	202503	3	1001.0599458249912
11230-47	84.0	202504	1	977.3904851625059
11230-47	84.0	202505	1	953.9512424920505
11230-47	84.0	202506	3	1015.3482880755607
11230-47	84.0	202507	1	1001.0599458249912
11230-47	84.0	202510	2	1049.3910234842876
11230-47	84.0	202601	1	1048.168649157932
11230-47	84.0	202602	1	1059.9458249911672
11230-47	84.0	202603	1	1154.1632316570488
11230-47	84.0	202605	1	1271.9349899894005
11230-47	84.0	202606	1	1295.489341655871
11230-47	114.0	202311	1	826.7339657122966
11230-47	114.0	202405	1	739.7093377425812
11230-47	114.0	202406	1	757.1142633365242
11230-47	114.0	202502	1	852.8413541032112
11230-47	114.0	202603	1	826.7339657122966
11230-47	114.0	202606	1	1000.7832216517274
11230-48	57.0	202410	1	1109.3218822687422
11230-48	57.0	202506	1	1127.2141706924315
11230-48	57.0	202508	1	1162.9987475398104
11230-48	57.0	202604	1	1520.8445160135982
11230-48	57.0	202605	1	1511.8983718017535
11230-48	60.0	202203	1	992.0634920634922
11230-48	60.0	202207	1	992.0634920634922
11230-48	60.0	202308	1	992.0634920634922
11230-48	60.0	202310	1	1157.4074074074074
11230-48	60.0	202410	1	1107.804232804233
11230-48	60.0	202503	2	1058.2010582010585
11230-48	60.0	202505	1	1107.804232804233
11230-48	60.0	202506	1	1074.7354497354497
11230-48	60.0	202509	2	1157.4074074074074
11230-48	60.0	202510	1	1198.7433862433863
11230-48	60.0	202512	2	1207.010582010582
11230-48	60.0	202604	1	1455.026455026455
11230-48	60.0	202605	1	1355.820105820106
11230-48	60.0	202606	2	1455.018187830688
11230-48	60.0	202607	2	1393.022486772487
11230-48	72.0	202309	1	972.7411097274112
11230-48	72.0	202402	1	830.2200083022001
11230-48	72.0	202404	1	871.7310087173101
11230-48	72.0	202409	1	878.6495087864952
11230-48	72.0	202503	2	958.2122595821227
11230-48	72.0	202504	1	996.2640099626401
11230-48	72.0	202505	3	1010.1010101010102
11230-48	72.0	202506	1	1019.7869101978691
11230-48	72.0	202509	2	1051.6120105161203
11230-48	72.0	202602	1	1120.7970112079702
11230-48	72.0	202605	1	1224.5745122457452
11230-48	72.0	202606	1	1256.3996125639962
11230-48	84.0	202109	1	1082.8625235404897
11230-48	84.0	202110	1	1039.3126177024483
11230-48	84.0	202111	1	1047.5517890772128
11230-48	84.0	202203	1	1006.4736346516008
11230-48	84.0	202204	1	1129.9435028248588
11230-48	84.0	202206	1	953.3898305084747
11230-48	84.0	202305	1	823.9171374764595
11230-48	84.0	202306	2	847.457627118644
11230-48	84.0	202307	3	882.768361581921
11230-48	84.0	202309	1	900.4237288135594
11230-48	84.0	202310	1	882.768361581921
11230-48	84.0	202402	1	823.9171374764595
11230-48	84.0	202403	2	823.9171374764595
11230-48	84.0	202404	2	832.7448210922787
11230-48	84.0	202405	1	829.8022598870057
11230-48	84.0	202406	1	870.9981167608287
11230-48	84.0	202407	2	876.8832391713748
11230-48	84.0	202408	1	870.9981167608287
11230-48	84.0	202409	1	800.376647834275
11230-48	84.0	202412	1	906.3088512241055
11230-48	84.0	202501	1	882.768361581921
11230-48	84.0	202502	5	847.4576271186442
11230-48	84.0	202503	5	903.9548022598871
11230-48	84.0	202505	2	897.4811676082863
11230-48	84.0	202507	1	941.6195856873824
11230-48	84.0	202508	3	953.3898305084747
11230-48	84.0	202509	4	976.9303201506592
11230-48	84.0	202510	3	965.1600753295669
11230-48	84.0	202511	1	1000.4708097928437
11230-48	84.0	202512	1	1053.436911487759
11230-48	84.0	202601	3	1035.7815442561207
11230-48	84.0	202602	2	1141.7137476459511
11230-48	84.0	202603	2	1165.2542372881358
11230-48	84.0	202604	1	1141.7137476459511
11230-48	84.0	202605	4	1088.7476459510358
11230-48	84.0	202606	1	1141.7137476459511
11230-49	24.0	202211	1	899.7632202052091
11230-49	24.0	202212	1	1294.3962115232835
11230-49	78.0	202110	1	755.7626905151782
11230-5	60.0	202109	1	1395.3877005347592
11230-5	60.0	202110	1	1420.4545454545453
11230-5	60.0	202202	1	1415.441176470588
11230-5	60.0	202303	3	1086.2299465240642
11230-5	60.0	202304	1	1086.2299465240642
11230-5	60.0	202305	3	1069.51871657754
11230-5	60.0	202309	1	1219.9197860962565
11230-5	60.0	202311	1	1203.2085561497327
11230-5	60.0	202401	3	1211.5641711229946
11230-5	60.0	202404	2	1156.417112299465
11230-5	60.0	202406	3	1161.4304812834223
11230-5	60.0	202407	6	1157.2526737967914
11230-5	60.0	202408	2	1197.359625668449
11230-5	60.0	202409	2	1189.0040106951872
11230-5	60.0	202410	1	1169.7860962566845
11230-5	60.0	202411	4	1179.8128342245989
11230-5	60.0	202412	4	1186.4973262032086
11230-5	60.0	202501	7	1186.4973262032086
11230-5	60.0	202502	1	1219.9197860962565
11230-5	60.0	202503	3	1228.2754010695187
11230-5	60.0	202504	3	1270.0534759358288
11230-5	60.0	202505	2	1303.475935828877
11230-5	60.0	202506	4	1341.076203208556
11230-5	60.0	202507	1	1353.609625668449
11230-5	60.0	202508	2	1348.596256684492
11230-5	60.0	202509	2	1374.498663101604
11230-5	60.0	202510	3	1420.4545454545453
11230-5	60.0	202512	3	1487.2994652406417
11230-5	60.0	202601	1	1420.4545454545453
11230-5	60.0	202602	3	1671.1229946524063
11230-5	60.0	202603	1	1634.3582887700534
11230-5	60.0	202604	3	1721.2566844919786
11230-5	60.0	202605	5	1721.2566844919786
11230-5	60.0	202606	1	1754.6791443850266
11230-5	60.0	202607	2	1829.879679144385
11230-5	60.0	202608	2	1798.1283422459892
11230-5	84.0	202111	1	1156.2057574327512
11230-5	84.0	202201	2	1114.912694667296
11230-5	84.0	202203	1	766.8711656441717
11230-5	84.0	202205	1	1120.8117036337894
11230-5	84.0	202207	1	932.0434167059933
11230-5	84.0	202303	1	955.6394525719678
11230-5	84.0	202304	1	967.4374705049551
11230-5	84.0	202306	1	1020.5285512033978
11230-5	84.0	202307	1	896.6493629070316
11230-5	84.0	202308	1	943.8414346389806
11230-5	84.0	202312	1	943.8414346389806
11230-5	84.0	202401	1	967.4374705049551
11230-5	84.0	202403	1	895.4695611137329
11230-5	84.0	202404	2	943.8414346389806
11230-5	84.0	202406	3	908.4473808400188
11230-5	84.0	202407	1	1042.9447852760736
11230-5	84.0	202410	2	1050.023596035866
11230-5	84.0	202412	1	1061.8216139688532
11230-5	84.0	202501	4	1035.276073619632
11230-5	84.0	202502	3	1008.7305332704105
11230-5	84.0	202505	3	1026.4275601698914
11230-5	84.0	202506	2	1073.6196319018404
11230-5	84.0	202507	1	1061.8216139688532
11230-5	84.0	202508	2	1105.474280320906
11230-5	84.0	202509	6	1110.7833883907501
11230-5	84.0	202510	3	1179.8017932987257
11230-5	84.0	202511	1	1232.8928739971684
11230-5	84.0	202601	2	1218.1453515809344
11230-5	84.0	202602	1	1179.8017932987257
11230-5	84.0	202603	2	1427.5601698914581
11230-5	84.0	202604	3	1309.5799905615856
11230-5	84.0	202605	3	1356.7720622935346
11230-5	84.0	202606	5	1380.3680981595091
11230-5	84.0	202607	3	1474.7522416234071
11230-5	114.0	202109	1	1001.001001001001
11230-5	114.0	202110	1	983.592287940114
11230-5	114.0	202204	1	983.592287940114
11230-5	114.0	202306	1	792.0964442703573
11230-5	114.0	202310	2	739.8703050876964
11230-5	114.0	202312	2	757.2790181485834
11230-5	114.0	202404	1	739.8703050876964
11230-5	114.0	202405	1	792.0964442703573
11230-5	114.0	202406	1	818.2095138616877
11230-5	114.0	202407	1	826.9138703921312
11230-5	114.0	202408	1	809.5051573312443
11230-5	114.0	202409	1	818.2095138616877
11230-5	114.0	202410	1	826.9138703921312
11230-5	114.0	202412	1	783.3920877399138
11230-5	114.0	202503	1	809.5051573312443
11230-5	114.0	202505	1	826.9138703921312
11230-5	114.0	202506	1	870.4356530443487
11230-5	114.0	202508	1	839.9704051877965
11230-5	114.0	202509	3	905.2530791661226
11230-5	114.0	202510	2	900.9009009009009
11230-5	114.0	202511	1	913.9574356965661
11230-5	114.0	202602	1	1001.001001001001
11230-5	114.0	202603	1	970.5357531444488
11230-5	114.0	202604	1	1027.1140705923315
11230-5	114.0	202605	2	944.4226835531183
11230-5	114.0	202606	1	913.9574356965661
11230-5	114.0	202608	2	1120.685903294599
11230-50	60.0	202111	1	1267.9346012679346
11230-50	60.0	202112	1	1142.8094761428094
11230-50	60.0	202204	1	1209.542876209543
11230-50	60.0	202403	1	1079.4127460794127
11230-50	60.0	202407	2	1062.7293960627294
11230-50	60.0	202409	1	1076.076076076076
11230-50	60.0	202410	1	1051.051051051051
11230-50	60.0	202505	1	1067.7344010677346
11230-50	60.0	202506	1	1112.7794461127794
11230-50	60.0	202510	2	1106.9402736069403
11230-50	60.0	202512	1	1117.7844511177846
11230-50	60.0	202601	2	1151.1511511511512
11230-50	60.0	202604	1	746.2462462462463
11230-50	60.0	202606	2	1259.592926259593
11230-50	84.0	202310	1	918.8361408882083
11230-50	84.0	202404	1	708.4661707403471
11230-50	84.0	202406	1	808.8322115952296
11230-50	84.0	202506	1	936.50606667452
11230-50	84.0	202510	1	826.5438658637383
11230-50	84.0	202512	1	873.7749439130948
11230-50	84.0	202602	2	973.3163660819255
11230-50	84.0	202603	1	821.2560386473431
11230-50	84.0	202604	1	989.5158440334551
11230-50	84.0	202606	1	1007.1857698197667
11230-50	114.0	202306	1	652.400835073069
11230-50	114.0	202403	1	687.195546276966
11230-50	114.0	202505	2	704.5929018789144
11230-50	114.0	202608	1	800.2783576896312
11230-51	72.0	202305	1	692.017335383755
11230-51	72.0	202509	1	657.066964909828
11230-51	72.0	202604	1	712.887894883981
11230-51	87.0	202204	1	780.373831775701
11230-51	87.0	202212	1	525.7009345794393
11230-51	87.0	202302	1	675.0465549348231
11230-51	87.0	202304	1	584.1121495327103
11230-51	87.0	202307	1	611.0335195530727
11230-51	87.0	202508	1	675.0465549348231
11230-51	87.0	202510	1	581.9366852886405
11230-51	87.0	202511	1	677.3743016759777
11230-51	87.0	202512	1	672.7188081936686
11230-51	87.0	202603	2	579.0270018621974
11230-51	87.0	202605	2	692.5046554934822
11230-52	60.0	202203	1	1286.764705882353
11230-52	60.0	202306	1	927.4732620320855
11230-52	60.0	202309	2	1019.3850267379678
11230-52	60.0	202310	1	999.331550802139
11230-52	60.0	202312	1	935.8288770053475
11230-52	60.0	202401	2	980.1136363636363
11230-52	60.0	202402	1	977.6069518716577
11230-52	60.0	202406	1	1002.6737967914438
11230-52	60.0	202407	3	1086.2299465240642
11230-52	60.0	202408	1	1061.163101604278
11230-52	60.0	202502	2	1042.7807486631016
11230-52	60.0	202503	2	977.6069518716577
11230-52	60.0	202504	1	1069.51871657754
11230-52	60.0	202505	3	1077.874331550802
11230-52	60.0	202506	5	1061.163101604278
11230-52	60.0	202507	1	1081.216577540107
11230-52	60.0	202508	1	1151.4037433155079
11230-52	60.0	202509	1	1166.4438502673795
11230-52	60.0	202511	2	1153.0748663101604
11230-52	60.0	202512	1	1181.4839572192514
11230-52	60.0	202601	1	977.6069518716577
11230-52	60.0	202604	4	1268.3823529411764
11230-52	60.0	202605	2	1257.5200534759356
11230-52	60.0	202606	1	1253.3422459893047
11230-52	60.0	202608	1	1300.133689839572
11230-52	84.0	202407	1	883.7044892188052
11230-52	84.0	202408	3	866.0303994344291
11230-52	84.0	202511	1	919.0526687875574
11230-52	84.0	202512	1	975.6097560975609
11230-52	84.0	202601	1	966.183574879227
11230-52	84.0	202607	1	1076.9412041946505
11230-52	114.0	202309	1	657.7216521967903
11230-52	114.0	202505	1	745.4178724896957
11230-52	114.0	202506	1	833.114092782601
11230-52	114.0	202507	1	787.5120582302902
11230-52	114.0	202608	1	916.4255020608612
11230-53	84.0	202110	1	1061.0705022400377
11230-53	84.0	202203	1	1062.197568747787
11230-53	84.0	202204	3	1013.4338911147773
11230-53	84.0	202205	1	1078.5007072135784
11230-53	84.0	202301	2	845.6116477948592
11230-53	84.0	202302	2	867.4146218365818
11230-53	84.0	202303	4	845.9759833220819
11230-53	84.0	202304	2	851.1776586671535
11230-53	84.0	202305	4	846.2571094505874
11230-53	84.0	202306	3	872.024510959227
11230-53	84.0	202308	3	860.4431871758604
11230-53	84.0	202309	4	911.0068718629132
11230-53	84.0	202310	1	854.3483384397832
11230-53	84.0	202401	2	910.0692213763355
11230-53	84.0	202403	4	878.4863078316741
11230-53	84.0	202404	1	848.6562942008486
11230-53	84.0	202405	1	932.1533923303834
11230-53	84.0	202406	1	875.5597454631157
11230-53	84.0	202407	6	917.0277159057478
11230-53	84.0	202408	2	904.0644808127431
11230-53	84.0	202409	1	907.3768559981146
11230-53	84.0	202411	2	925.4907128179125
11230-53	84.0	202412	2	905.8227251296557
11230-53	84.0	202501	1	937.0579915134371
11230-53	84.0	202502	1	942.9514380009429
11230-53	84.0	202503	6	922.8814274080459
11230-53	84.0	202504	4	932.9476725386621
11230-53	84.0	202505	6	944.3594607706873
11230-53	84.0	202506	5	928.0660377358491
11230-53	84.0	202507	2	941.5507895357059
11230-53	84.0	202508	1	931.1645450259311
11230-53	84.0	202509	2	941.1143570049162
11230-53	84.0	202510	2	963.5764702927213
11230-53	84.0	202511	2	980.2699746481451
11230-53	84.0	202512	2	992.1428730843187
11230-53	84.0	202601	3	1044.0147111163838
11230-53	84.0	202603	4	1106.8102958796803
11230-53	84.0	202604	2	1095.2605517566612
11230-53	84.0	202605	1	1105.349988215885
11230-53	84.0	202606	1	1260.9003063869905
11230-53	84.0	202607	3	1232.311320754717
11230-53	114.0	202301	1	765.4836464857342
11230-53	114.0	202305	1	780.8410399581225
11230-53	114.0	202307	4	782.5017743904359
11230-53	114.0	202310	1	793.1665649786455
11230-53	114.0	202311	1	762.660158633313
11230-53	114.0	202402	1	723.437636189314
11230-53	114.0	202403	2	748.8274185357034
11230-53	114.0	202404	1	767.0182166826462
11230-53	114.0	202405	1	697.2892878933147
11230-53	114.0	202406	1	739.3876130828114
11230-53	114.0	202407	2	765.3880391231696
11230-53	114.0	202408	1	771.5727209464162
11230-53	114.0	202409	2	763.20465052408
11230-53	114.0	202411	2	781.4779773103182
11230-53	114.0	202502	1	784.450448879979
11230-53	114.0	202503	3	765.2749934629129
11230-53	114.0	202504	1	806.2407391266452
11230-53	114.0	202505	1	780.0923908306459
11230-53	114.0	202506	2	803.685124802576
11230-53	114.0	202507	1	847.2064847903774
11230-53	114.0	202509	1	771.5727209464162
11230-53	114.0	202510	4	824.0661166758373
11230-53	114.0	202512	2	832.3890874226445
11230-53	114.0	202603	2	928.1728056700041
11230-53	114.0	202604	3	930.758524704245
11230-53	114.0	202606	2	1018.0812566196894
11230-54	84.0	202206	1	824.1111372733694
11230-54	84.0	202301	1	765.2460560395574
11230-54	84.0	202307	1	777.0190722863198
11230-54	84.0	202311	1	682.8349423122204
11230-54	84.0	202410	1	765.2460560395574
11230-54	84.0	202412	1	779.9623263480104
11230-54	84.0	202504	1	847.6571697668943
11230-54	84.0	202505	1	812.338121026607
11230-54	84.0	202510	1	529.785731104309
11230-54	84.0	202512	1	847.6571697668943
11230-54	84.0	202601	2	847.6571697668943
11230-54	84.0	202604	3	941.8412997409937
11230-54	84.0	202606	2	809.3948669649164
11230-54	84.0	202607	1	1006.592889098187
11230-54	84.0	202608	1	924.18177537085
11230-55	66.0	202502	1	539.0420452795317
11230-55	69.0	202604	1	473.32185886402755
11230-57	45.0	202406	1	1089.699472356045
11230-57	45.0	202510	1	1020.8763477861894
11230-57	48.0	202412	1	1107.063347500506
11230-57	60.0	202403	1	1035.923141186299
11230-57	60.0	202408	1	1116.123642439432
11230-57	60.0	202409	1	1087.719298245614
11230-57	60.0	202411	1	1102.7568922305763
11230-57	60.0	202501	1	1102.7568922305763
11230-57	60.0	202506	1	1094.4026733500418
11230-57	60.0	202507	1	1097.7443609022557
11230-57	60.0	202509	1	1086.048454469507
11230-57	60.0	202510	1	1047.6190476190477
11230-57	60.0	202601	1	1152.8822055137844
11230-57	60.0	202602	1	969.0893901420217
11230-57	60.0	202603	1	1203.0075187969924
11230-57	60.0	202605	2	1282.3725981620719
11230-57	60.0	202606	2	1286.5497076023391
11230-57	84.0	202410	1	879.4443136331529
11230-57	84.0	202504	1	841.7706616435131
11230-57	84.0	202506	1	853.5436778902755
11230-57	84.0	202510	1	871.2032022604192
11230-57	84.0	202601	1	930.0682834942312
11230-57	84.0	202605	3	988.9333647280433
11230-58	60.0	202202	1	1151.535380507343
11230-58	60.0	202302	2	870.3271028037383
11230-58	60.0	202306	1	882.8437917222964
11230-58	60.0	202307	1	894.5260347129506
11230-58	60.0	202408	2	947.0961281708945
11230-58	60.0	202412	1	934.5794392523364
11230-58	60.0	202502	2	949.5994659546061
11230-58	60.0	202503	4	967.9572763684912
11230-58	60.0	202504	1	992.9906542056075
11230-58	60.0	202505	2	983.8117489986648
11230-58	60.0	202506	1	1068.090787716956
11230-58	60.0	202507	1	1046.3951935914552
11230-58	60.0	202601	3	1059.746328437917
11230-58	60.0	202602	1	917.890520694259
11230-58	60.0	202603	2	1041.388518024032
11230-58	60.0	202604	3	1118.1575433911883
11230-58	60.0	202605	1	1164.886515353805
11230-58	84.0	202509	2	876.5737145546536
11230-58	84.0	202510	2	858.3362748558654
11230-58	114.0	202109	1	780.8147632311978
11230-58	114.0	202502	1	709.4359331476323
11230-58	114.0	202510	3	687.6740947075209
11230-58	114.0	202603	1	739.9025069637884
11230-58	114.0	202604	2	769.0633704735376
11230-59	84.0	202110	1	1101.425374013429
11230-59	84.0	202111	1	1083.742681791945
11230-59	84.0	202202	1	1083.742681791945
11230-59	84.0	202204	2	1083.7491343923311
11230-59	84.0	202303	1	854.0464130050653
11230-59	84.0	202305	2	868.7611171973472
11230-59	84.0	202307	1	954.1759924608317
11230-59	84.0	202308	2	886.4308348352592
11230-59	84.0	202311	1	836.3666348611748
11230-59	84.0	202403	1	863.4703734244316
11230-59	84.0	202404	2	891.1479979400913
11230-59	84.0	202406	1	830.4767289818708
11230-59	84.0	202407	1	954.1759924608317
11230-59	84.0	202408	2	897.6322299446342
11230-59	84.0	202410	2	845.2114501119095
11230-59	84.0	202501	1	907.0455054128234
11230-59	84.0	202502	2	882.9020950176657
11230-59	84.0	202503	2	960.0546583265599
11230-59	84.0	202507	1	883.4858818956072
11230-59	84.0	202509	5	941.8070444104135
11230-59	84.0	202510	5	960.0546583265599
11230-59	84.0	202511	1	1018.9657203439746
11230-59	84.0	202601	3	998.9398044528212
11230-59	84.0	202603	1	1042.5133406368166
11230-59	84.0	202604	2	1130.8685201923631
11230-59	84.0	202605	1	1071.9754977029097
11230-59	84.0	202607	2	1183.8710817401138
11230-59	84.0	202608	1	1142.6417405849854
11230-59	114.0	202109	1	895.0323521450214
11230-59	114.0	202206	2	899.3983636188996
11230-59	114.0	202210	1	698.5618358205045
11230-59	114.0	202309	1	829.5421800368491
11230-59	114.0	202407	2	711.659870242139
11230-59	114.0	202502	1	611.2416063429415
11230-59	114.0	202509	1	737.855939085408
11230-59	114.0	202601	1	768.4180194025549
11230-59	114.0	202603	1	847.0062259323618
11230-6	60.0	202203	1	1285.0467289719627
11230-6	60.0	202304	1	1159.8798397863818
11230-6	60.0	202305	1	1168.2242990654206
11230-6	60.0	202307	1	1109.8130841121495
11230-6	60.0	202409	1	1168.2242990654206
11230-6	60.0	202507	2	1068.090787716956
11230-6	60.0	202508	1	1168.2242990654206
11230-6	60.0	202602	1	1351.8024032042724
11230-6	60.0	202606	1	1301.73564753004
11230-6	84.0	202502	1	907.753853394517
11230-6	84.0	202504	1	894.2228497470292
11230-6	84.0	202508	1	935.4041651959054
11230-6	84.0	202605	1	1058.9481115425344
11230-6	90.0	202202	1	1145.6844420010996
11230-6	90.0	202306	1	918.0868609125893
11230-6	90.0	202307	1	879.6041781198461
11230-6	90.0	202406	1	879.6041781198461
11230-6	90.0	202407	1	879.6041781198461
11230-6	90.0	202502	1	863.1115997800989
11230-6	90.0	202505	2	766.9048927982408
11230-6	90.0	202506	3	962.0670698185816
11230-6	90.0	202510	1	1044.5299615173171
11230-6	90.0	202603	1	1077.5151181968115
11230-6	90.0	202604	1	940.0769653655855
11230-6	90.0	202605	1	1072.0175920835625
11230-6	90.0	202606	1	1099.5052226498076
11230-60	60.0	202302	1	1084.7978103773428
11230-60	60.0	202305	1	1118.1762045427995
11230-60	60.0	202407	1	1068.1086132946145
11230-60	84.0	202310	1	809.850036490336
11230-60	84.0	202401	1	949.9258422204958
11230-60	84.0	202406	1	964.8080384981939
11230-60	84.0	202410	4	957.3677090227613
11230-60	84.0	202411	1	959.3427031099184
11230-60	84.0	202412	1	871.0596322715824
11230-60	84.0	202502	2	962.080495226832
11230-60	84.0	202503	1	918.1439367186949
11230-60	84.0	202505	1	988.7703933893637
11230-60	84.0	202506	1	982.8848553334747
11230-60	84.0	202508	2	945.8059655813736
11230-60	84.0	202510	3	976.9993172775856
11230-60	84.0	202602	1	929.9150128304731
11230-60	84.0	202604	2	1028.2034983638205
11230-60	84.0	202605	1	1024.083621724698
11230-60	84.0	202606	1	1059.3968500600326
11230-60	114.0	202306	1	782.6903676905416
11230-60	114.0	202307	1	782.6903676905416
11230-60	114.0	202406	2	826.1731658955717
11230-60	114.0	202411	1	808.7800466135596
11230-60	114.0	202506	1	830.5214457160747
11230-60	114.0	202510	2	837.0438654468293
11230-60	114.0	202601	2	813.1283264340627
11230-60	114.0	202602	2	845.7404250878353
11230-60	114.0	202603	1	869.6559641006018
11230-60	114.0	202604	1	826.1731658955717
11230-60	114.0	202605	1	869.6559641006018
11230-60	114.0	202608	1	952.273280690159
11230-60	150.0	202411	1	746.9953446182988
11230-60	150.0	202510	1	733.6561420358291
11230-60	150.0	202604	2	743.6605439726814
11230-60	150.0	202605	1	666.960129123481
11230-60	150.0	202607	2	733.6561420358291
