apt_seq	area_type	deal_ym	n_trades	median_price_per_m2
11350-6	84.0	202305	1	747.9387514723203
11350-6	84.0	202308	1	812.7208480565371
11350-6	84.0	202310	1	730.2709069493521
11350-6	84.0	202312	1	681.9787985865723
11350-6	84.0	202403	1	712.603062426384
11350-6	84.0	202405	2	636.0424028268551
11350-6	84.0	202408	1	742.0494699646642
11350-6	84.0	202410	1	706.7137809187278
11350-6	84.0	202502	1	636.0424028268551
11350-6	84.0	202503	1	706.7137809187278
11350-6	84.0	202505	1	753.8280329799763
11350-6	84.0	202506	4	747.9387514723203
11350-6	84.0	202507	1	665.4888103651355
11350-6	84.0	202508	3	712.603062426384
11350-6	84.0	202509	2	711.4252061248528
11350-6	84.0	202510	1	742.0494699646642
11350-6	84.0	202512	1	665.4888103651355
11350-6	84.0	202601	2	655.4770318021201
11350-6	84.0	202602	2	663.7220259128386
11350-6	84.0	202603	2	691.4016489988221
11350-6	84.0	202604	2	771.4958775029446
11350-6	84.0	202606	1	683.1566548881036
11350-6	84.0	202607	2	802.7090694935217
11350-6	114.0	202304	1	603.9915966386554
11350-6	114.0	202308	1	568.9775910364145
11350-6	114.0	202309	1	586.484593837535
11350-6	114.0	202403	2	596.9887955182073
11350-6	114.0	202405	1	481.44257703081234
11350-6	114.0	202412	1	612.7450980392157
11350-6	114.0	202501	1	568.9775910364145
11350-6	114.0	202512	1	612.7450980392157
11350-6	114.0	202601	1	603.1162464985995
11350-6	114.0	202603	1	643.3823529411765
11350-6	114.0	202604	1	459.55882352941177
11350-60	84.0	202210	1	836.968053754568
11350-60	84.0	202303	2	872.3329010963103
11350-60	84.0	202309	1	850.8626802174426
11350-60	84.0	202406	1	907.6977484380526
11350-60	84.0	202410	1	827.2276057669582
11350-60	84.0	202511	1	944.2212242968565
11350-60	84.0	202601	1	930.0401796265658
11350-60	84.0	202602	1	974.9468210824864
11350-60	84.0	202603	1	992.6731269203498
11350-60	84.0	202604	1	1022.2169699834554
11350-60	114.0	202112	1	914.4748301689601
11350-60	114.0	202303	1	836.091273297335
11350-60	114.0	202406	1	740.2891482320154
11350-60	114.0	202503	1	783.8355687162516
11350-60	114.0	202603	1	809.9634210067933
11350-60	114.0	202604	1	783.8355687162516
11350-60	114.0	202606	1	496.42919352029264
11350-60	114.0	202607	1	814.318063055217
11350-61	84.0	202110	1	1037.735849056604
11350-61	84.0	202203	1	831.367924528302
11350-61	84.0	202312	1	825.4716981132076
11350-61	84.0	202406	1	860.8490566037736
11350-61	84.0	202409	1	825.4716981132076
11350-61	84.0	202410	1	530.6603773584906
11350-61	84.0	202507	1	843.1603773584906
11350-61	84.0	202508	1	754.7169811320755
11350-61	84.0	202510	1	807.7830188679245
11350-61	84.0	202512	1	813.6792452830189
11350-61	84.0	202604	1	825.4716981132076
11350-62	51.0	202110	1	1173.3976290938315
11350-62	51.0	202111	1	1135.2220212979705
11350-62	51.0	202112	1	1155.314446453687
11350-62	51.0	202204	1	1105.0833835643962
11350-62	51.0	202206	1	1064.8985332529635
11350-62	51.0	202208	1	984.5288326300983
11350-62	51.0	202209	1	884.0667068515169
11350-62	51.0	202210	1	823.7894313843681
11350-62	51.0	202302	1	783.6045810729355
11350-62	51.0	202304	1	833.8356439622262
11350-62	51.0	202305	3	723.3273056057866
11350-62	51.0	202306	1	783.6045810729355
11350-62	51.0	202307	3	793.6507936507936
11350-62	51.0	202308	2	728.3504118947156
11350-62	51.0	202310	1	783.6045810729355
11350-62	51.0	202312	1	813.7432188065098
11350-62	51.0	202401	2	790.6369298774362
11350-62	51.0	202402	1	833.8356439622262
11350-62	51.0	202403	1	803.6970062286517
11350-62	51.0	202404	1	833.8356439622262
11350-62	51.0	202405	4	800.6831424552943
11350-62	51.0	202406	1	636.9298774362065
11350-62	51.0	202408	2	782.5999598151496
11350-62	51.0	202409	2	768.5352622061482
11350-62	51.0	202410	2	803.6970062286517
11350-62	51.0	202411	2	818.766325095439
11350-62	51.0	202502	1	793.6507936507936
11350-62	51.0	202503	1	857.9465541490857
11350-62	51.0	202504	3	823.7894313843681
11350-62	51.0	202506	2	889.089813140446
11350-62	51.0	202507	3	914.2053445850913
11350-62	51.0	202511	1	807.715491259795
11350-62	51.0	202512	2	823.7894313843681
11350-62	51.0	202601	2	867.992766726944
11350-62	51.0	202602	1	884.0667068515169
11350-62	51.0	202603	1	874.0204942736588
11350-62	51.0	202604	5	859.9557966646573
11350-62	51.0	202605	7	876.0297367892304
11350-62	51.0	202607	7	898.1314044605183
11350-62	51.0	202608	2	783.6045810729354
11350-62	60.0	202112	1	932.2881921280854
11350-62	60.0	202208	1	757.5757575757576
11350-62	60.0	202306	1	841.7508417508418
11350-62	60.0	202308	1	824.9158249158249
11350-62	60.0	202309	1	713.8092061374249
11350-62	60.0	202310	1	792.1947965310206
11350-62	60.0	202311	1	808.0808080808081
11350-62	60.0	202402	2	748.3423292295874
11350-62	60.0	202403	2	799.6632996632997
11350-62	60.0	202404	1	791.2457912457912
11350-62	60.0	202405	1	787.8787878787879
11350-62	60.0	202407	1	799.6632996632997
11350-62	60.0	202408	1	858.9059372915277
11350-62	60.0	202409	1	850.1683501683502
11350-62	60.0	202410	1	821.5488215488216
11350-62	60.0	202411	1	813.973063973064
11350-62	60.0	202412	2	791.7202938884059
11350-62	60.0	202501	1	808.0808080808081
11350-62	60.0	202503	1	836.7003367003367
11350-62	60.0	202506	2	799.6632996632998
11350-62	60.0	202507	1	838.3838383838385
11350-62	60.0	202603	1	740.7407407407408
11350-62	60.0	202604	1	841.7508417508418
11350-62	60.0	202605	1	799.6632996632997
11350-62	60.0	202606	1	883.8383838383838
11350-62	60.0	202607	1	909.0909090909091
11350-62	60.0	202608	1	976.4309764309764
11350-63	54.0	202109	1	950.4994781571493
11350-63	54.0	202202	1	978.4553451617713
11350-63	54.0	202309	2	806.0608319666021
11350-63	54.0	202403	1	810.7201431340391
11350-63	54.0	202408	2	835.8804234381989
11350-63	54.0	202411	1	931.8622334874012
11350-63	54.0	202501	1	726.852542120173
11350-63	54.0	202508	1	838.6760101386611
11350-63	54.0	202510	1	792.082898464291
11350-63	54.0	202606	1	875.9504994781572
11350-66	57.0	202304	1	806.8854222700376
11350-66	57.0	202401	1	753.0930607853684
11350-66	57.0	202504	1	896.5393580778195
11350-66	57.0	202507	1	788.9546351084812
11350-66	57.0	202603	2	815.8508158508157
11350-66	57.0	202604	3	762.0584543661466
11350-66	57.0	202605	3	824.816209431594
11350-66	57.0	202607	1	869.643177335485
11350-66	84.0	202202	1	798.8553714081316
11350-66	84.0	202311	1	596.1607249314415
11350-66	84.0	202407	2	733.277691665673
11350-66	84.0	202502	1	715.3928699177297
11350-66	84.0	202503	1	713.008227018004
11350-66	84.0	202506	1	795.2784070585429
11350-66	84.0	202602	1	788.718929254302
11350-66	84.0	202606	1	754.739477763205
11350-66	84.0	202608	1	727.3160844163586
11350-66	114.0	202407	1	673.4301206926709
11350-66	114.0	202505	1	572.1182438341788
11350-66	114.0	202606	1	682.1759664159524
11350-67	45.0	202201	1	1141.6026344676181
11350-67	45.0	202203	1	1301.8660812294183
11350-67	45.0	202204	1	1273.326015367728
11350-67	45.0	202210	1	878.1558726673985
11350-67	45.0	202406	1	889.132821075741
11350-67	45.0	202407	1	944.0175631174534
11350-67	45.0	202409	1	922.0636663007684
11350-67	45.0	202501	1	867.1789242590561
11350-67	45.0	202503	1	946.2129527991219
11350-67	45.0	202504	1	878.1558726673985
11350-67	45.0	202505	2	880.3512623490669
11350-67	45.0	202506	2	900.1097694840835
11350-67	45.0	202507	2	905.5982436882548
11350-67	45.0	202508	1	878.1558726673985
11350-67	45.0	202511	1	933.040614709111
11350-67	45.0	202512	1	922.0636663007684
11350-67	45.0	202602	4	1028.5400658616904
11350-67	45.0	202605	2	1026.344676180022
11350-67	54.0	202109	1	1317.275122318404
11350-67	54.0	202110	1	1326.6842303349642
11350-67	54.0	202204	1	1204.3658261196838
11350-67	54.0	202205	1	1223.1840421528038
11350-67	54.0	202207	1	1072.6383138878434
11350-67	54.0	202305	1	935.2653368460669
11350-67	54.0	202308	2	945.615355664283
11350-67	54.0	202310	1	959.7290176891231
11350-67	54.0	202402	1	583.3646970267218
11350-67	54.0	202408	2	936.206247647723
11350-67	54.0	202409	1	959.7290176891231
11350-67	54.0	202410	1	959.7290176891231
11350-67	54.0	202412	1	940.910801656003
11350-67	54.0	202501	1	884.4561535566428
11350-67	54.0	202502	3	940.910801656003
11350-67	54.0	202503	3	940.910801656003
11350-67	54.0	202504	1	925.8562288295069
11350-67	54.0	202506	3	931.5016936394429
11350-67	54.0	202507	4	936.2062476477229
11350-67	54.0	202508	3	986.0745201354912
11350-67	54.0	202509	3	957.8471960858111
11350-67	54.0	202510	4	981.3699661272112
11350-67	54.0	202511	1	978.5472337222432
11350-67	54.0	202512	1	1035.0018818216033
11350-67	54.0	202601	2	1027.4745954083553
11350-67	54.0	202602	1	1072.6383138878434
11350-67	54.0	202603	1	1123.4474971772677
11350-67	54.0	202604	3	1119.6838539706437
11350-67	66.0	202111	1	1253.2477456824085
11350-67	66.0	202306	1	993.4280910897141
11350-67	66.0	202307	2	1022.4667583677211
11350-67	66.0	202404	1	958.2760201742319
11350-67	66.0	202406	2	993.4280910897141
11350-67	66.0	202408	1	1008.711600183402
11350-67	66.0	202409	1	962.8610729023383
11350-67	66.0	202502	1	962.8610729023383
11350-67	66.0	202504	2	1008.711600183402
11350-67	66.0	202510	1	1008.711600183402
11350-67	66.0	202511	1	1023.9951092770899
11350-67	66.0	202601	1	985.7863365428701
11350-67	66.0	202603	1	1115.6961638392174
11350-67	66.0	202606	3	1207.3972184013448
11350-67	66.0	202607	2	1228.794131132508
11350-67	75.0	202112	1	1240.2788951461519
11350-67	75.0	202306	1	1005.6315366049879
11350-67	75.0	202406	2	973.4513274336283
11350-67	75.0	202407	1	1025.7441673370877
11350-67	75.0	202408	1	1008.3132207026013
11350-67	75.0	202503	1	1001.609010458568
11350-67	75.0	202505	1	1002.9498525073747
11350-67	75.0	202506	3	965.4062751407885
11350-67	75.0	202508	1	1029.7666934835077
11350-67	75.0	202509	2	974.7921694824349
11350-67	75.0	202511	1	1032.448377581121
11350-67	75.0	202603	2	1096.1383748994367
11350-67	75.0	202605	1	1045.8567980691876
11350-67	75.0	202606	1	951.9978546527219
11350-67	84.0	202309	1	953.7265983751324
11350-67	84.0	202506	1	883.0801836806781
11350-67	84.0	202507	1	965.5010008242081
11350-67	84.0	202601	1	965.5010008242081
11350-67	84.0	202603	1	1053.8090191922759
11350-67	84.0	202604	1	1036.1474155186625
11350-68	57.0	202208	1	1040.91888011486
11350-68	57.0	202304	1	893.7544867193109
11350-68	57.0	202305	2	850.6819813352477
11350-68	57.0	202308	1	895.5491744436468
11350-68	57.0	202311	2	879.3969849246231
11350-68	57.0	202403	1	942.2110552763819
11350-68	57.0	202404	2	861.4501076812635
11350-68	57.0	202407	2	967.3366834170854
11350-68	57.0	202408	1	951.1844938980618
11350-68	57.0	202411	1	665.8291457286432
11350-68	57.0	202503	2	873.5642498205312
11350-68	57.0	202504	1	875.8076094759512
11350-68	57.0	202505	1	888.370423546303
11350-68	57.0	202507	1	929.6482412060302
11350-68	57.0	202508	2	935.929648241206
11350-68	57.0	202509	1	929.6482412060302
11350-68	57.0	202510	4	926.9562096195262
11350-68	57.0	202511	1	965.5419956927495
11350-68	57.0	202512	1	951.1844938980618
11350-68	57.0	202601	1	1040.91888011486
11350-68	57.0	202603	2	1133.3452979181623
11350-68	57.0	202604	3	1076.8126346015792
11350-68	57.0	202605	2	1012.2038765254846
11350-68	57.0	202607	1	1202.4407753050968
11350-68	57.0	202608	1	1256.281407035176
11350-68	72.0	202306	1	907.0294784580499
11350-68	72.0	202309	2	889.314058956916
11350-68	72.0	202406	4	887.8968253968253
11350-68	72.0	202407	1	956.6326530612245
11350-68	72.0	202410	2	882.936507936508
11350-68	72.0	202411	1	921.2018140589569
11350-68	72.0	202502	2	883.6451247165533
11350-68	72.0	202503	2	899.9433106575964
11350-68	72.0	202505	1	946.7120181405895
11350-68	72.0	202506	2	941.0430839002267
11350-68	72.0	202507	1	921.2018140589569
11350-68	72.0	202510	1	846.0884353741496
11350-68	72.0	202511	1	949.546485260771
11350-68	72.0	202512	1	925.453514739229
11350-68	72.0	202601	2	974.3480725623583
11350-68	72.0	202602	1	878.6848072562358
11350-68	72.0	202603	1	1048.7528344671202
11350-68	72.0	202604	1	1091.2698412698412
11350-68	72.0	202605	2	1032.454648526077
11350-68	72.0	202607	2	1139.4557823129253
11350-68	72.0	202608	2	1189.0589569160998
11350-68	84.0	202112	1	1104.699093157461
11350-68	84.0	202204	1	1036.3914733246968
11350-68	84.0	202305	1	877.3995995760217
11350-68	84.0	202406	2	889.1767754092568
11350-68	84.0	202407	1	859.733835826169
11350-68	84.0	202408	1	883.2881874926393
11350-68	84.0	202503	1	889.176775409257
11350-68	84.0	202504	1	942.1740666588153
11350-68	84.0	202507	1	859.733835826169
11350-68	84.0	202509	1	942.1740666588153
11350-68	84.0	202510	2	953.9512424920504
11350-68	84.0	202603	2	1044.0466376162997
11350-68	84.0	202606	1	1059.9458249911672
11350-69	57.0	202308	1	948.7666034155598
11350-69	57.0	202404	1	948.7666034155598
11350-69	57.0	202412	1	914.265999654994
11350-69	57.0	202506	2	955.666724167673
11350-69	57.0	202508	1	957.3917543557012
11350-69	57.0	202509	1	974.6420562359841
11350-69	57.0	202510	1	948.7666034155598
11350-69	57.0	202511	1	1035.0181128169743
11350-69	57.0	202512	1	1121.2696222183888
11350-69	57.0	202605	2	1248.9218561324824
11350-69	57.0	202606	2	1287.7350353631189
11350-69	57.0	202607	1	1259.272037260652
11350-69	72.0	202204	1	1247.0555632534295
11350-69	72.0	202306	1	1025.3567964528197
11350-69	72.0	202307	1	969.9321047526673
11350-69	72.0	202401	1	956.0759318276292
11350-69	72.0	202402	1	969.9321047526673
11350-69	72.0	202403	1	900.6512401274767
11350-69	72.0	202502	1	949.1478453651101
11350-69	72.0	202503	2	845.2265484273244
11350-69	72.0	202504	2	938.0629070250797
11350-69	72.0	202506	1	1039.212969377858
11350-69	72.0	202507	2	992.7947900789802
11350-69	72.0	202508	2	1014.9646667590412
11350-69	72.0	202511	2	1020.5071359290564
11350-69	72.0	202512	1	1032.2848829153388
11350-69	72.0	202601	1	1011.5006235277816
11350-69	72.0	202602	1	1108.4938340030483
11350-69	72.0	202604	5	1039.212969377858
11350-69	72.0	202605	1	969.9321047526673
11350-69	72.0	202606	1	1073.853401690453
11350-69	72.0	202608	1	1233.1993903283912
11350-69	84.0	202111	1	1059.571462208618
11350-69	84.0	202301	1	835.8841535201319
11350-69	84.0	202302	1	941.8412997409937
11350-69	84.0	202310	2	906.5222510007064
11350-69	84.0	202401	1	882.9762185071816
11350-69	84.0	202405	1	906.5222510007064
11350-69	84.0	202408	1	941.8412997409937
11350-69	84.0	202501	1	853.5436778902755
11350-69	84.0	202503	1	938.8980456793031
11350-69	84.0	202505	1	988.9333647280433
11350-69	84.0	202508	1	965.3873322345185
11350-69	84.0	202510	1	988.9333647280433
11350-69	84.0	202511	1	983.0468566046621
11350-69	84.0	202601	1	983.0468566046621
11350-69	84.0	202602	1	977.160348481281
11350-69	84.0	202603	1	1041.9119378384742
11350-69	84.0	202604	1	977.160348481281
11350-69	84.0	202605	1	1021.8978102189782
11350-69	84.0	202606	1	1000.7063809748058
11350-69	84.0	202607	2	1057.8055097716035
11350-69	120.0	202410	1	590.617617279784
11350-69	120.0	202602	2	818.4272696591293
11350-69	120.0	202603	1	809.989875126561
11350-69	120.0	202604	2	843.7394532568344
11350-69	120.0	202606	1	801.5524805939926
11350-7	87.0	202109	3	1026.6072856000915
11350-7	87.0	202111	2	1024.8943702181114
11350-7	87.0	202201	2	1061.151079136691
11350-7	87.0	202203	1	1016.3297933082107
11350-7	87.0	202210	1	902.1354345095353
11350-7	87.0	202211	1	993.4909215484756
11350-7	87.0	202304	1	845.0382551101976
11350-7	87.0	202306	1	856.4576909900652
11350-7	87.0	202308	1	873.5868448098664
11350-7	87.0	202309	2	942.1034600890716
11350-7	87.0	202311	1	856.4576909900652
11350-7	87.0	202402	1	797.076624414754
11350-7	87.0	202403	1	759.3924860111911
11350-7	87.0	202404	1	911.2709832134293
11350-7	87.0	202407	1	793.6507936507937
11350-7	87.0	202408	1	890.7159986296678
11350-7	87.0	202410	1	833.6188192303301
11350-7	87.0	202502	1	776.5216398309924
11350-7	87.0	202503	2	870.1610140459062
11350-7	87.0	202506	3	864.4512961059725
11350-7	87.0	202508	1	856.4576909900652
11350-7	87.0	202509	1	907.8451524494691
11350-7	87.0	202511	2	885.006280689734
11350-7	87.0	202512	2	879.2965627498003
11350-7	87.0	202604	1	919.2645883293366
11350-7	87.0	202605	1	890.7159986296678
11350-7	87.0	202606	1	936.3937421491379
11350-7	87.0	202607	5	947.8131780290055
11350-7	87.0	202608	2	986.0682882265617
11350-70	57.0	202109	1	1325.5934846647028
11350-70	57.0	202209	1	1048.3451741465951
11350-70	57.0	202210	1	1074.3372032576676
11350-70	57.0	202302	1	1083.0012129613585
11350-70	57.0	202305	1	953.0410674059955
11350-70	57.0	202307	1	953.0410674059955
11350-70	57.0	202309	1	987.697106220759
11350-70	57.0	202310	1	1005.0251256281407
11350-70	57.0	202405	2	953.0410674059955
11350-70	57.0	202406	2	922.7170334430775
11350-70	57.0	202407	1	975.5674926355917
11350-70	57.0	202410	1	947.8426615837809
11350-70	57.0	202412	1	918.385028591232
11350-70	57.0	202503	1	935.7130479986138
11350-70	57.0	202505	3	831.7449315543233
11350-70	57.0	202506	3	970.3690868133772
11350-70	57.0	202508	2	966.0370819615318
11350-70	57.0	202510	1	944.3770577023046
11350-70	57.0	202511	1	970.3690868133772
11350-70	57.0	202512	2	984.2315023392825
11350-70	57.0	202602	2	1046.612372205857
11350-70	57.0	202603	2	1117.657251776122
11350-70	57.0	202604	4	979.0330965170681
11350-70	57.0	202607	1	1039.6811644429042
11350-70	72.0	202111	1	1204.6485260770974
11350-70	72.0	202303	1	977.8911564625851
11350-70	72.0	202308	1	956.6326530612245
11350-70	72.0	202401	1	973.6394557823129
11350-70	72.0	202404	1	892.8571428571428
11350-70	72.0	202406	2	953.798185941043
11350-70	72.0	202407	1	960.8843537414965
11350-70	72.0	202408	1	931.1224489795918
11350-70	72.0	202411	1	935.3741496598639
11350-70	72.0	202503	1	928.2879818594104
11350-70	72.0	202506	2	925.4535147392289
11350-70	72.0	202508	1	943.8775510204081
11350-70	72.0	202509	2	927.5793650793651
11350-70	72.0	202510	1	984.9773242630386
11350-70	72.0	202512	1	992.063492063492
11350-70	72.0	202604	2	1097.6473922902494
11350-70	72.0	202607	1	1119.6145124716552
11350-70	84.0	202204	1	1143.1938715380084
11350-70	84.0	202303	1	941.6617560400708
11350-70	84.0	202306	1	925.1620506776666
11350-70	84.0	202308	1	999.4107248084856
11350-70	84.0	202406	1	895.6982911019446
11350-70	84.0	202407	2	988.8037713612257
11350-70	84.0	202409	1	936.9475545079553
11350-70	84.0	202412	1	942.8403064230996
11350-70	84.0	202501	1	668.2380671773719
11350-70	84.0	202505	1	954.6258102533884
11350-70	84.0	202506	3	984.0895698291102
11350-70	84.0	202509	1	972.3040659988216
11350-70	84.0	202512	2	1003.5356511490867
11350-70	84.0	202602	1	978.1968179139659
11350-70	84.0	202604	3	1048.9098408956984
11350-70	84.0	202607	1	1025.3388332351208
11350-70	84.0	202608	1	1198.5857395403655
11350-71	108.0	202302	1	792.0333487725799
11350-71	108.0	202304	1	814.2658638258453
11350-71	108.0	202406	2	785.5488652153774
11350-71	108.0	202407	1	852.2464103751737
11350-71	108.0	202409	1	805.9286706808707
11350-71	108.0	202411	1	787.4015748031496
11350-71	108.0	202502	1	810.5604446503011
11350-71	108.0	202503	2	759.6109309865678
11350-71	108.0	202507	2	820.7503473830477
11350-71	108.0	202508	1	824.4557665585919
11350-71	108.0	202509	1	851.3200555812876
11350-71	108.0	202510	1	861.5099583140343
11350-71	108.0	202601	1	805.9286706808707
11350-71	108.0	202602	2	836.0352014821676
11350-71	108.0	202603	1	759.6109309865678
11350-71	108.0	202604	1	768.8744789254284
11350-71	108.0	202606	1	830.9402501157944
11350-71	135.0	202109	1	879.3501751248231
11350-71	135.0	202307	1	817.4975780609584
11350-71	135.0	202407	1	745.2120128176466
11350-71	135.0	202410	1	748.9380728817349
11350-71	135.0	202503	1	842.0895744839407
11350-71	135.0	202505	1	752.6641329458231
11350-71	135.0	202508	1	752.6641329458231
11350-71	135.0	202605	1	782.4726134585289
11350-72	39.0	202403	5	1080.9451985922574
11350-72	39.0	202404	1	1143.7908496732025
11350-72	39.0	202405	4	1087.229763700352
11350-72	39.0	202406	3	1039.5791583166333
11350-72	39.0	202407	3	1052.1042084168337
11350-72	39.0	202408	2	1101.5948437851066
11350-72	39.0	202409	1	1131.2217194570135
11350-72	39.0	202410	2	1030.6686777275013
11350-72	39.0	202411	1	1030.6686777275013
11350-72	39.0	202412	2	1028.861392971967
11350-72	39.0	202501	1	1075.9175465057817
11350-72	39.0	202502	4	1055.8069381598793
11350-72	39.0	202503	5	1055.8069381598793
11350-72	39.0	202504	3	1043.2378079436903
11350-72	39.0	202505	6	1082.8513487507946
11350-72	39.0	202506	10	1101.6301078778974
11350-72	39.0	202507	2	1139.7795591182364
11350-72	39.0	202508	4	1110.42849902923
11350-72	39.0	202509	1	1106.0834590246354
11350-72	39.0	202510	8	1179.382394754315
11350-72	39.0	202511	1	1156.3599798893915
11350-72	39.0	202512	1	1251.8853695324283
11350-72	39.0	202601	5	1244.343891402715
11350-72	39.0	202602	6	1322.5029747781132
11350-72	39.0	202603	1	1252.5050100200401
11350-72	39.0	202604	14	1352.5807270649898
11350-72	39.0	202605	4	1384.0180360721442
11350-72	39.0	202606	8	1445.4499748617395
11350-72	39.0	202607	3	1407.7425842131724
11350-72	39.0	202608	1	1508.2956259426846
11350-72	42.0	202110	2	1399.4471319972358
11350-72	42.0	202112	1	1301.5434231743839
11350-72	42.0	202204	2	1324.5795899562313
11350-72	42.0	202205	1	1290.0253397834601
11350-72	42.0	202207	1	1243.953006219765
11350-72	42.0	202209	1	1179.451739230592
11350-72	42.0	202212	1	1105.7360055286802
11350-72	42.0	202302	2	1007.8322967058282
11350-72	42.0	202303	1	1013.5913384012902
11350-72	42.0	202305	1	1036.6275051831376
11350-72	42.0	202308	1	967.519004837595
11350-72	45.0	202110	1	1377.4104683195592
11350-72	45.0	202203	1	1342.9752066115702
11350-72	45.0	202205	1	1182.277318640955
11350-72	45.0	202206	1	1159.3204775022957
11350-72	45.0	202209	1	1147.842056932966
11350-72	45.0	202302	1	1033.0578512396694
11350-72	45.0	202303	2	995.1790633608815
11350-72	45.0	202304	2	929.7520661157024
11350-72	45.0	202306	2	1064.0495867768595
11350-72	48.0	202205	1	1434.3434343434344
11350-72	48.0	202208	1	1323.2323232323233
11350-72	48.0	202312	1	1107.0707070707072
11350-72	48.0	202401	3	1050.5050505050506
11350-72	48.0	202403	1	909.0909090909091
11350-72	48.0	202404	1	1090.909090909091
11350-72	48.0	202405	2	1109.090909090909
11350-72	48.0	202406	2	1084.848484848485
11350-72	48.0	202407	3	1030.3030303030303
11350-72	48.0	202408	2	1090.909090909091
11350-72	48.0	202409	2	1085.858585858586
11350-72	48.0	202410	2	1025.2525252525252
11350-72	48.0	202411	4	1060.6060606060605
11350-72	48.0	202412	3	1010.10101010101
11350-72	48.0	202501	2	1025.2525252525252
11350-72	48.0	202502	4	1040.4040404040404
11350-72	48.0	202503	2	1049.4949494949494
11350-72	48.0	202504	1	1101.010101010101
11350-72	48.0	202505	2	1088.3838383838383
11350-72	48.0	202506	3	1181.8181818181818
11350-72	48.0	202508	4	1181.818181818182
11350-72	48.0	202509	2	1232.3232323232323
11350-72	48.0	202510	3	1212.121212121212
11350-72	48.0	202511	1	1212.121212121212
11350-72	48.0	202512	3	1212.121212121212
11350-72	48.0	202601	4	1277.7777777777778
11350-72	48.0	202603	6	1323.2323232323233
11350-72	48.0	202604	1	1373.7373737373737
11350-72	48.0	202605	1	1383.8383838383838
11350-72	48.0	202606	5	1393.939393939394
11350-72	48.0	202607	4	1520.2020202020203
11350-72	48.0	202608	3	1474.7474747474748
11350-72	51.0	202402	1	1105.5276381909548
11350-72	51.0	202403	1	998.9949748743719
11350-72	51.0	202405	2	1069.3467336683416
11350-72	51.0	202406	1	1085.427135678392
11350-72	51.0	202408	2	1075.3768844221106
11350-72	51.0	202411	1	954.7738693467337
11350-72	51.0	202412	1	1033.1658291457286
11350-72	51.0	202501	1	1015.0753768844221
11350-72	51.0	202502	1	1141.7085427135678
11350-72	51.0	202503	1	1075.3768844221106
11350-72	51.0	202504	2	1050.251256281407
11350-72	51.0	202505	2	1120.6030150753768
11350-72	51.0	202506	2	1110.5527638190956
11350-72	51.0	202508	1	1165.8291457286432
11350-72	51.0	202511	1	1206.0301507537688
11350-72	51.0	202602	1	1407.035175879397
11350-72	51.0	202603	3	1286.4321608040202
11350-72	51.0	202604	7	1326.6331658291458
11350-72	51.0	202606	1	1437.1859296482412
11350-72	51.0	202607	2	1495.4773869346732
11350-72	54.0	202111	1	1360.6071825249908
11350-72	54.0	202201	1	1270.9522932400073
11350-72	54.0	202202	1	1240.2813772676786
11350-72	54.0	202203	2	1248.2720118463726
11350-72	54.0	202204	2	1227.94140562745
11350-72	54.0	202205	2	1293.9767913059495
11350-72	54.0	202207	1	1258.7930396149573
11350-72	54.0	202208	2	1107.9378240009755
11350-72	54.0	202302	1	999.6297667530544
11350-72	54.0	202303	4	981.1181044057755
11350-72	54.0	202304	4	1003.5909010593417
11350-72	54.0	202306	7	986.6716031099592
11350-72	54.0	202307	2	1013.5135135135134
11350-72	54.0	202308	1	1055.1647537948907
11350-72	54.0	202309	5	1041.2810070344317
11350-72	54.0	202310	1	1003.8681156750783
11350-72	54.0	202311	1	999.6297667530544
11350-72	60.0	202402	1	1089.8082744702322
11350-72	60.0	202404	1	1046.9436001350896
11350-72	60.0	202405	1	1000.6727211570803
11350-72	60.0	202406	1	967.0366633030609
11350-72	60.0	202408	2	1084.3939596864861
11350-72	60.0	202410	2	939.6498578390929
11350-72	60.0	202412	1	1052.0094562647755
11350-72	60.0	202501	1	1041.8777440054037
11350-72	60.0	202502	2	1049.1374412945145
11350-72	60.0	202503	6	1051.1651469098279
11350-72	60.0	202504	2	1113.9038922064879
11350-72	60.0	202505	4	1057.4612580430903
11350-72	60.0	202506	3	1148.2607227288079
11350-72	60.0	202509	2	1226.034308779011
11350-72	60.0	202512	3	1215.80547112462
11350-72	60.0	202602	1	1291.793313069909
11350-72	60.0	202603	5	1210.9570736595958
11350-72	60.0	202604	4	1242.4279398112776
11350-72	60.0	202605	2	1403.7302539851032
11350-72	60.0	202606	2	1178.040431742602
11350-72	60.0	202607	1	1435.32590341101
11350-72	60.0	202608	1	1485.984464707869
11350-72	66.0	202109	1	1268.9569792633858
11350-72	66.0	202204	1	1071.4832389407622
11350-72	66.0	202301	1	924.3218249075217
11350-72	66.0	202303	1	642.216032188177
11350-72	66.0	202305	1	913.4172551427694
11350-72	66.0	202307	1	916.8835144650237
11350-73	39.0	202202	1	1332.327802916038
11350-73	39.0	202204	1	1432.8808446455505
11350-73	39.0	202205	1	1282.565130260521
11350-73	39.0	202210	1	1256.913021618904
11350-73	39.0	202303	2	996.1728383866778
11350-73	39.0	202304	1	879.8391151332328
11350-73	39.0	202309	2	986.6767219708396
11350-73	39.0	202310	1	889.2785571142284
11350-73	39.0	202312	1	1014.5290581162325
11350-73	39.0	202402	2	941.0317618646039
11350-73	39.0	202403	1	879.8391151332328
11350-73	39.0	202405	1	967.8230266465561
11350-73	39.0	202406	2	920.6887883358472
