apt_seq	floor_band	repr_floor	obs_height	sun_hours_winter	sun_hours_spring	view_block_pct	open_angle_mean	open_span_max	river_view	park_view	mountain_view
11500-8497	LOW			4.17		55.6	77.0				
11500-8497	MID			4.17		41.7	85.2				
11500-85	HIGH			8.08		6.9	102.7				
11500-85	LOW			8.0		8.3	96.6				
11500-85	MID			8.08		8.3	98.2				
11500-8519	HIGH			8.0		13.2	111.45				
11500-8519	LOW			7.545		31.950000000000003	100.55				
11500-8519	MID			7.75		27.05	104.4				
11500-86	HIGH			3.75		59.7	76.6				
11500-86	LOW			0.0		79.2	71.7				
11500-86	MID			1.75		77.8	73.3				
11500-87	HIGH			5.92		19.4	80.9				
11500-87	LOW			5.83		59.7	71.8				
11500-87	MID			5.92		38.9	75.9				
11500-88	HIGH			5.17		25.0	80.4				
11500-88	LOW			4.17		73.6	73.1				
11500-88	MID			4.5		50.0	76.6				
11500-9	HIGH			6.83		44.4	79.0				
11500-9	LOW			3.17		86.1	58.7				
11500-9	MID			4.5		80.6	67.3				
11500-92	HIGH			3.42		72.2	69.8				
11500-92	LOW			2.08		73.6	59.1				
11500-92	MID			2.42		73.6	62.3				
11500-94	HIGH			8.08		0.0	105.0				
11500-94	LOW			7.92		61.1	72.4				
11500-94	MID			8.08		41.7	82.3				
11500-95	HIGH			6.83		41.7	83.8				
11500-95	LOW			6.25		45.8	78.7				
11500-95	MID			6.58		45.8	81.3				
11500-96	HIGH			8.08		0.0	96.9				
11500-96	LOW			8.0		33.3	86.4				
11500-96	MID			8.08		8.3	89.1				
11500-98	HIGH			7.92		0.0	90.3				
11500-98	LOW			7.67		0.0	88.2				
11500-98	MID			7.75		0.0	89.1				
11530-1	HIGH			7.0		29.2	98.35				
11530-1	LOW			2.915		68.75	67.1				
11530-1	MID			3.795		56.95	78.35				
11530-10	HIGH			8.04		3.5	101.65				
11530-10	LOW			7.665		26.4	86.69999999999999				
11530-10	MID			8.0		18.75	90.45				
11530-101	HIGH			6.955		18.75	104.2				
11530-101	LOW			6.625		52.1	88.15				
11530-101	MID			6.79		41.7	92.1				
11530-102	HIGH			7.83		20.8	106.0				
11530-102	LOW			4.08		62.5	81.0				
11530-102	MID			6.17		50.0	89.0				
11530-103	HIGH			8.08		12.5	114.0				
11530-103	LOW			8.08		61.1	81.6				
11530-103	MID			8.08		45.8	87.1				
11530-105	HIGH			7.955		16.0	126.4				
11530-105	LOW			1.875		69.45	87.5				
11530-105	MID			5.295		50.7	96.55				
11530-108	HIGH			0.0		84.7	54.9				
11530-108	LOW			0.0		94.4	33.9				
11530-108	MID			0.0		86.1	41.0				
11530-11	HIGH			7.33		44.4	82.5				
11530-11	LOW			2.67		83.3	61.7				
11530-11	MID			4.0		70.8	69.4				
11530-111	HIGH			2.25		54.2	84.2				
11530-111	LOW			0.0		69.4	68.4				
11530-111	MID			0.67		69.4	73.1				
11530-112	HIGH			1.33		61.1	82.9				
11530-112	LOW			0.0		61.1	73.2				
11530-112	MID			1.25		61.1	76.4				
11530-113	HIGH			8.08		4.2	138.6				
11530-113	LOW			8.08		4.2	138.3				
11530-113	MID			8.08		4.2	138.4				
11530-114	HIGH			7.83		22.2	99.1				
11530-114	LOW			3.58		70.8	69.7				
11530-114	MID			7.25		66.7	78.6				
11530-115	HIGH			7.42		24.3	105.25				
11530-115	LOW			3.5		78.5	71.05000000000001				
11530-115	MID			5.125		65.3	81.7				
11530-12	HIGH			8.08		20.8	96.8				
11530-12	LOW			4.17		62.5	79.6				
11530-12	MID			8.08		58.3	88.0				
11530-123	HIGH			4.83		13.9	131.8				
11530-123	LOW			4.75		13.9	130.9				
11530-123	MID			4.75		13.9	131.2				
11530-127	HIGH			7.75		31.9	100.5				
11530-127	LOW			2.17		86.1	58.0				
11530-127	MID			4.75		69.4	70.0				
11530-128	HIGH			6.83		36.8	93.5				
11530-128	LOW			2.83		83.30000000000001	58.05				
11530-128	MID			3.545		72.9	68.4				
11530-129	HIGH			6.33		27.8	108.1				
11530-129	LOW			1.58		70.8	66.7				
11530-129	MID			4.42		48.6	76.0				
11530-13	HIGH			8.0		16.7	88.3				
11530-13	LOW			8.0		19.4	87.3				
11530-13	MID			8.0		19.4	87.7				
11530-130	HIGH			7.25		33.3	95.9				
11530-130	LOW			2.25		75.0	64.3				
11530-130	MID			2.67		70.8	74.6				
11530-131	HIGH			5.92		75.0	74.6				
11530-131	LOW			0.42		97.2	48.0				
11530-131	MID			1.42		87.5	57.4				
11530-132	HIGH			6.75		47.2	81.3				
11530-132	LOW			1.58		94.4	52.1				
11530-132	MID			2.58		83.3	63.7				
11530-133	HIGH			7.125		15.95	86.85				
11530-133	LOW			2.25		68.05000000000001	73.65				
11530-133	MID			5.21		64.55000000000001	80.2				
11530-134	HIGH			1.67		88.9	58.8				
11530-134	LOW			0.58		95.8	46.0				
11530-134	MID			0.67		94.4	51.7				
11530-135	HIGH			3.33		69.4	83.3				
11530-135	LOW			0.0		84.7	70.5				
11530-135	MID			1.0		83.3	76.5				
11530-136	HIGH			3.5		70.8	69.9				
11530-136	LOW			1.58		93.1	56.7				
11530-136	MID			1.92		79.2	61.4				
11530-137	HIGH			5.335		45.85	85.85				
11530-137	LOW			3.165		64.55	71.9				
11530-137	MID			3.625		62.5	77.75				
11530-138	HIGH			7.08		26.4	85.9				
11530-138	LOW			3.42		65.3	74.7				
11530-138	MID			4.42		55.6	79.9				
11530-139	HIGH			5.54		56.25	77.15				
11530-139	LOW			3.5		95.15	60.0				
11530-139	MID			4.25		89.55000000000001	67.65				
11530-140	HIGH			6.08		45.8	79.8				
11530-140	LOW			3.0		94.4	60.0				
11530-140	MID			4.92		83.3	68.9				
11530-141	HIGH			7.17		23.6	90.6				
11530-141	LOW			3.75		61.1	74.5				
11530-141	MID			6.33		51.4	80.1				
11530-142	HIGH			8.08		33.3	92.7				
11530-142	LOW			6.75		69.4	73.6				
11530-142	MID			7.17		63.9	79.8				
11530-143	HIGH			6.33		66.7	71.3				
11530-143	LOW			5.67		76.4	65.0				
11530-143	MID			5.92		72.2	67.2				
11530-1436	HIGH			3.17		36.1	105.4				
11530-1436	LOW			0.0		52.8	69.6				
11530-1436	MID			1.17		43.1	76.1				
11530-144	HIGH			5.58		61.1	71.7				
11530-144	LOW			5.58		68.1	64.3				
11530-144	MID			5.58		66.7	67.0				
11530-145	HIGH			5.17		45.8	84.8				
11530-145	LOW			3.83		73.6	67.3				
11530-145	MID			4.83		66.7	75.9				
11530-146	HIGH			7.665		33.35	90.65				
11530-146	LOW			4.75		64.55	75.85				
11530-146	MID			6.625		50.0	82.05				
11530-147	HIGH			6.83		13.9	100.4				
11530-147	LOW			5.75		40.3	89.0				
11530-147	MID			6.0		20.8	93.1				
11530-148	HIGH			7.67		25.0	119.0				
11530-148	LOW			4.08		62.5	67.2				
11530-148	MID			6.0		37.5	84.6				
11530-149	HIGH			8.08		18.1	94.0				
11530-149	LOW			7.75		69.4	74.3				
11530-149	MID			7.75		61.1	81.5				
11530-15	HIGH			6.42		37.5	93.4				
11530-15	LOW			1.67		83.3	61.5				
11530-15	MID			6.0		66.7	71.3				
11530-150	HIGH			7.165		43.05	85.9				
11530-150	LOW			2.04		77.1	70.9				
11530-150	MID			3.835		69.4	77.75				
11530-151	HIGH			7.165		61.8	76.5				
11530-151	LOW			5.295		95.85	61.65				
11530-151	MID			6.375		71.5	68.35				
11530-152	HIGH			7.33		29.2	111.9				
11530-152	LOW			7.17		50.0	77.7				
11530-152	MID			7.25		48.6	93.9				
11530-153	HIGH			7.96		0.0	135.0				
11530-153	LOW			7.83		0.0	134.7				
11530-153	MID			7.92		0.0	134.8				
11530-159	HIGH			7.92		0.0	142.7				
11530-159	LOW			7.92		0.0	142.5				
11530-159	MID			7.92		0.0	142.5				
11530-16	HIGH			3.25		52.8	76.6				
11530-16	LOW			1.75		62.5	69.8				
11530-16	MID			2.17		61.1	72.6				
11530-160	HIGH			7.92		0.0	142.6				
11530-160	LOW			7.92		0.0	142.4				
11530-160	MID			7.92		0.0	142.5				
11530-162	HIGH			6.75		54.2	73.1				
11530-162	LOW			4.5		69.4	59.7				
11530-162	MID			6.58		69.4	65.9				
11530-163	HIGH			5.25		47.2	80.9				
11530-163	LOW			0.92		95.8	53.4				
11530-163	MID			2.83		80.6	65.9				
11530-164	HIGH			6.42		81.9	61.0				
11530-164	LOW			2.33		86.1	52.2				
11530-164	MID			3.67		83.3	55.7				
11530-165	HIGH			8.08		5.6	143.6				
11530-165	LOW			8.08		6.9	143.4				
11530-165	MID			8.08		5.6	143.5				
11530-166	HIGH			4.17		48.6	79.2				
11530-166	LOW			2.83		69.4	71.3				
11530-166	MID			3.92		58.3	74.7				
11530-167	HIGH			6.17		45.8	83.0				
11530-167	LOW			5.83		45.8	81.3				
11530-167	MID			6.0		45.8	81.9				
11530-168	HIGH			7.335		44.45	80.25				
11530-168	LOW			2.625		95.8	54.45				
11530-168	MID			3.67		89.6	65.1				
11530-169	HIGH			1.42		88.9	52.9				
11530-169	LOW			0.83		90.3	34.0				
11530-169	MID			1.42		88.9	40.2				
11530-17	HIGH			7.33		44.4	85.3				
11530-17	LOW			1.0		91.7	51.8				
11530-17	MID			3.92		80.6	64.9				
11530-170	HIGH			3.25		62.5	74.3				
11530-170	LOW			2.58		75.0	51.9				
11530-170	MID			2.58		69.4	58.2				
11530-171	HIGH			6.08		51.4	81.0				
11530-171	LOW			2.17		91.7	54.4				
11530-171	MID			3.08		81.9	63.1				
11530-172	HIGH			7.92		8.3	91.6				
11530-172	LOW			7.83		13.9	90.4				
11530-172	MID			7.83		13.9	91.0				
11530-174	HIGH			7.5		0.0	97.1				
11530-174	LOW			7.25		12.5	92.0				
11530-174	MID			7.33		8.3	93.9				
11530-175	HIGH			8.04		12.5	104.1				
11530-175	LOW			5.75		28.450000000000003	85.65				
11530-175	MID			5.915		22.950000000000003	90.5				
11530-176	HIGH			3.58		50.0	78.1				
11530-176	LOW			1.17		68.1	68.5				
11530-176	MID			1.83		62.5	73.1				
11530-178	HIGH			5.33		59.7	79.5				
11530-178	LOW			3.58		61.1	75.0				
11530-178	MID			4.5		59.7	77.2				
11530-179	HIGH			7.25		59.7	74.7				
11530-179	LOW			6.75		62.5	71.7				
11530-179	MID			6.92		62.5	72.7				
11530-18	HIGH			8.0		33.3	82.0				
11530-18	LOW			4.0		80.6	66.5				
11530-18	MID			7.0		68.1	73.6				
11530-180	HIGH			5.5		56.9	71.9				
11530-180	LOW			1.58		80.6	59.5				
11530-180	MID			2.75		70.8	63.5				
11530-182	HIGH			4.67		40.3	71.7				
11530-182	LOW			4.25		40.3	67.9				
11530-182	MID			4.58		40.3	69.0				
11530-183	HIGH			7.92		16.7	90.8				
11530-183	LOW			7.75		16.7	88.9				
11530-183	MID			7.83		16.7	89.5				
11530-184	HIGH			6.75		23.6	88.9				
11530-184	LOW			6.67		23.6	86.0				
11530-184	MID			6.67		23.6	86.9				
11530-188	HIGH			5.92		45.8	107.0				
11530-188	LOW			5.92		45.8	104.5				
11530-188	MID			5.92		45.8	105.3				
11530-19	HIGH			8.08		6.9	108.8				
11530-19	LOW			5.25		38.9	84.8				
11530-19	MID			6.17		27.8	93.1				
11530-190	HIGH			8.08		18.1	125.7				
11530-190	LOW			2.83		45.8	109.9				
11530-190	MID			6.17		31.9	113.5				
11530-191	HIGH			8.08		34.0	95.5				
11530-191	LOW			4.415		67.4	70.1				
11530-191	MID			6.29		61.150000000000006	77.45				
11530-193	HIGH			8.08		19.4	105.2				
11530-193	LOW			8.08		30.6	103.2				
11530-193	MID			8.08		29.2	103.8				
11530-2	HIGH			7.205		18.05	86.0				
11530-2	LOW			4.42		56.25	76.3				
11530-2	MID			5.96		48.6	80.9				
11530-21	HIGH			8.08		0.0	92.1				
11530-21	LOW			1.08		69.4	75.0				
11530-21	MID			6.0		62.5	82.4				
11530-22	HIGH			7.17		27.1	85.85				
11530-22	LOW			2.335		65.95	73.7				
11530-22	MID			4.665		63.9	79.4				
11530-23	HIGH			7.0		18.1	87.6				
11530-23	LOW			3.08		66.7	69.1				
11530-23	MID			3.5		56.9	76.2				
11530-231	HIGH			8.08		25.0	113.7				
11530-231	LOW			5.75		76.4	58.3				
11530-231	MID			7.0		54.2	75.8				
11530-232	HIGH			4.17		81.9	52.7				
11530-232	LOW			2.92		87.5	39.1				
11530-232	MID			2.92		87.5	44.8				
11530-236	HIGH			8.08		29.2	86.2				
11530-236	LOW			6.75		62.5	77.6				
11530-236	MID			7.83		56.9	81.8				
11530-239	HIGH			7.25		4.2	131.8				
11530-239	LOW			7.08		15.3	130.0				
11530-239	MID			7.08		11.1	131.4				
11530-24	HIGH			7.585		35.4	84.69999999999999				
11530-24	LOW			6.085		75.0	77.9				
11530-24	MID			6.96		53.5	81.44999999999999				
11530-242	HIGH			7.25		11.1	116.2				
11530-242	LOW			7.0		34.7	114.8				
11530-242	MID			7.17		19.4	115.5				
11530-25	HIGH			3.25		59.7	68.7				
11530-25	LOW			3.25		75.0	51.8				
11530-25	MID			3.25		66.7	57.3				
11530-26	HIGH			7.585		23.6	112.9				
11530-26	LOW			3.415		50.0	73.35				
11530-26	MID			4.585		40.3	80.25				
11530-27	HIGH			6.08		26.4	90.7				
11530-27	LOW			4.58		72.2	64.1				
11530-27	MID			4.75		62.5	72.5				
11530-28	HIGH			7.5		9.7	90.9				
11530-28	LOW			6.33		66.7	75.8				
11530-28	MID			6.83		59.7	82.6				
11530-29	HIGH			8.0		5.6	86.7				
11530-29	LOW			3.17		68.1	73.2				
11530-29	MID			7.0		56.9	80.5				
11530-3	HIGH			7.58		26.4	106.9				
11530-3	LOW			6.83		52.8	78.4				
11530-3	MID			7.33		40.3	84.4				
11530-30	HIGH			8.08		2.1	91.3				
11530-30	LOW			2.46		64.6	74.0				
11530-30	MID			7.295		57.650000000000006	82.45				
11530-31	HIGH			8.08		22.2	108.2				
11530-31	LOW			3.33		58.3	75.4				
11530-31	MID			5.5		44.4	87.2				
11530-3134	HIGH			7.67		23.6	91.6				
11530-3134	LOW			7.25		59.7	67.0				
11530-3134	MID			7.25		55.6	78.0				
11530-3141	HIGH			7.29		16.65	126.3				
11530-3141	LOW			4.585		38.2	90.0				
11530-3141	MID			6.125		25.0	98.8				
11530-3146	HIGH			0.0		70.8	65.4				
11530-3146	LOW			0.0		73.6	51.8				
11530-3146	MID			0.0		70.8	56.8				
11530-3148	HIGH			7.5		4.199999999999999	100.55				
11530-3148	LOW			6.335		43.75	90.5				
11530-3148	MID			7.0		29.200000000000003	95.1				
11530-3149	HIGH			8.08		6.25	143.35000000000002				
11530-3149	LOW			8.08		8.3	143.14999999999998				
11530-3149	MID			8.08		8.3	143.2				
11530-3174	HIGH			7.83		43.1	82.8				
11530-3174	LOW			3.83		93.1	52.1				
11530-3174	MID			5.08		81.9	62.1				
11530-3204	HIGH			6.125		28.45	102.6				
11530-3204	LOW			1.085		84.0	56.15				
11530-3204	MID			4.71		59.0	77.3				
11530-3208	HIGH			7.92		0.0	140.1				
11530-3208	LOW			7.83		0.0	139.9				
11530-3208	MID			7.83		0.0	140.0				
11530-3213	HIGH			5.92		38.9	104.5				
11530-3213	LOW			4.92		63.9	73.9				
11530-3213	MID			5.17		61.1	84.4				
11530-3214	HIGH			7.165		16.0	101.25				
11530-3214	LOW			2.5		63.2	72.1				
11530-3214	MID			4.585		50.7	79.65				
11530-3215	HIGH			7.92		0.0	139.0				
11530-3215	LOW			7.92		0.0	138.8				
11530-3215	MID			7.92		0.0	138.9				
11530-3222	HIGH			8.0		0.0	141.5				
11530-3222	LOW			7.92		0.0	141.3				
11530-3222	MID			7.92		0.0	141.3				
11530-3223	HIGH			8.0		0.0	141.5				
11530-3223	LOW			7.92		0.0	141.3				
11530-3223	MID			7.92		0.0	141.4				
11530-3224	HIGH			0.0		59.7	64.6				
11530-3224	LOW			0.0		63.9	56.2				
11530-3224	MID			0.0		62.5	60.8				
11530-3225	HIGH			7.96		24.3	103.05				
11530-3225	LOW			5.75		62.5	90.85				
11530-3225	MID			6.915		57.6	96.9				
11530-3226	HIGH			7.92		0.0	144.1				
11530-3226	LOW			7.83		0.0	143.9				
11530-3226	MID			7.92		0.0	143.9				
11530-3233	HIGH			7.75		2.8	110.2				
11530-3233	LOW			4.75		69.4	77.9				
11530-3233	MID			7.75		31.9	85.2				
11530-3246	HIGH			6.125		18.05	112.9				
11530-3246	LOW			1.705		65.25	65.95				
11530-3246	MID			3.21		57.650000000000006	80.4				
11530-3247	HIGH			7.92		0.0	142.8				
11530-3247	LOW			7.83		0.0	142.6				
11530-3247	MID			7.92		0.0	142.6				
11530-3249	HIGH			5.83		51.4	89.4				
11530-3249	LOW			3.58		80.6	59.1				
11530-3249	MID			3.83		73.6	68.8				
11530-3253	HIGH			7.92		0.0	141.4				
11530-3253	LOW			7.83		0.0	141.2				
11530-3253	MID			7.92		0.0	141.3				
11530-3262	HIGH			8.08		0.0	139.65				
11530-3262	LOW			8.08		0.0	138.05				
11530-3262	MID			8.08		0.0	138.25				
11530-3263	HIGH			8.08		4.2	141.0				
11530-3263	LOW			8.08		6.9	140.7				
11530-3263	MID			8.08		6.9	140.8				
11530-3264	HIGH			8.08		5.6	141.0				
11530-3264	LOW			8.08		6.9	140.7				
11530-3264	MID			8.08		6.9	140.8				
11530-3268	HIGH			8.08		41.7	77.5				
11530-3268	LOW			8.08		41.7	75.3				
11530-3268	MID			8.08		41.7	76.3				
11530-3269	HIGH			8.08		0.0	151.7				
11530-3269	LOW			7.83		19.4	88.3				
11530-3269	MID			8.08		0.0	108.8				
11530-3270	HIGH			8.0		25.0	93.6				
11530-3270	LOW			7.25		43.1	83.0				
11530-3270	MID			7.83		37.5	88.2				
11530-3276	HIGH			8.0		0.0	148.0				
11530-3276	LOW			7.92		0.0	145.2				
11530-3276	MID			7.92		0.0	146.6				
11530-3282	HIGH			6.58		62.5	82.1				
11530-3282	LOW			2.42		91.7	59.4				
11530-3282	MID			4.58		83.3	66.9				
11530-3283	HIGH			6.335		61.8	85.5				
11530-3283	LOW			6.125		67.35	76.2				
11530-3283	MID			6.21		66.0	80.4				
11530-3288	HIGH			4.83		58.3	79.5				
11530-3288	LOW			3.58		73.6	58.4				
11530-3288	MID			4.83		68.1	65.8				
11530-3289	HIGH			6.75		19.4	90.0				
11530-3289	LOW			2.33		52.8	75.0				
11530-3289	MID			5.25		45.8	81.1				
11530-3291	HIGH			6.0		62.5	71.1				
11530-3291	LOW			4.17		97.2	52.6				
11530-3291	MID			4.33		84.7	60.0				
11530-3292	HIGH			7.17		29.2	90.8				
11530-3292	LOW			6.67		30.6	88.8				
11530-3292	MID			7.0		30.6	89.8				
11530-33	HIGH			7.83		20.8	89.7				
11530-33	LOW			0.0		73.6	70.3				
11530-33	MID			4.92		73.6	79.9				
11530-3311	HIGH			8.08		5.6	142.2				
11530-3311	LOW			8.08		8.3	141.9				
11530-3311	MID			8.08		6.9	142.0				
11530-3319	HIGH			6.5		69.4	72.9				
11530-3319	LOW			2.0		95.8	54.5				
11530-3319	MID			2.0		91.7	62.0				
11530-3323	HIGH			8.08		0.7	97.1				
11530-3323	LOW			4.96		66.65	83.05				
11530-3323	MID			7.0		43.05	88.35				
11530-3327	HIGH			8.08		0.0	133.9				
11530-3327	LOW			8.0		0.0	133.5				
11530-3327	MID			8.0		0.0	133.7				
11530-3343	HIGH			2.96		43.05	75.94999999999999				
11530-3343	LOW			1.875		52.1	67.05				
11530-3343	MID			2.21		50.0	70.9				
11530-3348	HIGH			5.17		75.0	63.7				
11530-3348	LOW			2.25		80.6	44.1				
11530-3348	MID			2.25		75.0	49.3				
11530-3354	HIGH			7.83		2.8	129.1				
11530-3354	LOW			7.58		18.1	127.0				
11530-3354	MID			7.67		11.1	128.7				
11530-3359	HIGH			8.08		0.0	132.6				
11530-3359	LOW			8.0		0.0	132.2				
11530-3359	MID			8.08		0.0	132.4				
11530-3371	HIGH			8.08		27.8	97.7				
11530-3371	LOW			8.0		52.8	77.0				
11530-3371	MID			8.08		41.7	84.2				
11530-3373	HIGH			7.58		22.2	87.0				
11530-3373	LOW			4.92		61.1	79.8				
11530-3373	MID			6.58		41.7	85.0				
11530-3374	HIGH			7.92		0.0	144.0				
11530-3374	LOW			7.83		0.0	142.5				
11530-3374	MID			7.92		0.0	142.7				
11530-3375	HIGH			7.92		0.0	141.5				
11530-3375	LOW			7.83		0.0	140.0				
11530-3375	MID			7.92		0.0	140.1				
11530-3385	HIGH			8.08		11.1	109.5				
11530-3385	LOW			4.5		70.8	69.3				
11530-3385	MID			4.5		44.4	78.7				
11530-3386	HIGH			5.08		45.8	76.8				
11530-3386	LOW			1.92		88.9	55.6				
11530-3386	MID			3.25		75.0	65.3				
11530-3391	HIGH			7.75		9.0	107.6				
11530-3391	LOW			2.085		68.75	90.2				
11530-3391	MID			5.415		66.7	98.3				
11530-3397	HIGH			5.17		38.9	106.0				
11530-3397	LOW			0.0		90.3	50.0				
11530-3397	MID			1.5		80.6	63.7				
11530-34	HIGH			7.25		55.6	80.6				
11530-34	LOW			3.58		83.3	51.4				
11530-34	MID			4.67		75.0	59.0				
11530-3416	HIGH			7.92		1.4	101.9				
11530-3416	LOW			7.25		21.55	92.0				
11530-3416	MID			7.71		8.3	97.95				
11530-3437	HIGH			7.71		3.45	89.75				
11530-3437	LOW			2.71		68.75	70.55000000000001				
11530-3437	MID			5.665		63.2	77.95				
11530-3438	HIGH			5.17		52.8	80.6				
11530-3438	LOW			2.25		73.6	52.7				
11530-3438	MID			2.25		65.3	62.5				
11530-3459	HIGH			4.665		34.0	95.65				
11530-3459	LOW			2.875		61.8	69.5				
11530-3459	MID			3.54		48.6	76.75				
11530-3469	HIGH			7.665		18.75	115.15				
11530-3469	LOW			4.71		60.400000000000006	79.8				
11530-3469	MID			5.67		54.900000000000006	87.35				
11530-3470	HIGH			7.58		26.4	95.0				
11530-3470	LOW			1.5		76.4	79.8				
11530-3470	MID			5.42		68.1	86.8				
11530-3480	HIGH			6.75		25.0	135.3				
11530-3480	LOW			4.92		87.5	58.9				
11530-3480	MID			6.75		37.5	80.1				
11530-3485	HIGH			7.665		19.450000000000003	90.85				
11530-3485	LOW			3.67		71.5	72.1				
11530-3485	MID			6.585		58.35	78.15				
11530-3489	HIGH			7.33		20.8	112.5				
11530-3489	LOW			4.25		63.9	93.7				
11530-3489	MID			5.67		52.8	99.4				
11530-3496	HIGH			8.08		5.6	118.1				
11530-3496	LOW			5.08		23.6	104.6				
11530-3496	MID			5.17		22.2	108.7				
11530-3499	HIGH			4.83		54.2	78.6				
11530-3499	LOW			2.5		61.1	57.2				
11530-3499	MID			2.75		61.1	61.2				
11530-35	HIGH			7.545		23.6	88.44999999999999				
11530-35	LOW			5.0		73.6	72.19999999999999				
11530-35	MID			6.75		63.2	80.45				
11530-3509	HIGH			7.17		6.25	92.25				
11530-3509	LOW			6.375		30.55	82.65				
11530-3509	MID			6.71		23.65	88.65				
11530-3514	HIGH			7.455		16.0	114.6				
11530-3514	LOW			4.085		52.8	100.1				
11530-3514	MID			5.96		43.75	107.6				
11530-3515	HIGH			7.75		20.8	103.9				
11530-3515	LOW			0.75		69.4	79.0				
11530-3515	MID			5.83		59.7	85.1				
11530-3536	HIGH			5.75		52.8	76.8				
11530-3536	LOW			0.0		100.0	37.6				
11530-3536	MID			0.92		100.0	52.3				
11530-3565	HIGH			8.08		33.3	90.5				
11530-3565	LOW			8.08		33.3	88.6				
11530-3565	MID			8.08		33.3	89.5				
11530-3583	HIGH			5.67		40.3	85.5				
11530-3583	LOW			2.25		63.9	56.7				
11530-3583	MID			2.25		58.3	62.6				
11530-36	HIGH			5.21		61.1	68.85				
11530-36	LOW			0.835		84.0	42.75				
11530-36	MID			2.75		77.75	51.15				
11530-3600	HIGH			7.75		55.6	79.0				
11530-3600	LOW			2.17		69.4	60.0				
11530-3600	MID			2.58		62.5	66.8				
11530-3616	HIGH			8.0		0.0	142.7				
11530-3616	LOW			7.92		0.0	142.5				
11530-3616	MID			7.92		0.0	142.6				
11530-3618	HIGH			8.0		0.0	145.3				
11530-3618	LOW			7.92		0.0	145.0				
11530-3618	MID			7.92		0.0	145.2				
11530-3622	HIGH			7.75		33.3	83.4				
11530-3622	LOW			5.75		62.5	76.0				
11530-3622	MID			6.83		45.8	79.7				
11530-3641	HIGH			7.75		50.0	98.9				
11530-3641	LOW			0.42		90.3	60.4				
11530-3641	MID			1.17		83.3	71.8				
11530-3652	HIGH			6.17		65.3	68.9				
11530-3652	LOW			5.83		68.1	48.3				
11530-3652	MID			6.0		66.7	54.7				
11530-3660	HIGH			6.25		30.6	94.5				
11530-3660	LOW			3.25		59.7	68.8				
11530-3660	MID			5.58		47.2	77.5				
11530-3689	HIGH			6.42		63.9	89.1				
11530-3689	LOW			5.0		63.9	86.1				
11530-3689	MID			5.42		63.9	87.6				
11530-37	HIGH			5.25		54.2	86.5				
11530-37	LOW			2.58		59.7	77.0				
11530-37	MID			2.58		55.6	82.9				
11530-3700	HIGH			1.33		72.2	69.5				
11530-3700	LOW			0.0		83.3	42.9				
11530-3700	MID			0.0		83.3	50.3				
11530-3719	HIGH			2.33		43.1	86.9				
11530-3719	LOW			1.58		50.0	74.6				
11530-3719	MID			1.58		47.2	78.3				
11530-3730	HIGH			1.67		73.6	57.9				
11530-3730	LOW			1.5		81.9	44.1				
11530-3730	MID			1.5		77.8	49.6				
11530-3740	HIGH			7.83		0.0	140.1				
11530-3740	LOW			7.75		0.0	136.1				
11530-3740	MID			7.83		0.0	138.7				
11530-3757	HIGH			7.75		25.0	104.0				
11530-3757	LOW			4.33		65.3	81.8				
11530-3757	MID			6.83		50.0	86.5				
11530-3762	HIGH			5.75		56.9	67.5				
11530-3762	LOW			2.17		87.5	43.2				
11530-3762	MID			4.83		87.5	50.6				
11530-3775	HIGH			7.455		16.0	99.65				
11530-3775	LOW			3.0		54.900000000000006	82.80000000000001				
11530-3775	MID			4.375		51.4	87.6				
11530-3783	HIGH			4.17		65.3	73.1				
11530-3783	LOW			0.0		80.6	42.6				
11530-3783	MID			0.33		80.6	53.0				
11530-3798	HIGH			7.375		31.9	112.3				
11530-3798	LOW			4.58		43.05	81.05000000000001				
11530-3798	MID			5.29		38.9	87.85				
11530-3799	HIGH			5.5		68.1	74.7				
11530-3799	LOW			1.92		86.1	46.6				
11530-3799	MID			2.75		70.8	58.7				
11530-38	HIGH			7.71		2.1	86.25				
11530-38	LOW			3.08		91.65	67.15				
11530-38	MID			6.21		73.6	75.55				
11530-3802	HIGH			7.92		44.4	73.4				
11530-3802	LOW			3.17		90.3	36.0				
11530-3802	MID			6.33		86.1	46.0				
11530-3818	HIGH			5.17		23.6	104.0				
11530-3818	LOW			4.83		51.4	91.8				
11530-3818	MID			5.0		41.7	98.0				
