complex_osm_id	complex_name	n_buildings	n_with_height	total_flats	n_with_flats	built_year	max_levels	subdistrict	flats_complete	height_complete
510394413.0	역삼 자이	3	3	408	3	2016.0	31.0	역삼동	True	True
510394415.0	현대 까르띠에 710	3	3	137	3	2001.0	26.0	역삼동	True	True
510394439.0	개나리 SK뷰	3	3	240	3	2012.0	25.0	역삼동	True	True
513582414.0	압구정한양8차아파트	1	1	90	1	1984.0	15.0	압구정동	True	True
528132989.0	강변건영아파트	1	1	150	1	2002.0	22.0		True	True
541674457.0	두산위브트레지움아파트	1	1	98	1	2008.0	17.0		True	True
545594432.0	레미안포레아파트	15	15	1070	15	2014.0	12.0	자곡동	True	True
545594433.0	강남한양수자인아파트	26	26	1304	26	2014.0	10.0	자곡동	True	True
548704025.0	상록수아파트	22	22	740	22	1993.0	5.0	일원동	True	True
548704026.0	한솔마을아파트	19	19	570	19	1994.0	5.0	일원동	True	True
548704027.0	가람아파트	13	13	496	13	1993.0	5.0	일원동	True	True
548704028.0	청솔빌리지아파트	13	0	0	0			일원동	False	False
