osm_id	amenity	name	lon	lat
9299781443	bar	짱 노래천국	127.157904	37.4459226
9299781445	bar	가야포차	127.1282838	37.4326101
9299781447	bar	친구야 놀자 노래짱	127.1317868	37.4323613
9299781450	bar	한강 노래하는 포차 단란주점	127.1591004	37.4452594
9299781452	bar	짝사랑 노래클럽	127.135836	37.4307617
9299781453	bar	샤방샤방	127.1547958	37.44278
9299781456	bar	바나나단란주점	127.1338764	37.4339402
9299781457	bar	모란노래주점	127.1365353	37.4300812
9299781459	bar	색소폰라이브	127.1300465	37.4331787
9299781460	bar	정거장	127.1328562	37.43165
9299781461	bar	삼공사공	127.1284877	37.4324206
9299781463	bar	7080 해피데이 단란주점	127.1307145	37.4296465
9299781464	bar	기분조은 라이브	127.1314674	37.4316096
9299781465	bar	엄지노래빵	127.1328386	37.4333958
9299781466	bar	노래하는 두리포차	127.1550907	37.4429365
9299781467	bar	애플 노래밤	127.1329437	37.4331533
9299781468	bar	향원	127.1381178	37.4347635
9299781470	bar	노래하는 포장마차	127.159988	37.440344
9299781471	bar	딕훼밀리라이브(7080)칠공팔공	127.1329689	37.433411
9299781473	bar	삼순이노래빵	127.1347297	37.4337814
9299781484	bar	터널노래바	127.1525876	37.4424039
9299781489	bar	힐링노래빵	127.1559799	37.4440249
9299781490	bar	톡톡노래짱	127.1551387	37.4436331
9299781493	bar	신밧드노래빠	127.1535789	37.4428855
9299781494	bar	팝콘미디어	127.131236	37.4328991
9299781495	bar	써니노래짱	127.1560845	37.4441233
9299781496	bar	명품노래짱	127.1549937	37.4435996
9299781497	bar	365 노래빵	127.1552329	37.443648
9299781500	bar	캔디	127.1393135	37.4355115
9299781502	bar	우리노래바	127.1535923	37.4428706
9299781504	bar	로즈노래짱	127.156326	37.4441492
9299781505	bar	앤젤노래빵	127.1561608	37.4441465
9299781506	bar	탑노래빵	127.156394	37.4442578
9299781507	bar	애플노래빵	127.1563005	37.4441732
9299781508	bar	모란 스텐드바	127.1298909	37.4333007
9299781510	bar	허브노래짱	127.1548289	37.4435305
9299781511	bar	궁노래빵	127.1545898	37.4433651
9299781512	bar	아리아리노래빠	127.1538211	37.4430079
9299781513	bar	쿨노래바	127.1544022	37.443322
9299781514	bar	애플 노래밤	127.1315296	37.4329302
9299781515	bar	킹노래빠	127.1356103	37.4339605
9299781516	bar	베스트노래빠	127.1341401	37.4336163
9299781517	bar	모래시계	127.1298916	37.4323505
9299781518	bar	핑클노래빵	127.1298318	37.4317848
9299781519	bar	팡팡노래빠	127.1285159	37.4324217
9299781520	bar	오페라	127.1344118	37.4336915
9299781522	bar	국빈관관광나이트	127.1393908	37.4358823
9299781523	bar	짱	127.1394697	37.4354419
9299781528	bar	스페인	127.1301132	37.4299983
9299781529	bar	써니	127.1310556	37.4333961
9299781531	bar	심쿵노래짱	127.1315848	37.4330996
9299781532	bar	야생화	127.1317306	37.4330481
9299781534	bar	오렌지빵	127.1301738	37.4332065
9299781535	bar	쉬리노래빵	127.1312089	37.4330942
9299781536	bar	황진이노래빵	127.1299263	37.4328135
9299781537	bar	수정	127.1304923	37.4332944
9299781538	bar	캔디	127.1318973	37.4329928
9299781539	bar	오렌지노래밤	127.1316462	37.4329082
9299781540	bar	쿨	127.1299098	37.4316477
9299781541	bar	캐슬	127.1300576	37.4328276
9299781542	bar	스카이	127.1311097	37.4330251
9299781543	bar	무궁화	127.1308435	37.4330078
9299781544	bar	아톰	127.1306048	37.4327183
9299781545	bar	매니져	127.1306542	37.4329387
9299781546	bar	별밤가요리믹스	127.131447	37.4335917
9299781547	bar	임금님	127.1409568	37.4362555
9299781549	bar	샴푸나이트	127.1314108	37.4335768
9299781550	bar	피아노	127.129869	37.432584
9299781552	bar	야시노래빵	127.130783	37.4335793
9299781555	bar	가파치	127.1302873	37.4326399
9299781557	bar	와이(Y) 노래빠	127.1283277	37.4324075
9299781558	bar	노래타운	127.1392928	37.4353642
9299781560	bar	샵	127.1293801	37.4326187
9299781562	bar	파티	127.1316752	37.4335044
9299781565	bar	똥광2 노래바	127.132105	37.433233
9299781566	bar	링코노래타운 모란점	127.1294398	37.4327225
9299781567	bar	폭스	127.1301278	37.4328254
9299781568	bar	아랑궁	127.1358042	37.434344
9299781569	bar	샤론	127.1309599	37.4327918
9299781570	bar	룸노래 엘리스	127.1297998	37.4307282
9299781571	bar	귀족클럽	127.1305373	37.4329081
9299781572	bar	행복노래빵	127.1321585	37.4335997
9299781574	bar	루비	127.1284259	37.4316062
9299781576	bar	초이스 노래주점	127.1583054	37.4354456
9299781577	bar	마징가	127.1307366	37.4333089
9299781579	bar	보물섬	127.1301539	37.4334483
9299781580	bar	레몬노래밤	127.1322442	37.4330455
9299781587	bar	한잔해라이브	127.1418402	37.4436873
9299781588	bar	뮤지션	127.14466	37.440545
9299781589	bar	목터져 노래빠	127.1324758	37.4403752
9299781590	bar	제호노래빵	127.1317624	37.4404961
9299781591	bar	청춘7080라이브	127.1415268	37.4384678
9299781592	bar	홍왕노래빠	127.132223	37.4407338
9299781593	bar	연길노래주점	127.1336207	37.4410504
9299781594	bar	춘자노래빵	127.1333992	37.4406523
9299781595	bar	몽몽 라이브	127.1283722	37.4385429
9299781596	bar	허브 노래빵	127.1404453	37.4381716
9299781598	bar	청월노래빵	127.1319013	37.4402178
9299781599	bar	발리라이브	127.1394124	37.4435165
9299781600	bar	노래하는 호박마차	127.1301725	37.4401961
9299781601	bar	세시봉7080	127.1412996	37.4435212
9299781602	bar	아모르파티라이브7080	127.1287463	37.4394197
9299781603	bar	비트 단란주점	127.1400964	37.4429988
9299781604	bar	추억의 LIVE(라이브)	127.146105	37.4413213
9299781605	bar	짱 단란주점	127.1340074	37.4408369
9299781606	bar	7080야간대학	127.1470782	37.4412021
9299781607	bar	라인노래바	127.1454157	37.4413163
9299781608	bar	징검다리노래포차	127.1430133	37.4418937
9299781609	bar	오아시스라이브	127.1372258	37.4420851
9299781610	bar	짱단란주점	127.1450718	37.4407462
9299781611	bar	호박라이브	127.1436556	37.4420605
9299781612	bar	달마야놀자	127.1351783	37.4421971
9299781613	bar	영심이네단란주점	127.1431813	37.4430212
9299781614	bar	비제이(B.J)	127.1446485	37.4412026
9299781615	bar	명품 노래빵	127.1422543	37.4430505
9299781616	bar	아찌방	127.131485	37.4410347
9299781618	bar	부활 라이브 7080	127.1365488	37.4429099
9299781619	bar	팡팡 노래빵	127.1372701	37.4421042
9299781620	bar	다정포차	127.1492774	37.4425966
9299781621	bar	상록수	127.1428713	37.4394778
9299781622	bar	토마토주점	127.1341223	37.4406666
9299781623	bar	3050포차	127.1455653	37.4410741
9299781624	bar	별밤	127.1298726	37.4446362
9299781625	bar	앵콜노래짱	127.1428933	37.4444969
9299781627	bar	파티노래빵	127.1376398	37.4433684
9299781629	bar	까꿍3050	127.1336412	37.4422129
9299781630	bar	천지포차	127.1444948	37.4408051
9299781631	bar	옥라이브	127.1344492	37.440741
9299781632	bar	장녹수	127.1335716	37.4404012
9299781633	bar	호수포장마차	127.1391436	37.4423161
9299781634	bar	쎄시봉단란주점	127.1387021	37.442385
9299781635	bar	향수	127.1371346	37.4430764
9299781636	bar	중년라이브	127.1440923	37.4411614
9299781637	bar	탑7라이브7080	127.13113	37.44048
9299781638	bar	별빛노래주점	127.1430301	37.4418963
9299781639	bar	심쿵노래짱	127.1437	37.44195
9299781640	bar	메이드	127.14568	37.4408
9299781641	bar	가넷	127.14399	37.4412
9299781642	bar	보스 (BOSS)	127.14371	37.44094
9299781643	bar	쿨노래빵	127.13909	37.44371
9299781644	bar	스타노래빵	127.1335795	37.4416808
9299781645	bar	비타민	127.1398129	37.4430779
9299781646	bar	엔젤노래빵	127.1469544	37.4411562
9299781647	bar	소리새 노래팡	127.1382199	37.4430393
9299781648	bar	히든노래짱	127.1472921	37.4412758
9299781649	bar	명품노래빵	127.1391034	37.4428655
9299781650	bar	코미디언 이정표 라이브클럽	127.144997	37.4403672
9299781651	bar	팡팡노래빵	127.1439801	37.4403598
9299781652	bar	짱노래천국	127.1469658	37.4411418
9299781653	bar	해 노래빠(BAR)	127.1406486	37.4648988
9299781654	bar	품 노래빠(BAR)	127.1406694	37.4648834
9299781655	bar	달 노래빠(BAR)	127.1406271	37.4649143
9299781656	bar	올인 노래방	127.1435515	37.4412758
9299781657	bar	로또노래바	127.1511757	37.4426192
9299781658	bar	빙고 노래짱	127.1470085	37.4413729
9299781659	bar	썸노래빵	127.1441309	37.4410097
9299781660	bar	윙크 노래빵	127.1487895	37.4417731
9299781661	bar	썬노래짱	127.1444432	37.4403722
9299781662	bar	준노래빵	127.1400269	37.4431425
9299781663	bar	쌍떼 노래빵	127.1411307	37.4434659
9299781664	bar	예스클럽	127.140376	37.4432532
9299781665	bar	은하수노래빠	127.143335	37.4394451
9299781666	bar	환희노래빵	127.1398478	37.4430805
9299781667	bar	큐빅노래바	127.1446633	37.4411766
9299781668	bar	엠비시노래주점	127.1461303	37.4410782
9299781669	bar	뉴월드	127.1416306	37.4432352
9299781670	bar	오로라노래빵	127.1408059	37.4432112
9299781671	bar	히히	127.1448	37.4407983
9299781672	bar	주노래빵	127.1383281	37.4424724
9299781673	bar	몽마르죠 노래빵	127.1458545	37.4414817
9299781674	bar	썸 노래빠	127.1418529	37.4436511
9299781675	bar	나는가수다라이브	127.1415023	37.4435857
9299781676	bar	라이브친구	127.1365135	37.4430358
9299781677	bar	따봉 노래빵	127.1373168	37.4419694
9299781678	bar	우신스텐드바	127.1389251	37.4426479
9299781679	bar	조아조아노래짱	127.1358767	37.4414093
9299781680	bar	썬샤인	127.138612	37.4423573
9299781681	bar	핑크노래빵	127.1431853	37.4430047
9299781682	bar	진주 노래빵	127.1430651	37.4423085
9299781683	bar	별밤노래빠	127.1471857	37.4416895
9299781684	bar	에이스노래빵	127.1390511	37.4424957
9299781685	bar	보리	127.142457	37.4431151
9299781686	bar	황진이	127.1483031	37.4418147
9299781687	bar	아세안 노래바	127.1432734	37.4418775
9299781688	bar	딸기 노래빵	127.1409729	37.4434287
9299781689	bar	소나타노래빵	127.1433632	37.4394168
9299781690	bar	디올	127.1366727	37.4429469
9299781691	bar	오렌지노래빵	127.1484969	37.4416629
9299781692	bar	쇼우7080노래바	127.1415803	37.4432246
9299781693	bar	잉카노래바	127.1416534	37.44324
9299781694	bar	쎄봉 노래짱	127.1436844	37.4420658
9299781695	bar	워싱턴	127.1486882	37.4417364
9299781696	bar	가인노래빵	127.1311806	37.4399962
9299781697	bar	여궁	127.1395693	37.4426436
9299781698	bar	황제 7080	127.1339003	37.4413047
9299781699	bar	스케줄	127.1357417	37.4413542
9299781700	bar	더존노래터	127.1361208	37.4427897
9299781701	bar	야호 노래빵	127.1354718	37.4422263
9299781702	bar	더블유	127.1477597	37.4418919
9299781703	bar	팝콘노래짱	127.1283877	37.4401379
9299781704	bar	엠비(MB)	127.1470642	37.4413835
9299781705	bar	궁전스탠드빠	127.143006	37.4435335
9299781706	bar	산성	127.1418984	37.4435345
9299781707	bar	말리브	127.1382258	37.4435169
9299781708	bar	부킹나이트라이브	127.1432848	37.4418376
9299781709	bar	홍빠	127.1439915	37.4413421
9299781710	bar	야래향 노래빵	127.1355952	37.4413171
9299781711	bar	오렌지노래빵	127.1287818	37.4394271
9299781712	bar	주준코소주호프노래타운	127.1467917	37.4415515
9299781713	bar	K2노래바	127.1413377	37.443152
9299781714	bar	상하이 노래빵	127.1355259	37.4414518
9299781715	bar	키키	127.1448201	37.4407636
9299781716	bar	애플노래빵	127.1430456	37.4435516
9299781717	bar	타임노래빠	127.1459167	37.4409865
9299781718	bar	불꽃	127.1434421	37.442942
9299781719	bar	에로스	127.144807	37.4401856
9299781720	bar	넘버원클럽	127.1413144	37.443494
9299781721	bar	아싸노래빵	127.1481363	37.4415702
9299781722	bar	루루노래천국	127.1398397	37.4427176
9299781723	bar	팡팡 술파는 노래빠	127.1293488	37.4342249
9299781724	bar	야시노래빵	127.1329695	37.4406762
9299781725	bar	여우노래빵	127.1483118	37.4417992
9299781726	bar	퀸 노래빵	127.1383068	37.4433463
