osm_id	name	isced_level_raw	is_elementary	is_middle	is_high	level_source	lon	lat
469943842	주엽초등학교	1	True	False	False	isced_tag	126.7617955	37.6672375
469946177	호수초등학교	1	True	False	False	isced_tag	126.7783568	37.6468793
470117828	일산동고등학교	3	False	False	True	isced_tag	126.7687861	37.7004032
470900967	백석중학교	2	False	True	False	isced_tag	126.7824537	37.6417447
470900970	백신고등학교	3	False	False	True	isced_tag	126.7816421	37.6423817
471218510	능곡초등학교	1	True	False	False	isced_tag	126.816035	37.6239289
471308208	백신초등학교	1	True	False	False	isced_tag	126.7815275	37.6440309
471411127	벽제초등학교	1	True	False	False	isced_tag	126.8435784	37.6958569
475336718	오마초등학교	1	True	False	False	isced_tag	126.7627264	37.6768625
477237743	문화초등학교	1	True	False	False	isced_tag	126.7675377	37.6747175
478028302	원당초등학교	1	True	False	False	isced_tag	126.8351665	37.6621193
479994398	일산고등학교	3	False	False	True	isced_tag	126.7675608	37.6882522
480337926	성라초등학교	1	True	False	False	isced_tag	126.8336975	37.6524069
488454954	백양초등학교	1	True	False	False	isced_tag	126.8360936	37.6319708
499636132	저동중학교	2	False	True	False	isced_tag	126.7780101	37.6704753
499636133	저동고등학교	3	False	False	True	isced_tag	126.7792974	37.6709698
503695094	가람중학교	2	False	True	False	isced_tag	126.8411715	37.6233647
503695095	가람초등학교	1	True	False	False	isced_tag	126.8422518	37.6234268
607690477	성사초등학교	1	True	False	False	isced_tag	126.8440294	37.6576444
607690478	성사고등학교	3	False	False	True	isced_tag	126.8421934	37.6627619
607690479	성사중학교	2	False	True	False	isced_tag	126.8429849	37.6635923
607690489	백양중학교	2	False	True	False	isced_tag	126.8359042	37.6310895
626360708	금계초등학교	1	True	False	False	isced_tag	126.7840882	37.6499454
627717204	백신중학교	2	False	True	False	isced_tag	126.7833955	37.6509912
640025517	양일초등학교	1	True	False	False	isced_tag	126.8131481	37.6855057
640039631	중산중학교	2	False	True	False	isced_tag	126.7835577	37.691079
640039634	중산초등학교	1	True	False	False	isced_tag	126.7836121	37.6900768
