aptSeq	floor_band	n_obs	repr_floor	obs_height	winter_sunlight_hours	winter_continuous_hours	winter_total_hours_8_16	sun_hours_spring	open_span_max	view_block_pct	open_angle_mean	assign_confidence
11410-56	MID	1	9.0	23.9	6.08	6.08	7.5	8.08	360.0	0.0	100.0	LOW
11410-58	HIGH	2	5.0	12.7	5.915	5.915	6.915	7.625	90.0	56.95	78.5	HIGH
11410-58	LOW	2	2.0	4.3	5.125	5.125	5.625	7.08	50.0	73.6	72.15	HIGH
11410-58	MID	2	3.0	7.1	5.5	5.5	6.0	7.375	50.0	70.85	74.4	HIGH
11410-59	HIGH	2	14.0	37.900000000000006	4.46	4.46	5.46	8.08	235.0	29.849999999999998	93.2	NAME
11410-59	LOW	2	3.0	7.1	2.875	2.875	3.75	4.71	80.0	59.0	77.80000000000001	NAME
11410-59	MID	2	8.5	22.5	3.835	3.835	4.79	7.0	205.0	41.650000000000006	83.69999999999999	NAME
11410-6	HIGH	1	9.0	23.9	5.67	5.67	6.67	7.75	55.0	69.4	75.0	LOW
11410-6	LOW	1	2.0	4.3	4.42	4.42	5.08	6.83	35.0	80.6	69.5	LOW
11410-6	MID	1	5.0	12.7	4.92	4.83	5.83	7.25	35.0	75.0	71.8	LOW
11410-60	HIGH	10	15.0	40.7	6.08	6.08	7.915	8.08	160.0	25.0	106.4	NAME
11410-60	LOW	10	3.0	7.1	2.79	2.085	4.25	6.665	100.0	62.5	81.4	NAME
11410-60	MID	10	9.0	23.9	5.17	4.96	6.17	7.33	135.0	56.25	89.75	NAME
11410-61	HIGH	1	12.0	32.3	6.08	6.08	7.33	8.08	275.0	18.1	90.2	LOW
11410-61	LOW	1	3.0	7.1	6.08	6.08	7.25	7.17	120.0	52.8	81.3	LOW
11410-61	MID	1	7.0	18.3	6.08	6.08	7.33	7.67	235.0	31.9	84.8	LOW
11410-63	HIGH	14	11.5	30.9	6.08	6.08	7.375	8.08	220.0	28.5	109.5	MIXED
11410-63	LOW	14	2.5	5.699999999999999	0.92	0.835	1.795	6.75	82.5	71.5	83.65	MIXED
11410-63	MID	14	7.0	18.3	4.04	3.25	4.625	8.04	100.0	65.3	93.75	MIXED
11410-65	HIGH	2	14.0	37.900000000000006	6.08	6.08	7.915	8.08	352.5	2.1	123.80000000000001	NAME
11410-65	LOW	2	3.0	7.1	6.08	6.08	7.875	7.29	192.5	38.9	104.75	NAME
11410-65	MID	2	8.5	22.5	6.08	6.08	7.875	7.625	227.5	20.85	108.9	NAME
11410-67	HIGH	10	13.0	35.1	6.08	6.08	7.54	8.08	330.0	8.3	92.85	NAME
11410-67	LOW	10	3.0	7.1	3.75	3.75	3.75	7.0	72.5	72.25	71.69999999999999	NAME
11410-67	MID	10	8.0	21.1	5.625	5.625	5.96	8.04	95.0	63.85	79.2	NAME
11410-68	HIGH	8	13.0	35.1	6.08	6.08	8.0	8.08	285.0	16.0	95.65	NAME
11410-68	LOW	8	3.0	7.1	3.455	3.375	4.79	7.045	97.5	52.8	79.0	NAME
11410-68	MID	8	8.0	21.1	4.71	4.71	6.085	8.08	210.0	38.2	85.4	NAME
11410-69	HIGH	2	13.0	35.1	6.08	6.08	7.79	8.08	200.0	27.75	106.95	LOW
11410-69	LOW	2	3.0	7.1	3.165	2.29	3.835	6.795	102.5	67.4	91.75	LOW
11410-69	MID	2	8.0	21.1	5.5	5.5	6.625	7.29	132.5	58.300000000000004	99.35	LOW
11410-7	HIGH	3	14.0	37.9	6.08	6.08	7.58	8.08	325.0	9.7	89.6	MIXED
11410-7	LOW	3	3.0	7.1	4.58	4.25	5.08	6.58	80.0	62.5	72.0	MIXED
11410-7	MID	3	8.0	21.1	6.08	6.08	7.42	7.42	140.0	45.8	81.7	MIXED
11410-71	HIGH	5	13.0	35.1	6.08	6.08	7.75	8.08	350.0	2.8	111.4	NAME
11410-71	LOW	5	3.0	7.1	6.08	6.08	7.75	6.17	150.0	38.9	96.0	NAME
11410-71	MID	5	8.0	21.1	6.08	6.08	7.75	7.42	155.0	36.1	100.9	NAME
11410-711	HIGH	1	6.0	15.5	4.33	4.33	4.33	6.33	130.0	51.4	83.2	LOW
11410-711	LOW	1	2.0	4.3	4.08	4.08	4.08	5.92	95.0	61.1	78.8	LOW
11410-711	MID	1	4.0	9.9	4.08	4.08	4.08	6.08	130.0	54.2	81.0	LOW
11410-77	HIGH	6	13.0	35.1	6.08	6.08	8.08	8.08	330.0	8.3	128.3	HIGH
11410-77	LOW	6	3.0	7.1	3.08	2.33	4.54	6.915	172.5	42.35	113.95	HIGH
11410-77	MID	6	8.0	21.1	4.295	3.08	5.795	8.08	202.5	40.3	119.35	HIGH
11410-81	HIGH	1	17.0	46.3	6.08	6.08	8.08	8.08	360.0	0.0	127.5	LOW
11410-81	LOW	1	4.0	9.9	6.08	6.08	7.08	8.08	265.0	26.4	111.5	LOW
11410-81	MID	1	10.0	26.7	6.08	6.08	8.08	8.08	275.0	20.8	115.8	LOW
11410-82	HIGH	3	13.0	35.1	6.08	6.08	8.08	8.08	360.0	0.0	117.3	NAME
11410-82	LOW	3	3.0	7.1	5.92	5.92	6.67	7.83	115.0	40.3	93.5	NAME
11410-82	MID	3	8.0	21.1	6.08	6.08	7.5	8.08	225.0	33.3	99.4	NAME
11410-84	HIGH	3	10.0	26.7	6.08	6.08	8.08	8.08	360.0	0.0	95.6	LOW
11410-84	LOW	3	2.0	4.3	5.17	5.17	6.17	8.08	125.0	38.9	85.6	LOW
11410-84	MID	3	6.0	15.5	5.58	5.58	6.58	8.08	135.0	33.3	91.0	LOW
11410-85	HIGH	11	13.0	35.1	6.08	6.08	7.58	8.08	350.0	2.8	83.2	MIXED
11410-85	LOW	11	3.0	7.1	2.58	2.58	3.0	6.17	10.0	97.2	57.8	MIXED
11410-85	MID	11	8.0	21.1	4.25	4.17	4.42	7.67	15.0	91.7	68.7	MIXED
11410-87	HIGH	1	9.0	23.9	6.08	6.08	7.5	8.08	360.0	0.0	96.9	LOW
11410-87	LOW	1	2.0	4.3	4.33	4.33	5.33	8.08	150.0	37.5	91.0	LOW
11410-87	MID	1	5.0	12.7	5.42	5.42	6.42	8.08	150.0	33.3	93.5	LOW
11410-88	HIGH	1	12.0	32.3	6.08	6.08	8.08	8.08	360.0	0.0	120.0	LOW
11410-88	LOW	1	3.0	7.1	6.08	6.08	8.08	8.08	345.0	4.2	116.8	LOW
11410-88	MID	1	7.0	18.3	6.08	6.08	8.08	8.08	360.0	0.0	117.7	LOW
11410-89	HIGH	4	11.0	29.5	6.08	6.08	8.08	8.08	107.5	32.65	84.95	MIXED
11410-89	LOW	4	3.0	7.1	2.585	2.585	3.625	7.46	72.5	72.9	70.75	MIXED
11410-89	MID	4	7.0	18.3	5.71	5.29	6.67	7.955	87.5	64.6	76.80000000000001	MIXED
11410-9	HIGH	8	14.5	39.3	6.08	6.08	7.665	8.08	212.5	18.75	97.0	NAME
11410-9	LOW	8	3.0	7.1	1.92	1.92	2.75	7.705	67.5	63.9	80.15	NAME
11410-9	MID	8	8.5	22.5	5.375	5.33	6.375	8.08	77.5	57.650000000000006	87.25	NAME
11410-92	HIGH	1	10.0	26.7	6.08	6.08	6.83	8.08	260.0	27.8	89.6	LOW
11410-92	LOW	1	2.0	4.3	5.17	5.17	5.25	7.08	75.0	76.4	82.0	LOW
11410-92	MID	1	6.0	15.5	5.17	5.17	5.58	8.0	115.0	40.3	85.8	LOW
11410-93	HIGH	3	13.0	35.1	6.08	6.08	8.08	8.08	360.0	0.0	96.4	NAME
11410-93	LOW	3	3.0	7.1	6.08	6.08	7.67	7.75	130.0	44.4	82.0	NAME
11410-93	MID	3	8.0	21.1	6.08	6.08	8.0	8.08	140.0	30.6	87.9	NAME
11410-95	HIGH	6	13.0	35.1	6.08	6.08	7.795	8.08	335.0	6.95	107.65	NAME
11410-95	LOW	6	3.0	7.1	5.335	5.335	5.415	7.585	140.0	32.599999999999994	95.35	NAME
11410-95	MID	6	8.0	21.1	5.75	5.67	6.04	8.08	162.5	24.299999999999997	99.25	NAME
11410-96	HIGH	7	16.0	43.5	6.08	6.08	8.08	8.08	270.0	23.6	115.6	NAME
11410-96	LOW	7	4.0	9.9	4.58	4.58	5.58	7.0	160.0	48.6	90.9	NAME
11410-96	MID	7	10.0	26.7	4.58	4.58	5.58	7.83	185.0	48.6	98.8	NAME
11410-97	HIGH	1	13.0	35.1	6.08	6.08	8.08	8.08	360.0	0.0	122.8	HIGH
11410-97	LOW	1	3.0	7.1	4.42	4.42	4.75	8.08	255.0	23.6	112.2	HIGH
11410-97	MID	1	8.0	21.1	6.08	6.08	7.83	8.08	305.0	13.9	115.2	HIGH
11440-1	HIGH	2	19.0	51.9	5.29	5.29	6.165	8.08	217.5	27.049999999999997	102.6	NAME
11440-1	LOW	2	4.0	9.9	1.625	1.625	1.83	6.29	105.0	44.45	76.75	NAME
11440-1	MID	2	11.0	29.5	3.0	2.25	3.455	6.5	137.5	36.85	84.69999999999999	NAME
11440-10	HIGH	6	17.5	47.7	6.08	6.08	8.0	8.08	195.0	25.0	95.75	NAME
11440-10	LOW	6	4.0	9.9	3.125	2.58	3.54	5.875	67.5	74.3	68.9	NAME
11440-10	MID	6	10.5	28.1	5.085	4.875	5.835	7.29	90.0	63.2	80.55000000000001	NAME
11440-100	HIGH	1	6.0	15.5	5.5	5.5	6.5	8.08	100.0	51.4	78.7	LOW
11440-100	LOW	1	2.0	4.3	4.33	3.67	4.33	7.58	30.0	77.8	63.2	LOW
11440-100	MID	1	4.0	9.9	4.83	4.83	5.5	8.0	65.0	59.7	69.4	LOW
11440-101	HIGH	1	6.0	15.5	6.08	6.08	7.25	8.08	270.0	23.6	92.3	LOW
11440-101	LOW	1	2.0	4.3	5.17	5.17	5.58	7.75	70.0	69.4	74.5	LOW
11440-101	MID	1	4.0	9.9	5.92	5.92	6.58	8.08	160.0	36.1	80.5	LOW
11440-102	HIGH	1	6.0	15.5	6.08	6.08	8.08	8.08	300.0	16.7	84.5	LOW
11440-102	LOW	1	2.0	4.3	4.08	4.08	4.08	7.08	20.0	90.3	62.3	LOW
11440-102	MID	1	4.0	9.9	5.83	5.83	6.5	8.08	120.0	50.0	74.2	LOW
11440-103	HIGH	1	15.0	40.7	6.08	6.08	8.08	8.08	360.0	0.0	122.6	HIGH
11440-103	LOW	1	3.0	7.1	6.08	6.08	7.92	8.08	340.0	5.6	94.4	HIGH
11440-103	MID	1	9.0	23.9	6.08	6.08	8.08	8.08	360.0	0.0	99.8	HIGH
11440-105	HIGH	1	8.0	21.1	6.08	6.08	7.92	7.83	310.0	13.9	97.1	LOW
11440-105	LOW	1	2.0	4.3	6.08	6.08	6.83	7.83	170.0	20.8	86.4	LOW
11440-105	MID	1	5.0	12.7	6.08	6.08	7.75	7.83	310.0	13.9	88.9	LOW
11440-107	HIGH	1	15.0	40.7	5.58	5.58	6.58	8.08	305.0	15.3	109.0	HIGH
11440-107	LOW	1	3.0	7.1	5.58	5.58	6.58	6.0	260.0	27.8	84.8	HIGH
11440-107	MID	1	9.0	23.9	5.58	5.58	6.58	6.33	260.0	27.8	90.9	HIGH
11440-108	HIGH	1	13.0	35.1	6.08	6.08	8.08	8.08	275.0	23.6	90.9	LOW
11440-108	LOW	1	3.0	7.1	6.08	6.08	8.08	8.08	200.0	41.7	81.3	LOW
11440-108	MID	1	8.0	21.1	6.08	6.08	8.08	8.08	245.0	31.9	86.6	LOW
11440-109	HIGH	8	12.0	32.3	6.08	6.08	7.58	8.08	360.0	0.0	97.25	NAME
11440-109	LOW	8	3.0	7.1	3.71	3.625	4.21	7.29	72.5	70.8	83.25	NAME
11440-109	MID	8	7.0	18.3	4.92	4.92	5.71	8.0	97.5	59.75	89.2	NAME
11440-11	HIGH	1	13.0	35.1	2.33	2.33	2.33	4.17	115.0	55.6	72.4	LOW
11440-11	LOW	1	3.0	7.1	2.33	2.33	2.33	2.75	15.0	84.7	60.9	LOW
11440-11	MID	1	8.0	21.1	2.33	2.33	2.33	2.75	45.0	75.0	66.1	LOW
11440-110	HIGH	1	5.0	12.7	5.92	5.92	6.92	8.08	165.0	22.2	91.7	LOW
11440-110	LOW	1	2.0	4.3	5.92	5.92	6.92	7.67	160.0	27.8	89.9	LOW
11440-110	MID	1	3.0	7.1	5.92	5.92	6.92	7.83	160.0	27.8	90.5	LOW
11440-112	HIGH	1	16.0	43.5	6.08	6.08	7.67	8.08	270.0	12.5	103.7	NAME
11440-112	LOW	1	4.0	9.9	5.83	5.83	6.83	6.17	140.0	48.6	77.4	NAME
11440-112	MID	1	10.0	26.7	6.08	6.08	7.25	7.25	210.0	34.7	83.7	NAME
11440-115	HIGH	1	6.0	15.5	6.08	6.08	7.25	8.08	290.0	19.4	100.3	LOW
11440-115	LOW	1	2.0	4.3	6.08	6.08	7.17	6.5	290.0	19.4	91.9	LOW
11440-115	MID	1	4.0	9.9	6.08	6.08	7.17	7.0	290.0	19.4	94.7	LOW
11440-118	HIGH	10	18.5	50.5	6.08	6.08	7.335	8.08	212.5	33.3	98.44999999999999	NAME
11440-118	LOW	10	4.0	9.9	0.915	0.915	1.25	5.375	47.5	84.7	55.2	NAME
11440-118	MID	10	11.0	29.5	3.46	3.415	3.915	6.67	82.5	74.3	68.4	NAME
11440-119	HIGH	1	6.0	15.5	6.08	6.08	8.08	8.08	335.0	5.6	97.9	LOW
11440-119	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	310.0	12.5	96.9	LOW
11440-119	MID	1	4.0	9.9	6.08	6.08	8.08	8.08	325.0	8.3	97.4	LOW
11440-12	HIGH	11	13.0	35.1	5.67	5.58	6.67	8.08	135.0	48.6	81.4	NAME
11440-12	LOW	11	3.0	7.1	1.92	1.5	1.92	6.58	25.0	86.1	64.1	NAME
11440-12	MID	11	8.0	21.1	4.92	4.92	5.58	7.42	40.0	73.6	72.9	NAME
11440-120	HIGH	1	9.0	23.9	4.17	4.17	5.17	6.58	55.0	81.9	67.9	LOW
11440-120	LOW	1	2.0	4.3	2.58	2.58	3.58	4.67	55.0	83.3	56.5	LOW
11440-120	MID	1	5.0	12.7	2.58	2.58	3.58	5.33	55.0	83.3	60.9	LOW
11440-121	HIGH	2	13.0	35.1	6.08	6.08	7.54	8.04	210.0	38.2	96.0	NAME
11440-121	LOW	2	3.0	7.1	3.915	3.085	4.5	7.25	52.5	68.75	72.4	NAME
11440-121	MID	2	8.0	21.1	6.08	6.08	7.25	7.71	97.5	59.75	78.2	NAME
11440-122	HIGH	6	20.0	54.7	6.0	6.0	7.125	8.08	152.5	37.5	98.35	NAME
11440-122	LOW	6	4.0	9.9	1.54	1.415	1.665	4.415	45.0	81.94999999999999	59.45	NAME
11440-122	MID	6	12.0	32.3	3.415	2.835	3.915	6.79	52.5	72.94999999999999	69.6	NAME
11440-123	HIGH	4	17.5	47.7	6.08	6.08	7.79	8.08	267.5	22.2	103.6	NAME
11440-123	LOW	4	4.0	9.9	5.42	5.42	5.83	7.085	105.0	49.3	76.0	NAME
11440-123	MID	4	10.5	28.1	5.625	5.625	6.165	7.83	135.0	36.8	81.35	NAME
11440-124	HIGH	3	16.0	43.5	6.08	6.08	7.25	8.08	75.0	61.1	85.2	NAME
11440-124	LOW	3	4.0	9.9	2.58	2.58	2.58	6.5	40.0	76.4	69.2	NAME
11440-124	MID	3	10.0	26.7	4.17	4.17	4.25	8.08	45.0	73.6	75.9	NAME
11440-125	HIGH	1	15.0	40.7	6.08	6.08	7.5	8.08	315.0	12.5	98.1	LOW
11440-125	LOW	1	3.0	7.1	5.33	5.33	6.33	8.08	90.0	52.8	83.3	LOW
11440-125	MID	1	9.0	23.9	5.92	5.92	6.92	8.08	110.0	38.9	89.2	LOW
11440-126	HIGH	2	13.0	35.1	5.915	5.915	6.915	7.83	145.0	41.0	83.4	NAME
11440-126	LOW	2	3.0	7.1	3.17	2.835	4.17	6.46	102.5	70.1	67.94999999999999	NAME
11440-126	MID	2	8.0	21.1	4.085	3.295	5.085	7.085	107.5	66.7	75.6	NAME
11440-127	HIGH	1	9.0	23.9	6.08	6.08	8.08	8.08	360.0	0.0	103.3	LOW
11440-127	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	240.0	13.9	99.4	LOW
11440-127	MID	1	5.0	12.7	6.08	6.08	8.08	8.08	340.0	5.6	100.5	LOW
11440-128	HIGH	1	14.0	37.9	6.08	6.08	7.75	8.08	360.0	0.0	119.8	LOW
11440-128	LOW	1	3.0	7.1	2.58	2.58	3.58	8.08	185.0	23.6	91.3	LOW
11440-128	MID	1	8.0	21.1	4.5	4.5	5.5	8.08	190.0	20.8	95.1	LOW
11440-129	HIGH	3	16.0	43.5	5.75	5.75	6.75	8.08	225.0	20.8	89.1	HIGH
11440-129	LOW	3	4.0	9.9	5.75	5.75	6.42	5.5	75.0	55.6	69.3	HIGH
11440-129	MID	3	10.0	26.7	5.75	5.75	6.75	5.75	115.0	41.7	75.9	HIGH
11440-13	HIGH	2	12.5	33.7	5.875	5.875	7.295	8.08	175.0	45.849999999999994	80.2	NAME
11440-13	LOW	2	2.5	5.699999999999999	0.67	0.5	0.67	7.21	10.0	95.1	66.25	NAME
11440-13	MID	2	7.5	19.7	4.585	3.67	4.915	7.915	50.0	77.1	73.5	NAME
11440-131	HIGH	1	13.0	35.1	6.08	6.08	7.17	8.08	340.0	5.6	143.6	LOW
11440-131	LOW	1	3.0	7.1	4.92	4.92	5.92	7.0	245.0	12.5	130.8	LOW
11440-131	MID	1	8.0	21.1	4.92	4.92	5.92	8.08	325.0	9.7	135.2	LOW
11440-133	HIGH	1	15.0	40.7	6.08	6.08	8.08	8.08	360.0	0.0	119.1	LOW
11440-133	LOW	1	3.0	7.1	6.08	6.08	8.08	8.08	305.0	11.1	109.8	LOW
11440-133	MID	1	9.0	23.9	6.08	6.08	8.08	8.08	340.0	5.6	111.5	LOW
11440-135	HIGH	9	14.0	37.9	6.08	6.08	8.08	8.08	225.0	34.7	92.3	MIXED
11440-135	LOW	9	3.0	7.1	4.5	4.5	5.08	7.17	35.0	79.2	71.5	MIXED
11440-135	MID	9	8.0	21.1	6.08	6.08	7.75	8.08	90.0	48.6	81.9	MIXED
11440-136	HIGH	7	16.0	43.5	6.08	6.08	7.25	8.08	155.0	34.7	90.6	MIXED
11440-136	LOW	7	4.0	9.9	4.33	2.92	5.33	6.17	65.0	73.6	76.0	MIXED
11440-136	MID	7	10.0	26.7	5.33	4.83	6.33	8.08	80.0	61.1	80.8	MIXED
11440-138	HIGH	1	6.0	15.5	6.08	6.08	7.83	8.08	305.0	15.3	97.4	LOW
11440-138	LOW	1	2.0	4.3	5.42	5.42	5.67	8.08	45.0	76.4	75.0	LOW
11440-138	MID	1	4.0	9.9	6.08	6.08	7.42	8.08	305.0	15.3	92.6	LOW
11440-139	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	335.0	5.6	96.6	LOW
11440-139	LOW	1	2.0	4.3	6.08	6.08	8.0	8.08	320.0	9.7	95.8	LOW
11440-139	MID	1	3.0	7.1	6.08	6.08	8.0	8.08	335.0	5.6	96.1	LOW
11440-140	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	340.0	4.2	96.5	LOW
11440-140	LOW	1	2.0	4.3	6.08	6.08	8.0	8.08	320.0	11.1	95.8	LOW
11440-140	MID	1	3.0	7.1	6.08	6.08	8.0	8.08	330.0	8.3	96.0	LOW
11440-141	HIGH	1	6.0	15.5	4.83	4.83	5.83	7.83	160.0	22.2	89.2	HIGH
11440-141	LOW	1	2.0	4.3	4.83	4.83	5.83	6.67	150.0	29.2	86.5	HIGH
11440-141	MID	1	4.0	9.9	4.83	4.83	5.83	7.17	150.0	29.2	87.8	HIGH
11440-142	HIGH	4	13.0	35.1	4.5	3.92	4.705	8.08	132.5	38.2	81.44999999999999	HIGH
11440-142	LOW	4	3.0	7.1	1.04	0.875	1.46	6.67	67.5	63.900000000000006	65.0	HIGH
11440-142	MID	4	8.0	21.1	1.04	0.875	1.545	7.54	82.5	54.150000000000006	72.44999999999999	HIGH
11440-143	HIGH	1	12.0	32.3	6.08	6.08	8.08	8.08	280.0	16.7	86.0	NAME
11440-143	LOW	1	3.0	7.1	5.75	5.75	6.5	8.08	70.0	51.4	78.6	NAME
11440-143	MID	1	7.0	18.3	6.08	6.08	7.17	8.08	80.0	33.3	80.8	NAME
11440-144	HIGH	1	6.0	15.5	5.58	5.58	6.42	8.08	260.0	27.8	88.9	LOW
11440-144	LOW	1	2.0	4.3	2.58	2.58	2.58	7.33	55.0	80.6	68.9	LOW
11440-144	MID	1	4.0	9.9	4.92	4.92	5.33	8.0	85.0	45.8	77.2	LOW
11440-145	HIGH	1	6.0	15.5	6.08	6.08	8.0	8.08	360.0	0.0	90.7	LOW
11440-145	LOW	1	2.0	4.3	5.17	5.17	6.17	6.75	175.0	45.8	79.3	LOW
11440-145	MID	1	4.0	9.9	6.08	6.08	7.25	8.0	260.0	26.4	86.3	LOW
11440-146	HIGH	6	13.0	35.1	6.08	6.08	8.08	8.08	360.0	0.0	120.7	NAME
11440-146	LOW	6	3.0	7.1	4.835	4.17	6.165	8.08	105.0	36.1	79.6	NAME
11440-146	MID	6	8.0	21.1	5.71	4.96	7.335	8.08	277.5	9.0	108.44999999999999	NAME
11440-147	HIGH	10	19.0	51.9	5.29	5.29	6.33	8.08	167.5	33.35	85.7	NAME
11440-147	LOW	10	4.5	11.3	2.085	1.75	2.5	5.25	15.0	93.05000000000001	58.65	NAME
11440-147	MID	10	11.5	30.9	3.375	2.25	3.79	7.58	32.5	79.2	67.45	NAME
11440-148	HIGH	1	6.0	15.5	5.33	5.33	6.33	8.08	135.0	26.4	85.2	LOW
11440-148	LOW	1	2.0	4.3	4.83	4.83	5.83	8.08	80.0	48.6	81.2	LOW
11440-148	MID	1	4.0	9.9	5.08	5.08	6.08	8.08	135.0	29.2	82.5	LOW
11440-149	HIGH	10	18.0	49.1	5.125	5.08	6.125	8.08	182.5	28.5	92.2	NAME
11440-149	LOW	10	4.0	9.9	1.165	1.165	1.54	5.04	90.0	70.15	63.6	NAME
11440-149	MID	10	11.0	29.5	3.665	3.665	4.25	6.875	115.0	61.1	71.94999999999999	NAME
11440-15	HIGH	14	15.0	40.7	6.08	6.08	7.54	8.08	132.5	37.5	81.85	NAME
11440-15	LOW	14	3.0	7.1	1.335	1.08	1.42	5.54	20.0	94.4	59.25	NAME
11440-15	MID	14	9.0	23.9	4.085	4.085	4.75	7.71	47.5	77.75	69.0	NAME
11440-150	HIGH	1	6.0	15.5	6.08	6.08	8.08	8.08	320.0	11.1	129.6	LEVEL_MISMATCH
11440-150	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	320.0	11.1	129.1	LEVEL_MISMATCH
11440-150	MID	1	4.0	9.9	6.08	6.08	8.08	8.08	320.0	11.1	129.4	LEVEL_MISMATCH
11440-151	HIGH	10	14.5	39.3	5.835	5.835	7.21	7.795	115.0	45.150000000000006	91.5	NAME
11440-151	LOW	10	3.0	7.1	2.085	1.92	2.92	6.375	72.5	69.4	68.25	NAME
11440-151	MID	10	8.5	22.5	4.165	4.165	5.375	7.33	80.0	68.05000000000001	75.85	NAME
11440-152	HIGH	1	18.0	49.1	6.08	6.08	8.08	8.08	335.0	6.9	120.6	LOW
11440-152	LOW	1	4.0	9.9	6.08	6.08	8.08	7.33	160.0	44.4	106.9	LOW
11440-152	MID	1	11.0	29.5	6.08	6.08	8.08	7.58	160.0	25.0	110.7	LOW
11440-153	HIGH	1	6.0	15.5	6.08	6.08	7.25	8.08	140.0	26.4	105.1	LOW
11440-153	LOW	1	2.0	4.3	6.08	6.08	7.25	8.08	140.0	33.3	103.3	LOW
11440-153	MID	1	4.0	9.9	6.08	6.08	7.25	8.08	140.0	29.2	104.2	LOW
11440-154	HIGH	1	6.0	15.5	6.08	6.08	7.25	8.08	245.0	29.2	83.3	HIGH
11440-154	LOW	1	2.0	4.3	5.75	4.75	6.75	8.08	190.0	34.7	81.1	HIGH
11440-154	MID	1	4.0	9.9	6.08	6.08	7.08	8.08	190.0	34.7	82.2	HIGH
11440-157	HIGH	1	8.0	21.1	6.08	6.08	7.25	8.08	235.0	13.9	125.0	HIGH
11440-157	LOW	1	2.0	4.3	6.08	6.08	7.25	8.08	110.0	26.4	121.2	HIGH
11440-157	MID	1	5.0	12.7	6.08	6.08	7.25	8.08	110.0	23.6	123.1	HIGH
11440-159	HIGH	1	10.0	26.7	6.08	6.08	7.42	8.08	360.0	0.0	111.6	LOW
11440-159	LOW	1	2.0	4.3	6.08	6.08	7.17	8.08	135.0	22.2	97.3	LOW
11440-159	MID	1	6.0	15.5	6.08	6.08	7.33	8.08	315.0	12.5	105.0	LOW
11440-16	HIGH	1	15.0	40.7	4.42	4.42	5.42	7.83	170.0	38.9	77.6	LOW
11440-16	LOW	1	3.0	7.1	1.42	1.42	1.42	7.67	25.0	87.5	67.0	LOW
11440-16	MID	1	9.0	23.9	3.17	2.25	3.42	7.83	35.0	65.3	72.2	LOW
11440-161	HIGH	1	6.0	15.5	6.08	6.08	8.08	8.08	215.0	22.2	90.8	LOW
11440-161	LOW	1	2.0	4.3	4.75	4.75	5.5	7.83	20.0	93.1	66.2	LOW
11440-161	MID	1	4.0	9.9	6.08	6.08	7.67	8.08	65.0	66.7	75.7	LOW
11440-162	HIGH	1	6.0	15.5	6.08	6.08	7.92	8.08	350.0	2.8	96.4	LOW
11440-162	LOW	1	2.0	4.3	5.33	4.58	6.58	8.08	105.0	54.2	75.7	LOW
11440-162	MID	1	4.0	9.9	6.08	6.08	7.75	8.08	280.0	22.2	84.4	LOW
11440-163	HIGH	2	13.5	36.5	6.08	6.08	7.835	8.08	177.5	42.349999999999994	92.80000000000001	NAME
11440-163	LOW	2	3.0	7.1	6.0	6.0	6.335	7.585	85.0	59.7	78.4	NAME
11440-163	MID	2	8.0	21.1	6.0	6.0	6.75	7.955	107.5	54.900000000000006	84.25	NAME
11440-164	HIGH	1	6.0	15.5	6.08	6.08	8.0	8.08	220.0	33.3	98.6	LOW
11440-164	LOW	1	2.0	4.3	6.08	6.08	7.83	8.08	200.0	40.3	97.1	LOW
11440-164	MID	1	4.0	9.9	6.08	6.08	7.92	8.08	215.0	36.1	97.8	LOW
11440-166	HIGH	1	7.0	18.3	4.83	4.83	5.67	7.83	115.0	44.4	98.9	LOW
11440-166	LOW	1	2.0	4.3	4.83	4.83	5.25	5.5	115.0	47.2	94.9	LOW
11440-166	MID	1	4.0	9.9	4.83	4.83	5.42	6.83	115.0	44.4	96.4	LOW
11440-168	HIGH	15	12.0	32.3	6.08	6.08	7.67	8.08	335.0	6.9	90.0	NAME
11440-168	LOW	15	3.0	7.1	3.33	3.33	3.83	7.33	40.0	76.4	74.3	NAME
11440-168	MID	15	7.0	18.3	5.17	4.92	6.17	7.92	55.0	62.5	80.7	NAME
11440-169	HIGH	10	12.0	32.3	6.08	6.08	8.0	8.08	290.0	12.5	97.69999999999999	MIXED
11440-169	LOW	10	3.0	7.1	4.875	4.835	6.205	8.08	105.0	54.900000000000006	82.2	MIXED
11440-169	MID	10	7.0	18.3	6.08	6.08	7.75	8.08	120.0	39.599999999999994	87.35	MIXED
11440-17	HIGH	7	13.0	35.1	6.08	6.08	7.83	8.08	245.0	18.1	84.6	MIXED
11440-17	LOW	7	3.0	7.1	5.5	5.5	5.5	7.42	35.0	80.6	72.9	MIXED
11440-17	MID	7	8.0	21.1	5.92	5.92	6.5	8.08	85.0	52.8	77.7	MIXED
11440-171	HIGH	3	13.0	35.1	6.08	6.08	8.08	8.08	280.0	22.2	88.9	NAME
11440-171	LOW	3	3.0	7.1	4.5	4.5	4.92	7.83	70.0	65.3	75.2	NAME
11440-171	MID	3	8.0	21.1	5.33	5.33	6.25	8.08	105.0	56.9	82.1	NAME
