confidence	aptSeq	apt_name	gu	addr_road	n_deals	build_year	reg_year	osm_year_median	year_diff	n_dong	reg_dong	dong_diff	reg_units	n_by_boundary	n_height_imputed	max_levels	max_height_m	mean_dist	dong_dist_max	levels_spread	year_spread	prescreen	dong_list	kakao_map_url	verdict	note
MIXED	11530-4594	고척아이파크(주상복합)	구로구	서울 구로구 경인로43길 49	2	2022.0		2022.0	0.0	8.0				4.0	0.0	45.0	143.0	206.4387077909959	328.0	31.0	18.0	층수편차31F 준공편차18년 거리상한	?:14F:50m | 103동:45F:143m | 106:22F:67m | 104동:45F:143m | 105:23F:69m | ?:23F:65m | 105동:40F:129m | 106동:43F:138m	https://map.kakao.com/link/map/고척아이파크(주상복합),37.4991318775075,126.857590075507		
MIXED	11200-3358	금호벽산(임대)(미공시)	성동구	서울 성동구 행당로6길 2	1	2001.0		2001.0	0.0	6.0				5.0	0.0	20.0	65.0	206.5538824136647	521.0	8.0	5.0	층수편차8F 준공편차5년 거리상한	501:20F:64m | 502:20F:64m | 503:20F:64m | 505:20F:64m | ?:12F:33m | 105:20F:65m	https://map.kakao.com/link/map/금호벽산(임대)(미공시),37.5553937219904,127.025371864252		
NAME	11350-81	한신1	노원구	서울 노원구 공릉로 351	702	1988.0	1988.0	1988.0	0.0	3.0	3.0	0.0	960.0	0.0	0.0	15.0	42.0	129.25386156842356	141.0	0.0	0.0		3:15F:42m | 9:15F:42m | 2:15F:42m	https://map.kakao.com/link/map/한신1,37.6381251181875,127.06790995973		
NAME	11380-11371	베르디움STAY1	은평구	서울 은평구 통일로 767	252	2022.0	2022.0	2022.0	0.0	4.0	4.0	0.0	977.0	0.0	0.0	28.0	88.0	77.16600706994738	151.0	4.0	0.0		101동:24F:77m | 102동:28F:88m | 103동:28F:88m | 104동:27F:85m	https://map.kakao.com/link/map/베르디움STAY1,37.6139964990436,126.926499742667		
NAME	11215-3062	광장힐스테이트	광진구	서울 광진구 아차산로 537-17	232	2012.0	2012.0	2012.0	0.0	5.0	5.0	0.0	453.0	0.0	0.0	25.0	72.0	59.51019717015534	100.0	21.0	0.0	층수편차21F	1402동:25F:72m | 1401동:25F:72m | 1403동:25F:72m | 1404동:4F:13m | 1405동:4F:13m	https://map.kakao.com/link/map/광장힐스테이트,37.5429620594914,127.099658987674		
NAME	11350-119	중계3우성	노원구	서울 노원구 덕릉로 613	131	1999.0	1999.0	1999.0	0.0	2.0	2.0	0.0	213.0	0.0	0.0	24.0	67.0	29.913733783986267	57.0	10.0	0.0	층수편차10F	301:24F:67m | 302:14F:39m	https://map.kakao.com/link/map/중계3우성,37.6521799757143,127.073100006389		
NAME	11560-1363	신동아파밀리에	영등포구	서울 영등포구 영신로33길 3	122	2008.0	2008.0	2008.0	0.0	4.0	4.0	0.0	167.0	0.0	0.0	15.0	40.0	38.84480655639385	63.0	6.0	0.0		101:9F:25m | 104:13F:32m | 102:11F:26m | 103:15F:40m	https://map.kakao.com/link/map/신동아파밀리에,37.5200135057373,126.900163967123		
NAME	11440-3930	상암월드컵파크1단지	마포구	서울 마포구 월드컵북로47길 8	101	2003.0	2003.0	2003.0	0.0	6.0	6.0	0.0	820.0	0.0	0.0	19.0	53.0	79.31338988525705	134.0	2.0	0.0		101동:17F:47m | 106동:17F:45m | 105동:17F:47m | 102동:19F:53m | 104동:17F:47m | 103동:19F:53m	https://map.kakao.com/link/map/상암월드컵파크1단지,37.5747581541862,126.893339869101		
NAME	11170-7	한신	용산구	서울 용산구 녹사평대로 245	47	1981.0	1981.0	1981.0	0.0	2.0	2.0	0.0	95.0	0.0	0.0	8.0	22.4	51.68210542709576	100.0	0.0	0.0		2:8F:22m | 1:8F:22m	https://map.kakao.com/link/map/한신,37.5401911157794,126.987079028306		
NAME	11710-92	문정대우푸르지오3차	송파구	서울 송파구 송이로 257	45	2002.0	2002.0	2002.0	0.0	2.0	2.0	0.0	150.0	0.0	0.0	15.0	40.0	57.36512582339665	88.0	0.0	0.0		301:15F:40m | 302:15F:40m	https://map.kakao.com/link/map/문정대우푸르지오3차,37.4874367355363,127.132967922567		
NAME	11260-97	한신아파트상가동유치원동(102~102)	중랑구	서울 중랑구 동일로 752	35	1998.0	1997.0	1998.0	0.0	4.0	4.0	0.0	1544.0	0.0	0.0	27.0	75.0	100.3704816515431	120.0	1.0	0.0		108동:26F:72m | 104동:26F:72m | 109동:27F:75m | 101동:26F:72m	https://map.kakao.com/link/map/한신아파트상가동유치원동(102~102),37.5970090851956,127.082070702444		
NAME	11290-93	태극에버빌	성북구	서울 성북구 동소문로26마길 46	1	2003.0	2003.0			1.0	1.0	0.0	19.0	0.0	0.0			3.6778218883802793	4.0				태극에버빌아파트:?F:?m	https://map.kakao.com/link/map/태극에버빌,37.5958494779923,127.021652365102		
