aptSeq	apt_name	gu	confidence	osm_id	name	name_key	levels	height_m	dist_m	assign_method
11530-3689	양지쉐르빌아파트	구로구	LOW	184575422	107	107	16.0	42.0	38.11418050285575	nearest
11530-50	그랜드	구로구	LOW	249977113	고척동그랜드아파트 (Gochuk-dong Grand Apt.)	고척동그랜드아파트(GOCHUK-DONGGRANDAPT.)	12.0	33.599999999999994	32.04819325761163	nearest
11530-66	한성	구로구	HIGH	249977123	A	A	20.0	56.0	54.56069134171747	boundary
11530-188	오류그린	구로구	LOW	250081937	203	203	20.0	54.0	242.8045518178835	nearest
11470-361	벽산블루밍2단지	양천구	LOW	250088370	106	106	19.0	51.0	210.4864936583852	nearest
11530-82	신개봉삼환	구로구	LOW	250092786	신개봉삼환아파트	신개봉삼환아파트	19.0	53.0	46.449439564320485	nearest
11530-88	청실	구로구	HIGH	250092788	1	1	15.0	42.0	2.57595632320325	boundary
11470-119	목동신시가지10	양천구	LOW	250100747	1104동	1104	12.0	33.599999999999994	349.5684271480419	nearest
11470-119	목동신시가지10	양천구	LOW	250100748	1110동	1110	15.0	42.0	363.3153354591422	nearest
11470-119	목동신시가지10	양천구	LOW	250100749	1109동	1109	15.0	42.0	304.34876422783594	nearest
11470-119	목동신시가지10	양천구	LOW	250100750	1108동	1108	15.0	42.0	243.0311666368082	nearest
11470-119	목동신시가지10	양천구	LOW	250100751	1105동	1105	12.0	33.599999999999994	294.5024704809528	nearest
11470-119	목동신시가지10	양천구	LOW	250100752	1106동	1106	12.0	33.599999999999994	242.12880372930584	nearest
11470-119	목동신시가지10	양천구	LOW	250100753	1107동	1107	15.0	42.0	192.82242780091116	nearest
11530-85	우성	구로구	HIGH	250296131	1	1	13.0	36.0	2.2593636039699434	boundary
11530-4593	고척아이파크(아파트)	구로구	LOW	250306436	1	1	13.0	36.4	71.45858225163235	nearest
11530-91	현대	구로구	LOW	252227175	19	19	25.0	70.0	118.4498702957496	nearest
11530-97	신세기	구로구	LOW	252227216	102	102	28.0	78.0	111.9475293288946	nearest
11530-179	해피그린(171-24)	구로구	HIGH	252575091	102	102			8.62361310131902	boundary
11530-65	하이리빙	구로구	LOW	252575094	하이리빙아파트 (HiLiving Apt.)	하이리빙아파트(HILIVINGAPT.)	13.0	36.4	1.8362475119405015	nearest
11530-184	비젼	구로구	LOW	252616582	B	B			132.74174672180126	nearest
11530-183	천신하이츠	구로구	LOW	252616583	A	A			174.5218513406611	nearest
11530-86	진로	구로구	LOW	252616585	A	A	11.0	30.0	1.5820520093946873	nearest
11530-182	중앙힐	구로구	LOW	252616586	B	B			146.3620807989708	nearest
11530-70	거성	구로구	LOW	252616588	나	나			77.89451507459536	nearest
11530-70	거성	구로구	LOW	252616589	가	가			68.04260706683478	nearest
11530-90	한진	구로구	LOW	252616600	3	3		74.5	209.49709109516724	nearest
11530-90	한진	구로구	LOW	252616602	2	2		74.5	190.35026939426837	nearest
11530-90	한진	구로구	LOW	252616603	1	1		74.5	178.48593412132578	nearest
11530-3402	아이에스빌리브	구로구	HIGH	252910504	117	117	12.0	33.0	44.7639738946184	boundary
11530-115	영풍마드레빌	구로구	LOW	252910544	4	4		59.0	139.14953244261503	nearest
11530-115	영풍마드레빌	구로구	LOW	252910545	3	3		59.0	155.3927077932781	nearest
11530-115	영풍마드레빌	구로구	LOW	252910546	1	1		59.0	157.85806650780592	nearest
11530-100	동보	구로구	LOW	252914825	102	102			69.32650972161677	nearest
11530-100	동보	구로구	LOW	252914829	103	103			32.45497003793962	nearest
11530-3327	더메디치	구로구	LOW	252914844	F	F			204.4036294275438	nearest
11530-669	대산	구로구	LOW	252914846	C	C			85.0508560409165	nearest
11530-100	동보	구로구	LOW	252914848	E	E			76.55644077525773	nearest
11530-4349	비에이치수반애수목원아파트	구로구	LOW	252914850	D	D			75.83820500800527	nearest
11530-142	동부(101동~103동)	구로구	LOW	296409088	예성라온팰리스103동	예성라온팰리스103	15.0	54.0	96.06241928055358	nearest
11530-142	동부(101동~103동)	구로구	LOW	296409089	예성라온팰리스102동	예성라온팰리스102	22.0	75.0	61.26735878572023	nearest
11530-96	동도센트리움(70-12)	구로구	LOW	296409091	동도센트리움	동도센트리움	20.0	66.0	3.5937905619436674	nearest
11470-119	목동신시가지10	양천구	LOW	399055593	목동아크로빌 2차	목동아크로빌2차	15.0	46.0	115.9242753946205	nearest
11470-166	대림아크로빌	양천구	HIGH	399055596	B동	B	23.0	76.0	51.40632464892276	boundary
11530-4223	한양아이클래스구로	구로구	LOW	465796118	한양아이클래스구로	한양아이클래스구로	16.0	47.0	3.490481061048312	nearest
11530-3146	이좋은집	구로구	LOW	468385697	이좋은집	이좋은집	15.0	65.0	3.64582668300689	nearest
11530-3873	천왕이펜하우스에스	구로구	LOW	470457899	천왕이펜하우스S	천왕이펜하우스S	9.0	28.0	3.082624240312412	nearest
11530-103	라인	구로구	LOW	470490249	라인아파트	라인아파트	22.0	62.0	2.9855533469270847	nearest
11530-193	현대홈타운스위트	구로구	LOW	473306190	삼풍아파트	삼풍아파트	11.0	31.0	143.28099229992594	nearest
11530-3292	진성그린아파트	구로구	LOW	473599318	트라움 팰리스	트라움팰리스			118.7634961632092	nearest
11470-237	신정그랑프리	양천구	LOW	481596411	1029동	1029	15.0	42.0	163.32082351551537	nearest
11530-108	시티월드	구로구	LOW	533746584	씨티월드	씨티월드	18.0	65.0	8.695502207124132	nearest
11470-166	대림아크로빌	양천구	HIGH	563057521	A동	A	23.0	76.0	0.8958281673333459	boundary
11530-164	한가람	구로구	LOW	769559668	102	102	18.0	53.0	43.73785786727993	nearest
11530-77	두산	구로구	LOW	769559670	104	104	17.0	50.0	255.6061454522887	nearest
11530-3900	다청림시티	구로구	LOW	871068604	101	101			109.61582906480432	nearest
11470-5628	목동센트럴아이파크위브2단지	양천구	HIGH	881244679	107	107	21.0	61.0	113.59255370716718	boundary
11470-5629	목동센트럴아이파크위브3단지	양천구	HIGH	881244697	406	406	22.0	64.0	87.33303966935406	boundary
11470-5629	목동센트럴아이파크위브3단지	양천구	HIGH	881244700	407	407	22.0	63.0	64.08335079520917	boundary
11470-5627	목동센트럴아이파크위브1단지	양천구	HIGH	881244701	209	209	21.0	62.0	285.66423892174646	boundary
11470-5630	목동센트럴아이파크위브4단지	양천구	HIGH	881244707	304	304	18.0	54.0	367.4372767220672	boundary
11470-5630	목동센트럴아이파크위브4단지	양천구	HIGH	881244708	303	303	16.0	46.0	322.6678214218617	boundary
11530-4223	한양아이클래스구로	구로구	LOW	881261118	107	107	34.0	96.0	104.63173432431208	nearest
11530-3734	다청림(356)	구로구	HIGH	917649390	나	나	7.0	19.6	2.7664770074875755	boundary
11530-3725	다청림	구로구	HIGH	917649391	가	가	7.0	19.6	1.129891310975142	boundary
11470-242	자성	양천구	LOW	1039486872	103	103	25.0	77.0	151.24921273709623	nearest
11530-123	두양그린B동	구로구	LOW	1074295604	102	102	22.0	61.0	277.9792097099987	nearest
11530-223	왕궁	구로구	LOW	1271908649	110	110			216.96720488832264	nearest
11530-223	왕궁	구로구	LOW	1271908650	109	109			224.8959376193611	nearest
11530-242	한백고은	구로구	LOW	1322823188	해품달	해품달	5.0	14.0	37.66386066836966	nearest
11530-142	동부(101동~103동)	구로구	LOW	1465165195	예성라온팰리스101동	예성라온팰리스101	22.0	75.0	24.381471433302533	nearest
11620-2044	보라매우성	관악구	LOW	166431169	보라매우성아파트	보라매우성아파트	22.0	74.0	9.39171393211493	nearest
11530-3386	고척LIG리가2차	구로구	HIGH	250307396	103	103	20.0	56.0	123.07244383305878	boundary
11530-3385	고척LIG리가1차	구로구	HIGH	250307399	203	203	17.0	49.0	50.55184554874985	boundary
11530-69	벽산	구로구	HIGH	252225930	113	113	25.0	68.0	113.8601705684836	boundary
11530-69	벽산	구로구	HIGH	252225931	114	114	25.0	68.0	80.60647084873274	boundary
11530-69	벽산	구로구	HIGH	252225932	115	115	25.0	68.0	101.7808921068864	boundary
11530-69	벽산	구로구	HIGH	252225941	125	125	25.0	68.0	99.6865554009634	boundary
11530-69	벽산	구로구	HIGH	252225942	126	126	25.0	68.0	55.185135582886645	boundary
11530-89	한마을	구로구	HIGH	252226543	209	209	25.0	70.0	101.20011689771664	boundary
11530-89	한마을	구로구	HIGH	252226544	202	202	25.0	70.0	137.37182239404046	boundary
11530-89	한마을	구로구	HIGH	252226545	210	210	25.0	70.0	91.14829006344252	boundary
11530-89	한마을	구로구	HIGH	252226546	211	211	23.0	65.0	46.84161223428162	boundary
11530-89	한마을	구로구	HIGH	252226547	201	201	20.0	56.0	135.49836157060994	boundary
11530-57	성원	구로구	LOW	252582470	성원아파트 (Sungwon Apt.)	성원아파트(SUNGWONAPT.)	10.0	28.0	1.13630369179686	nearest
11470-127	목동우성3	양천구	LOW	252620720	목동우성 3차아파트 301동	목동우성3차아파트301	19.0	51.0	18.76115247043539	nearest
11470-172	목동2삼성래미안	양천구	HIGH	252891423	101	101	12.0	32.0	63.77827712733214	boundary
11470-172	목동2삼성래미안	양천구	HIGH	252891425	102	102	16.0	43.0	27.040842636592966	boundary
11530-26	월드	구로구	LOW	252899282	101	101	21.0	59.0	29.50977464217546	nearest
11530-3229	구로에스케이뷰	구로구	HIGH	252903421	A	A	24.0	73.0	6.080855883065908	boundary
11530-132	동아3	구로구	LOW	252993600	806	806	24.0	69.0	178.60317633479974	nearest
11530-3174	SKVIEW	구로구	LOW	252993612	101	101	28.0	96.0	41.34470267227445	nearest
11530-33	한국현대	구로구	LOW	252997564	한국현대아파트	한국현대아파트	15.0	41.0	2.2824820122191767	nearest
11530-40	현대의보아파트	구로구	LOW	252997565	구일현대아파트	구일현대아파트	17.0	47.0	32.80201510827233	nearest
11530-137	주공2	구로구	MIXED	252997593	208	208	20.0	57.0	68.94093118142781	nearest
11530-163	대림e-편한세상4	구로구	LOW	252998111	205	205	22.0	66.0	117.49683810046292	nearest
11530-168	대림e-편한세상7	구로구	LOW	252998118	301	301	24.0	67.0	99.38778840955808	nearest
11530-135	우성5	구로구	LOW	252998147	303	303	15.0	41.0	33.47161267485117	nearest
11530-141	우성3	구로구	LOW	252998148	501	501	11.0	31.0	54.31048824763119	nearest
11530-1	구일우성	구로구	HIGH	253000688	119	119	5.0	14.0	94.714606347442	boundary
11530-3289	근상프리즘	구로구	LOW	253001672	근상프리즘아파트	근상프리즘아파트	15.0	47.0	14.97686514443589	nearest
11530-3214	한일유앤아이	구로구	HIGH	253002692	101	101	20.0	54.0	57.177777451236445	boundary
11590-3874	상도타워A동	동작구	LOW	278134718	상도타워아파트	상도타워아파트			14.787178959216948	nearest
11590-3	삼익	동작구	LOW	278144942	삼익아파트	삼익아파트	19.0	57.0	54.21441054150474	nearest
11530-149	성삼하이츠	구로구	LOW	285366866	성삼하이츠아파트	성삼하이츠아파트	18.0	47.0	1.7857865768260996	nearest
11620-192	하이캐슬	관악구	LOW	294742307	하이캐슬아파트	하이캐슬아파트	25.0	70.0	4.842917130562598	nearest
11560-1971	문래모아미래도	영등포구	LOW	355418077	청년취업사관학교 영등포캠퍼스	청년취업사관학교영등포캠퍼스	20.0	60.0	73.01712914740651	nearest
11560-71	미주프라자	영등포구	LOW	355418087	미주프라자 아파트	미주프라자아파트	15.0	47.0	2.609547647792951	nearest
11560-156	문래동원데자뷰	영등포구	LOW	355419633	문래동원데자뷰아파트	문래동원데자뷰아파트	13.0	37.0	4.225612164879058	nearest
11530-53	산업인	구로구	HIGH	399050168	1	1			27.01270068687658	boundary
11530-53	산업인	구로구	HIGH	399050171	2	2			58.070030639283566	boundary
11530-53	산업인	구로구	HIGH	399050175	4	4			89.2920264291687	boundary
11530-53	산업인	구로구	HIGH	399050176	5	5			1.8242976470129573	boundary
11530-53	산업인	구로구	HIGH	399050179	7	7			109.60379738017886	boundary
11530-53	산업인	구로구	HIGH	399050180	8	8			127.06573521935788	boundary
11530-53	산업인	구로구	HIGH	399050181	9	9			94.58634855896592	boundary
11530-53	산업인	구로구	HIGH	399050182	10	10			115.39554985933869	boundary
11470-122	목동신시가지13	양천구	MIXED	399055600	목동이스타빌3	목동이스타빌3	18.0	63.0	274.4939586974806	nearest
11545-19	진도1차	금천구	LOW	407459019	진도아파트	진도아파트	10.0	27.0	1.6948396861492248	nearest
11620-24	인헌	관악구	LOW	439707880	직원아파트	직원아파트			209.1801172026779	nearest
11545-1860	가산지웰에스테이트	금천구	LOW	468658113	가산지웰에스테이트	가산지웰에스테이트	16.0	50.0	6.052148023735956	nearest
11545-1957	비즈트위트바이올렛5차	금천구	LOW	468658709	비즈트위트 바이올렛	비즈트위트바이올렛	15.0	39.0	4.584411875990988	nearest
11545-2452	가산지웰에스테이트2차	금천구	LOW	468658923	가산 지웰에스테이트 2차	가산지웰에스테이트2차	12.0	40.0	4.070653476648077	nearest
11530-161	보람쉬움	구로구	LOW	468925277	구로보람쉬움아파트 101동	구로보람쉬움아파트101	20.0	62.0	0.6785836655399908	nearest
11545-28	각산	금천구	LOW	468979238	각산아파트	각산아파트	12.0	34.0	2.623886934187118	nearest
11530-163	대림e-편한세상4	구로구	LOW	469019913	관정 신도림 오피스텔	관정신도림오피스텔	20.0	77.0	211.1943620479961	nearest
11545-164	대광아파트	금천구	LOW	469027995	대광교회	대광교회			4.716322000831597	nearest
11530-3268	초롱타운	구로구	LOW	469086887	삼정빌딩	삼정빌딩	10.0	32.0	289.9538261912016	nearest
11545-63	우방	금천구	HIGH	469596615	106동	106	22.0	60.0	47.14374709153702	boundary
11545-63	우방	금천구	HIGH	469596837	105동	105	25.0	69.0	1.46396270767784	boundary
11545-63	우방	금천구	HIGH	469612684	103동	103	20.0	55.0	49.39284574486855	boundary
11545-63	우방	금천구	HIGH	469612685	102동	102	20.0	55.0	78.1228289624663	boundary
11545-63	우방	금천구	HIGH	469613338	101동	101	25.0	69.0	100.2880561042184	boundary
11545-63	우방	금천구	HIGH	469614801	104동	104	15.0	41.0	41.20498831204073	boundary
11545-156	힐탑아파트3차(894-3)	금천구	LOW	469617405	힐탑3,4차 아파트	힐탑3,4차아파트	7.0	19.6	11.723076644944726	nearest
11545-109	금광	금천구	HIGH	469889550	금광포란재아파트	금광포란재아파트	11.0	29.0	1.9422200645072265	boundary
11545-40	벽산3	금천구	HIGH	469931099	101동	101	19.0	51.0	1.1608015867863335	boundary
11620-15	복권	관악구	HIGH	469957301	103	103			44.94496282337654	boundary
11620-15	복권	관악구	HIGH	469957302	102	102			24.195786045551205	boundary
11620-15	복권	관악구	HIGH	469957303	101	101			1.2045682339090982	boundary
11530-3288	케어빌(98-8)	구로구	LOW	471317130	로제리움2차	로제리움2차			61.39306966428573	nearest
11530-36	현대	구로구	HIGH	471492414	신구로 현대아파트 1동	신구로현대아파트1	15.0	42.0	36.538570211974005	boundary
11530-36	현대	구로구	HIGH	471492635	신구로 현대아파트 2동	신구로현대아파트2	15.0	42.0	96.15021268313522	boundary
11530-36	현대	구로구	HIGH	471492850	신구로 현대아파트 3동	신구로현대아파트3	15.0	42.0	159.14355137414918	boundary
11620-79	에셀비전21	관악구	LOW	472044602	에셀비전21아파트	에셀비전21아파트	14.0	37.0	6.837528528116708	nearest
11560-64	문래두산위브	영등포구	LOW	472084890	두산 위브 101동	두산위브101	15.0	42.0	44.07362755381965	nearest
11560-64	문래두산위브	영등포구	LOW	472084891	두산 위브 102동	두산위브102	15.0	42.0	46.49157714537781	nearest
11560-1696	보라매정은벚꽃마을	영등포구	LOW	472322827	103동	103	20.0	54.0	61.959586379249046	nearest
11530-163	대림e-편한세상4	구로구	LOW	472627452	푸르지오1차	푸르지오1차	30.0	103.0	170.93322087492308	nearest
11530-3270	덕영드림	구로구	LOW	473607052	두올 오피스텔	두올오피스텔			144.06584281528637	nearest
11530-3269	신구로자이	구로구	LOW	473607914	신구로 자이 나인스 애비뉴	신구로자이나인스애비뉴	36.0	122.0	12.750235160572991	nearest
11530-44	뉴홍현솔레디움	구로구	LOW	473608801	뉴홍 현솔레디움 아파트	뉴홍현솔레디움아파트			3.6055454406806025	nearest
11545-87	예전이룸(965-1)	금천구	LOW	480970346	101동	101	15.0	42.0	175.5539627310836	nearest
11470-146	제이월드	양천구	LOW	482237128	924동	924	15.0	42.0	136.0015727510707	nearest
11560-2	영등포푸르지오	영등포구	LOW	482847227	영등포 푸르지오 113동	영등포푸르지오113	21.0	56.8	156.6151795125471	nearest
11560-2	영등포푸르지오	영등포구	LOW	482847885	영등포 푸르지오 112동	영등포푸르지오112	17.0	45.6	134.23144986657744	nearest
11545-1745	SM엘루이	금천구	LOW	499830354	에스엠엘루이아파트	에스엠엘루이아파트	15.0	43.0	3.67918286301699	nearest
11545-35	대도훼미리	금천구	LOW	500136204	101동	101	10.0	34.0	147.34714844242572	nearest
11470-128	목동현대3차	양천구	HIGH	501417612	109	109	20.0	56.0	478.49055697055394	boundary
11545-57	신세계	금천구	LOW	510235572	가동	가			198.96053815439555	nearest
11620-11	두산	관악구	LOW	545398192	109	109	23.0	64.0	42.48902000182167	nearest
11620-11	두산	관악구	LOW	545398193	110	110	23.0	64.0	81.58702595754828	nearest
11620-11	두산	관악구	LOW	545398194	111	111	23.0	64.0	96.45252604362446	nearest
11620-11	두산	관악구	LOW	545398195	112	112	23.0	64.0	138.32449833123977	nearest
11620-11	두산	관악구	LOW	545398197	113	113	23.0	64.0	163.9780802560223	nearest
11545-176	백운	금천구	LOW	554184170	네오밸리	네오밸리			99.88352337246292	nearest
11620-58	신림현대	관악구	MIXED	567075015	일성트루엘	일성트루엘	11.0	42.0	590.7460565776089	nearest
11545-4	주상복합두산	금천구	LOW	568085544	두산뉴그린타운아파트	두산뉴그린타운아파트	9.0	32.0	1.687514264557893	nearest
11560-2043	G밸리소홈	영등포구	LOW	568809826	예성유토피아 201동	예성유토피아201	15.0	60.0	125.33578071670432	nearest
11530-161	보람쉬움	구로구	LOW	568809827	구로보람쉬움아파트 102동	구로보람쉬움아파트102	18.0	62.0	31.182930124817865	nearest
11620-64	청광	관악구	LOW	577858168	청광아파트	청광아파트	12.0	34.0	3.1187018760355643	nearest
11560-163	대방	영등포구	LOW	585571374	105동	105	15.0	42.0	203.92429452682447	nearest
11560-112	우성2	영등포구	HIGH	585663090	203동	203	15.0	42.0	130.83574673394298	boundary
11560-112	우성2	영등포구	HIGH	585663093	206동	206	15.0	42.0	52.9203304450984	boundary
11560-112	우성2	영등포구	HIGH	585663096	207동	207	15.0	42.0	57.10447904972028	boundary
11560-112	우성2	영등포구	HIGH	585663098	205동	205	15.0	42.0	105.85241768587896	boundary
11560-112	우성2	영등포구	HIGH	585663101	204동	204	15.0	42.0	98.53937007643698	boundary
11560-112	우성2	영등포구	HIGH	585663104	202동	202	15.0	42.0	159.13435074243645	boundary
11560-112	우성2	영등포구	HIGH	585663106	201동	201	13.0	36.4	222.55575169931333	boundary
11620-4794	마에스트로캠퍼스타운	관악구	LOW	603914697	마에스트로 캠퍼스타운 I	마에스트로캠퍼스타운I	15.0	54.0	1.469842984811241	nearest
11620-5860	서울대입구한양아이클래스	관악구	LOW	604428769	서울대입구 한양아이클래스	서울대입구한양아이클래스	17.0	60.0	4.762597091492842	nearest
11620-4720	서울대역마에스트로	관악구	LOW	607205124	마에스트로	마에스트로	20.0	70.0	2.592247289067579	nearest
11620-4378	대우디오슈페리움2단지	관악구	LOW	607843326	대우디오슈페리움 2단지	대우디오슈페리움2단지	15.0	57.0	4.871854473070863	nearest
11620-4818	서울대역해담채	관악구	LOW	607843347	해담채	해담채	13.0	38.0	2.96163262183834	nearest
11620-5950	관전G타워	관악구	LOW	607843352	관전G타워오피스텔	관전G타워오피스텔	18.0	56.0	3.4831972177608708	nearest
11620-5627	Q타워	관악구	LOW	607843358	Q타워	Q타워	20.0	70.0	2.696434967174936	nearest
11620-5011	라온	관악구	LOW	607844539	라온오피스텔	라온오피스텔	12.0	37.0	1.4061650842208189	nearest
11620-11	두산	관악구	LOW	608062126	102	102	23.0	64.0	60.49567061994372	nearest
11620-11	두산	관악구	LOW	608062127	103	103	23.0	64.0	32.58151315403024	nearest
11620-11	두산	관악구	LOW	608062128	104	104	17.0	48.0	80.82128427715686	nearest
11620-97	도영힐	관악구	LOW	608062129	105	105	23.0	64.0	56.03772995734023	nearest
11620-11	두산	관악구	LOW	608062130	108	108	23.0	64.0	131.51787776255196	nearest
11620-11	두산	관악구	LOW	608062131	107	107	23.0	64.0	103.50337691167486	nearest
11620-4225	노블레스	관악구	LOW	608062132	106	106	23.0	64.0	53.18702276498668	nearest
11620-11	두산	관악구	LOW	608063566	101	101	23.0	64.0	2.2002174662510123	nearest
11530-174	한일퍼스트빌(415-37)	구로구	LOW	614263006	한일퍼스트빌	한일퍼스트빌	7.0	19.6	1.1946801708991144	nearest
11590-135	중앙궁전빌라트	동작구	LOW	615435485	114	114	4.0	15.0	224.54279720265123	nearest
11560-121	무림	영등포구	LOW	650871089	106동	106	25.0	88.0	249.42447407657488	nearest
11590-3351	동작상떼빌	동작구	HIGH	650878718	105동	105	25.0	88.0	48.565570292054886	boundary
11560-28	대우트럼프월드Ⅰ	영등포구	HIGH	681795245	대우트럼프월드아파트	대우트럼프월드아파트	41.0	133.0	54.359972724653296	boundary
11560-23	진주	영등포구	LOW	681795993	C동	C	12.0	36.0	126.8958663926125	nearest
11560-23	진주	영등포구	LOW	681795995	D동	D	11.0	33.0	137.1690956588029	nearest
11560-23	진주	영등포구	LOW	681795996	A동	A	11.0	33.0	45.41000529627361	nearest
11560-23	진주	영등포구	LOW	681795997	B동	B	11.0	33.0	0.9920110526378816	nearest
11560-21	은하	영등포구	HIGH	681796631	D동	D	12.0	36.0	83.01515401900524	boundary
11560-21	은하	영등포구	HIGH	681796632	A동	A	12.0	36.0	63.19516565729053	boundary
11560-21	은하	영등포구	HIGH	681796633	C동	C	12.0	36.0	2.475146683429368	boundary
11560-21	은하	영등포구	HIGH	681796634	B동	B	12.0	36.0	74.99592398302607	boundary
11560-16	삼익	영등포구	HIGH	681796635	B동	B	12.0	36.0	54.39678130125824	boundary
11560-16	삼익	영등포구	HIGH	681796636	A동	A	12.0	36.0	1.7784536387142178	boundary
11560-16	삼익	영등포구	HIGH	681796637	D동	D	12.0	36.0	100.33870314398504	boundary
11560-16	삼익	영등포구	HIGH	681796638	C동	C	12.0	36.0	48.10407834159104	boundary
11560-11	리버타워	영등포구	LOW	681796987	리버타워	리버타워	37.0	111.0	7.089042299309658	nearest
11560-1247	롯데캐슬아이비	영등포구	HIGH	681799368	102동	102	33.0	112.0	30.10468265762133	boundary
11560-1369	여의도자이	영등포구	HIGH	681800809	401동	401	39.0	128.0	79.06403104957921	boundary
11560-1369	여의도자이	영등포구	HIGH	681800811	101동	101	39.0	128.0	6.706750773612107	boundary
11560-1369	여의도자이	영등포구	HIGH	681800817	301동	301	39.0	128.0	131.74435222930725	boundary
11560-1369	여의도자이	영등포구	HIGH	681800825	201동	201	39.0	128.0	73.29594022433766	boundary
11560-13	미성	영등포구	HIGH	681802069	B동	B	12.0	36.0	124.6705202083684	boundary
11560-13	미성	영등포구	HIGH	681802071	A동	A	13.0	39.0	106.22144884631084	boundary
11560-13	미성	영등포구	HIGH	681802072	D동	D	12.0	36.0	18.141333230518065	boundary
11560-13	미성	영등포구	HIGH	681802073	C동	C	12.0	36.0	152.08619604382392	boundary
11560-13	미성	영등포구	HIGH	681802074	E동	E	12.0	36.0	99.54236406649738	boundary
11560-168	롯데캐슬엠파이어	영등포구	HIGH	681808181	102동	102	39.0	126.0	29.12978733996441	boundary
11590-4526	상도휴엔하임	동작구	LOW	788482496	상도휴엔하임아파트	상도휴엔하임아파트	15.0	49.0	3.750787058322088	nearest
11470-123	목동신시가지14	양천구	LOW	800237052	1332동	1332	15.0	42.0	299.8398743386622	nearest
11470-123	목동신시가지14	양천구	LOW	800237053	1331동	1331	15.0	42.0	240.6960942677463	nearest
11470-123	목동신시가지14	양천구	LOW	800237054	1330동	1330	15.0	42.0	251.7641725873621	nearest
11470-123	목동신시가지14	양천구	LOW	800237056	1329동	1329	15.0	42.0	268.426245951525	nearest
11530-138	구로현대	구로구	LOW	800237095	102동	102	15.0	42.0	61.94067979458491	nearest
11545-92	칠성(3)	금천구	LOW	807727492	108	108	15.0	41.0	98.81290834854175	nearest
11545-91	칠성(977-2)	금천구	LOW	807727493	107	107	15.0	41.0	79.14000805661989	nearest
11545-2541	루체클래식	금천구	LOW	807727499	104	104	15.0	41.0	127.20283469259496	nearest
11620-144	관악동부센트레빌	관악구	LOW	814383846	경로당	경로당		51.0	53.14187642370236	nearest
11470-247	경남아너스빌	양천구	LOW	880948748	1403	1403	15.0	42.0	102.93230080363624	nearest
11470-247	경남아너스빌	양천구	LOW	880948749	1401	1401	15.0	42.0	122.85865869161928	nearest
11470-142	쌍용	양천구	LOW	880948759	1430	1430	15.0	42.0	51.0133402790562	nearest
11470-125	목동신시가지9	양천구	LOW	881216154	812	812	15.0	42.0	330.3656332130189	nearest
11620-4558	관악위버폴리스	관악구	LOW	895452422	관악위버폴리스 102동	관악위버폴리스102	20.0	73.0	42.37105318901956	nearest
11620-4558	관악위버폴리스	관악구	LOW	895452423	관악리버폴리스 101동	관악리버폴리스101	20.0	73.0	4.78422444530397	nearest
11590-4728	다온아파트	동작구	LOW	1030662360	다온아파트	다온아파트			1.9942618683943492	nearest
11590-64	한국개나리	동작구	HIGH	1031897692	한국개나리아파트	한국개나리아파트	19.0	56.6	3.7585864338415313	boundary
11545-159	원평5차	금천구	LOW	1112833047	금천엘아르베뉴	금천엘아르베뉴	17.0	54.0	46.3474678854666	nearest
11545-1	덕산	금천구	LOW	1113260508	가산덕산아파트	가산덕산아파트	13.0	36.0	1.80543084211604	nearest
11560-120	대림현대	영등포구	LOW	1113288200	대림현대아파트	대림현대아파트	18.0	48.0	3.581996652200734	nearest
11560-130	성원(1115-1)	영등포구	LOW	1113288202	성원아파트	성원아파트			3.4962855496804486	nearest
11620-5206	서희스타힐스	관악구	LOW	1117670435	서울대입구역서희스타힐스아파트	서울대입구역서희스타힐스아파트	15.0	48.0	4.042250874470442	nearest
11620-95	벽산블루밍	관악구	MIXED	1134794228	210	210	23.0	64.0	113.37411513088324	nearest
11620-115	신부	관악구	LOW	1150102544	101	101	15.0	37.0	52.17498359744513	nearest
11620-110	동아타운21	관악구	LOW	1150363020	동아타운21아파트	동아타운21아파트	13.0	39.0	1.6388787392090272	nearest
11590-194	(99-1)	동작구	LOW	1150668935	효성아파트	효성아파트	5.0	14.0	3.8046174117164977	nearest
11620-49	동부	관악구	MIXED	1150917659	104	104	19.0	53.2	186.48871513390824	boundary
11620-4233	청암두산위브센티움	관악구	LOW	1150917660	청암두산위브센티움아파트	청암두산위브센티움아파트	22.0	79.0	2.9991960893470573	nearest
11560-117	대방전철	영등포구	HIGH	1153395227	D	D			62.85316695737053	boundary
11560-117	대방전철	영등포구	HIGH	1153395228	A	A			22.9063894768418	boundary
11560-117	대방전철	영등포구	HIGH	1153395229	B	B			3.4843644772122104	boundary
11560-117	대방전철	영등포구	HIGH	1153395230	C	C			26.540884476392417	boundary
11560-117	대방전철	영등포구	HIGH	1153395231	F	F			51.17683688065034	boundary
11560-117	대방전철	영등포구	HIGH	1153395232	E	E			93.45633242619924	boundary
11470-123	목동신시가지14	양천구	LOW	1207455229	신정파크샤인	신정파크샤인	6.0	18.0	524.851257161229	nearest
11470-4241	세양청마루2차주상복합	양천구	LOW	1213208614	신정세양청마루2차아파트	신정세양청마루2차아파트	15.0	48.0	13.57950138668544	nearest
11560-2	영등포푸르지오	영등포구	LOW	1242682164	영등포 푸르지오 110동	영등포푸르지오110	23.0	62.4	93.53099014844172	nearest
11560-2	영등포푸르지오	영등포구	LOW	1242682965	영등포 푸르지오 111동	영등포푸르지오111	23.0	62.4	78.13721167687662	nearest
