aptSeq	floor_band	river_view	park_view	mountain_view	open_span_max
11680-4036	LOW	False	False		130.0
11680-4036	MID	False	False		130.0
11680-4036	HIGH	False	False		230.0
11680-496	LOW	False	False		75.0
11680-496	MID	False	False		145.0
11680-496	HIGH	False	False		145.0
11710-158	LOW	True	True	True	85.0
11710-158	MID	True	True	True	122.5
11710-158	HIGH	True	True	True	342.5
11710-6249	LOW	True	True	True	20.0
11710-6249	MID	True	True	True	45.0
11710-6249	HIGH	True	True	True	115.0
11680-218	LOW	False	True	True	37.5
11680-218	MID	False	True	True	67.5
11680-218	HIGH	False	True	True	360.0
11710-278	LOW	False	True	True	110.0
11710-278	MID	False	True	True	200.0
11710-278	HIGH	False	True	True	345.0
11710-177	LOW	True	True	False	30.0
11710-177	MID	True	True	False	35.0
11710-177	HIGH	True	True	False	205.0
11710-159	LOW	True	True	True	70.0
11710-159	MID	True	True	True	95.0
11710-159	HIGH	True	True	True	210.0
11710-59	LOW	False	True	True	107.5
11710-59	MID	False	True	True	215.0
11710-59	HIGH	False	True	True	360.0
11710-142	LOW	False	True	True	125.0
11710-142	MID	False	True	True	130.0
11710-142	HIGH	False	True	True	130.0
11710-27	LOW	False	True	False	32.5
11710-27	MID	False	True	False	47.5
11710-27	HIGH	False	True	False	220.0
11710-130	LOW	False	True	True	40.0
11710-130	MID	False	True	True	65.0
11710-130	HIGH	False	True	True	315.0
11710-170	LOW	True	True	False	20.0
11710-170	MID	True	True	False	50.0
11710-170	HIGH	True	True	False	270.0
11710-171	LOW	True	True	False	35.0
11710-171	MID	True	True	False	37.5
11710-171	HIGH	True	True	False	110.0
11680-290	LOW	False	True	False	30.0
11680-290	MID	False	True	False	65.0
11680-290	HIGH	False	True	True	335.0
11680-578	LOW	False	True	True	40.0
11680-578	MID	False	True	True	52.5
11680-578	HIGH	False	True	True	255.0
11680-4319	LOW	False	True	True	115.0
11680-4319	MID	False	True	True	130.0
11680-4319	HIGH	False	True	True	147.5
11680-280	LOW	False	True	True	80.0
11680-280	MID	False	True	True	80.0
11680-280	HIGH	False	True	True	215.0
11680-4218	LOW	True	True	False	65.0
11680-4218	MID	True	True	False	65.0
11680-4218	HIGH	True	True	False	65.0
11680-192	LOW	True	True	False	55.0
11680-192	MID	True	True	False	55.0
11680-192	HIGH	True	True	False	135.0
11680-191	LOW	True	True	False	85.0
11680-191	MID	True	True	False	205.0
11680-191	HIGH	True	True	False	205.0
11710-5714	LOW	False	True	True	55.0
11710-5714	MID	False	True	True	90.0
11710-5714	HIGH	False	True	True	200.0
11710-102	LOW	False	True	True	70.0
11710-102	MID	False	True	True	97.5
11710-102	HIGH	False	True	True	195.0
11710-5715	LOW	False	True	True	55.0
11710-5715	MID	False	True	True	75.0
11710-5715	HIGH	False	True	True	167.5
11680-299	LOW	False	True	True	50.0
11680-299	MID	False	True	True	70.0
11680-299	HIGH	False	True	True	280.0
11680-301	LOW	False	True	True	42.5
11680-301	MID	False	True	True	50.0
11680-301	HIGH	False	True	True	210.0
11710-6174	LOW	False	True	False	75.0
11710-6174	MID	False	True	False	75.0
11710-6174	HIGH	False	True	True	95.0
11710-72	LOW	False	True	False	85.0
11710-72	MID	False	True	False	97.5
11710-72	HIGH	False	True	False	182.5
11680-181	LOW	True	True		190.0
11680-181	MID	True	True		210.0
11680-181	HIGH	True	True		220.0
11680-3581	LOW	True	True		160.0
11680-3581	MID	True	True		160.0
11680-3581	HIGH	True	True		220.0
11680-4199	LOW	False	True	True	202.5
11680-4199	MID	False	True	True	202.5
11680-4199	HIGH	False	True	True	337.5
11710-7430	LOW	False	True	True	40.0
11710-7430	MID	False	True	True	82.5
11710-7430	HIGH	False	True	True	105.0
11710-6028	LOW	False	True	True	120.0
11710-6028	MID	False	True	True	150.0
11710-6028	HIGH	True	True	True	295.0
11710-8865	LOW	False	True	True	40.0
11710-8865	MID	False	True	True	67.5
11710-8865	HIGH	False	True	True	155.0
11710-5957	LOW	True	True	True	20.0
11710-5957	MID	True	True	True	40.0
11710-5957	HIGH	True	True	True	115.0
11710-281	LOW	True	True	False	30.0
11710-281	MID	True	True	True	55.0
11710-281	HIGH	True	True	True	290.0
11680-3608	LOW	True	True	True	30.0
11680-3608	MID	True	True	True	55.0
11680-3608	HIGH	True	True	True	55.0
11680-3651	LOW	True	False	False	35.0
11680-3651	MID	True	False	False	70.0
11680-3651	HIGH	True	True	True	170.0
11680-3632	LOW	False	False	False	45.0
11680-3632	MID	False	False	False	65.0
11680-3632	HIGH	True	True	True	110.0
11680-3624	LOW	True	True	False	72.5
11680-3624	MID	True	True	False	80.0
11680-3624	HIGH	True	True	False	180.0
11680-3686	LOW	False	False	False	0.0
11680-3686	MID	False	False	False	0.0
11680-3686	HIGH	False	False	False	40.0
11680-680	LOW	True	True	False	85.0
11680-680	MID	True	True	False	85.0
11680-680	HIGH	True	True	False	85.0
11680-400	LOW	True	True	False	25.0
11680-400	MID	True	True	False	25.0
11680-400	HIGH	True	True	True	50.0
11710-175	LOW	False	False	False	35.0
11710-175	MID	False	False	False	40.0
11710-175	HIGH	False	False	False	45.0
11710-174	LOW	False	False	False	20.0
11710-174	MID	False	False	False	45.0
11710-174	HIGH	True	True	False	75.0
11710-30	LOW	False	True	False	175.0
11710-30	MID	False	True	False	175.0
11710-30	HIGH	False	True	False	360.0
11710-9577	LOW	False	False	False	170.0
11710-9577	MID	False	False	False	170.0
11710-9577	HIGH	False	False	False	175.0
11710-7441	LOW	False	True	True	27.5
11710-7441	MID	False	True	True	45.0
11710-7441	HIGH	False	True	True	215.0
11710-124	LOW	False	True	True	97.5
11710-124	MID	False	True	True	117.5
11710-124	HIGH	False	True	True	357.5
11710-55	LOW	False	True	True	70.0
11710-55	MID	False	True	True	135.0
11710-55	HIGH	False	True	True	360.0
11710-9042	LOW	False	True	True	95.0
11710-9042	MID	False	True	True	95.0
11710-9042	HIGH	False	True	True	175.0
11710-7307	LOW	False	False	False	70.0
11710-7307	MID	True	True	False	150.0
11710-7307	HIGH	True	True	False	150.0
11710-5899	LOW	True	True	False	75.0
11710-5899	MID	True	True	False	185.0
11710-5899	HIGH	True	True	False	270.0
11710-6284	LOW	False	False	False	105.0
11710-6284	MID	True	True	False	105.0
11710-6284	HIGH	True	True	False	115.0
11710-89	LOW	False	True	True	25.0
11710-89	MID	False	True	True	65.0
11710-89	HIGH	False	True	True	350.0
11680-5242	LOW	False	True	True	345.0
11680-5242	MID	False	True	True	360.0
11680-5242	HIGH	False	True	True	360.0
11710-444	LOW	False	True	True	200.0
11710-444	MID	False	True	True	200.0
11710-444	HIGH	True	True	True	330.0
11710-9292	LOW	False	False	False	65.0
11710-9292	MID	False	False	False	65.0
11710-9292	HIGH	False	False	False	285.0
11710-260	LOW	True	False	False	5.0
11710-260	MID	True	False	False	55.0
11710-260	HIGH	True	False	False	205.0
11710-5897	LOW	False	True	True	75.0
11710-5897	MID	False	True	True	75.0
11710-5897	HIGH	False	True	True	330.0
11710-137	LOW	False	True	False	22.5
11710-137	MID	False	True	True	42.5
11710-137	HIGH	False	True	True	347.5
11710-136	LOW	False	True	False	50.0
11710-136	MID	False	True	False	52.5
11710-136	HIGH	False	True	True	122.5
11710-5959	LOW	False	True	True	60.0
11710-5959	MID	False	True	True	145.0
11710-5959	HIGH	False	True	True	225.0
11710-133	LOW	False	True	False	62.5
11710-133	MID	False	True	False	92.5
11710-133	HIGH	False	True	True	165.0
11710-134	LOW	False	True	True	15.0
11710-134	MID	False	True	True	60.0
11710-134	HIGH	False	True	True	175.0
11710-139	LOW	False	True	True	90.0
11710-139	MID	False	True	True	90.0
11710-139	HIGH	False	True	True	185.0
11680-4800	LOW	False	True	True	55.0
11680-4800	MID	False	True	True	75.0
11680-4800	HIGH	False	True	True	160.0
11680-4510	LOW	False	True	True	115.0
11680-4510	MID	False	True	True	115.0
11680-4510	HIGH	False	True	True	132.5
11680-313	LOW	False	True	True	160.0
11680-313	MID	False	True	True	165.0
11680-313	HIGH	False	True	True	215.0
11710-7714	LOW	False	True	True	70.0
11710-7714	MID	False	True	True	85.0
11710-7714	HIGH	False	True	True	140.0
11710-8158	LOW	False	False	True	22.5
11710-8158	MID	False	False	True	45.0
11710-8158	HIGH	False	True	True	97.5
11710-6011	LOW	True	True	True	310.0
11710-6011	MID	True	True	True	325.0
11710-6011	HIGH	True	True	True	325.0
11710-217	LOW	True	True	True	310.0
11710-217	MID	True	True	True	320.0
11710-217	HIGH	True	True	True	320.0
11710-6164	LOW	True	True	True	160.0
11710-6164	MID	True	True	True	160.0
11710-6164	HIGH	True	True	True	170.0
11710-22	LOW	False	True	True	145.0
11710-22	MID	True	True	True	165.0
11710-22	HIGH	True	True	True	165.0
11710-220	LOW	False	True	True	65.0
11710-220	MID	True	True	True	145.0
11710-220	HIGH	True	True	True	305.0
11710-33	LOW	False	True	True	30.0
11710-33	MID	False	True	True	150.0
11710-33	HIGH	True	True	True	150.0
11710-8667	LOW	False	True	False	65.0
11710-8667	MID	False	True	False	65.0
11710-8667	HIGH	False	True	False	95.0
11710-228	LOW	False	True	False	80.0
11710-228	MID	True	True	True	100.0
11710-228	HIGH	True	True	True	245.0
11710-7855	LOW	True	True	True	160.0
11710-7855	MID	True	True	True	170.0
11710-7855	HIGH	True	True	True	170.0
11710-218	LOW	True	True	True	155.0
11710-218	MID	True	True	True	155.0
11710-218	HIGH	True	True	True	155.0
11710-5968	LOW	True	True	True	160.0
11710-5968	MID	True	True	True	165.0
11710-5968	HIGH	True	True	True	350.0
11680-4324	LOW	False	True	True	140.0
11680-4324	MID	False	True	True	142.5
11680-4324	HIGH	False	True	True	160.0
11680-4850	LOW	False	True	True	35.0
11680-4850	MID	False	True	True	55.0
11680-4850	HIGH	False	True	True	145.0
11680-222	LOW	False	True	True	80.0
11680-222	MID	False	True	True	90.0
11680-222	HIGH	False	True	True	360.0
11710-145	LOW	False	True	True	95.0
11710-145	MID	False	True	True	150.0
11710-145	HIGH	False	True	True	250.0
11710-42	LOW	False	True	False	110.0
11710-42	MID	False	True	True	140.0
11710-42	HIGH	False	True	True	260.0
11710-5797	LOW	False	True	False	220.0
11710-5797	MID	False	True	False	245.0
11710-5797	HIGH	False	True	False	245.0
11710-140	LOW	False	True	False	260.0
11710-140	MID	False	True	False	345.0
11710-140	HIGH	False	True	True	360.0
11710-160	LOW	False	True	True	175.0
11710-160	MID	False	True	True	190.0
11710-160	HIGH	False	True	True	335.0
11680-481	LOW	False	True	True	45.0
11680-481	MID	False	True	True	45.0
11680-481	HIGH	False	True	True	360.0
11710-7945	LOW	False	True	True	37.5
11710-7945	MID	False	True	True	92.5
11710-7945	HIGH	False	True	True	142.5
11680-4780	LOW	False	True	True	40.0
11680-4780	MID	False	True	True	97.5
11680-4780	HIGH	False	True	True	140.0
11710-5607	LOW	True	True	False	55.0
11710-5607	MID	True	True	False	55.0
11710-5607	HIGH	True	True	True	110.0
11680-4253	LOW	False	True	True	85.0
11680-4253	MID	False	True	True	90.0
11680-4253	HIGH	False	True	True	110.0
11680-316	LOW	False	True	True	152.5
11680-316	MID	False	True	True	157.5
11680-316	HIGH	False	True	True	320.0
11710-5571	LOW	True	True	False	37.5
11710-5571	MID	True	True	False	37.5
11710-5571	HIGH	True	True	False	85.0
11710-157	LOW	False	True	True	315.0
11710-157	MID	False	True	True	350.0
11710-157	HIGH	False	True	True	360.0
11710-9188	LOW	False	False	False	110.0
11710-9188	MID	False	False	True	120.0
11710-9188	HIGH	False	True	True	130.0
11710-6509	LOW	False	False	False	65.0
11710-6509	MID	False	False	False	170.0
11710-6509	HIGH	False	False	False	215.0
11710-8203	LOW	False	True	True	75.0
11710-8203	MID	False	True	True	110.0
11710-8203	HIGH	False	True	True	240.0
11680-3936	LOW	True	True		135.0
11680-3936	MID	True	True		135.0
11680-3936	HIGH	True	True		210.0
11680-3937	LOW	True	True		135.0
11680-3937	MID	True	True		145.0
11680-3937	HIGH	True	True		145.0
11680-3657	LOW	True	True		145.0
11680-3657	MID	True	True		145.0
11680-3657	HIGH	True	True		145.0
11680-402	LOW	True	True	False	110.0
11680-402	MID	True	True	False	115.0
11680-402	HIGH	True	True	False	115.0
11710-9363	LOW	False	True	True	40.0
11710-9363	MID	False	True	True	80.0
11710-9363	HIGH	False	True	True	145.0
11710-9314	LOW	False	True	True	55.0
11710-9314	MID	False	True	True	77.5
11710-9314	HIGH	False	True	True	215.0
11710-9173	LOW	False	True	True	75.0
11710-9173	MID	False	True	True	80.0
11710-9173	HIGH	False	True	True	240.0
11680-305	LOW	False	True	True	40.0
11680-305	MID	False	True	True	40.0
11680-305	HIGH	False	True	True	210.0
11680-516	LOW	True	True	False	95.0
11680-516	MID	True	True	False	95.0
11680-516	HIGH	True	True	False	125.0
11680-535	LOW	False	False	True	105.0
11680-535	MID	False	False	True	105.0
11680-535	HIGH	False	False	True	105.0
11680-536	LOW	False	False	False	0.0
11680-536	MID	False	False	False	0.0
11680-536	HIGH	False	False	False	0.0
11680-3708	LOW	True	True	True	165.0
11680-3708	MID	True	True	True	165.0
11680-3708	HIGH	True	True	True	170.0
11680-172	LOW	True	True	False	145.0
11680-172	MID	True	True	False	145.0
11680-172	HIGH	True	True	False	200.0
11680-681	LOW	True	True	False	25.0
11680-681	MID	True	True	False	30.0
11680-681	HIGH	True	True	False	45.0
11680-171	LOW	True	True	False	20.0
11680-171	MID	True	True	False	25.0
11680-171	HIGH	True	True	False	25.0
11680-3779	LOW	True	True	False	135.0
11680-3779	MID	True	True	False	185.0
11680-3779	HIGH	True	True	False	185.0
11680-166	LOW	True	True	False	130.0
11680-166	MID	True	True	False	130.0
11680-166	HIGH	True	True	False	130.0
11680-182	LOW	True	True	False	140.0
11680-182	MID	True	True	False	140.0
11680-182	HIGH	True	True	True	210.0
11710-8320	LOW	False	True	False	145.0
11710-8320	MID	False	True	False	155.0
11710-8320	HIGH	False	True	False	155.0
11710-122	LOW	False	True	True	55.0
11710-122	MID	False	True	True	65.0
11710-122	HIGH	False	True	True	130.0
11710-119	LOW	False	False	False	10.0
11710-119	MID	False	False	False	95.0
11710-119	HIGH	False	True	False	95.0
11710-5750	LOW	True	False	False	45.0
11710-5750	MID	True	False	False	120.0
11710-5750	HIGH	True	False	False	165.0
11710-9084	LOW	False	False	False	5.0
11710-9084	MID	False	True	False	130.0
11710-9084	HIGH	False	True	False	160.0
11710-257	LOW	False	False	False	5.0
11710-257	MID	False	False	False	25.0
11710-257	HIGH	False	False	False	40.0
11710-5731	LOW	False	False	False	5.0
11710-5731	MID	False	False	False	35.0
11710-5731	HIGH	False	False	True	50.0
11710-5995	LOW	False	False	False	0.0
11710-5995	MID	False	False	False	20.0
11710-5995	HIGH	False	False	False	80.0
11710-256	LOW	False	False	False	5.0
11710-256	MID	False	False	False	10.0
11710-256	HIGH	False	True	False	155.0
11710-13191	LOW	False	True	False	30.0
11710-13191	MID	False	True	False	30.0
11710-13191	HIGH	False	True	False	80.0
11710-8269	LOW	False	False	False	10.0
11710-8269	MID	False	True	False	135.0
11710-8269	HIGH	True	True	False	300.0
11710-114	LOW	False	False	False	20.0
11710-114	MID	False	False	False	30.0
11710-114	HIGH	True	True	False	145.0
11710-8754	LOW	False	False	False	0.0
11710-8754	MID	False	True	False	160.0
11710-8754	HIGH	True	True	False	265.0
11710-112	LOW	True	False	False	110.0
11710-112	MID	True	True	False	140.0
11710-112	HIGH	True	True	False	155.0
11710-96	LOW	True	True	False	120.0
11710-96	MID	True	True	False	145.0
11710-96	HIGH	True	True	False	155.0
11710-285	LOW	True	False	False	140.0
11710-285	MID	True	False	False	140.0
11710-285	HIGH	True	True	False	140.0
11710-261	LOW	False	False	False	40.0
11710-261	MID	False	False	False	185.0
11710-261	HIGH	True	True	False	185.0
11710-105	LOW	False	False	False	5.0
11710-105	MID	False	False	False	75.0
11710-105	HIGH	False	False	False	125.0
11710-191	LOW	False	False	False	0.0
11710-191	MID	False	False	False	20.0
11710-191	HIGH	False	False	False	200.0
11710-213	LOW	False	False	False	10.0
11710-213	MID	False	False	False	30.0
11710-213	HIGH	False	False	False	210.0
11710-259	LOW	False	False	False	5.0
11710-259	MID	False	False	False	75.0
11710-259	HIGH	True	False	False	170.0
11710-212	LOW	True	False	False	60.0
11710-212	MID	True	False	False	60.0
11710-212	HIGH	True	False	False	80.0
11710-9654	LOW	False	False	False	45.0
11710-9654	MID	True	False	False	55.0
11710-9654	HIGH	True	False	False	170.0
11710-106	LOW	False	False	False	35.0
11710-106	MID	False	False	False	35.0
11710-106	HIGH	False	False	False	80.0
11710-9480	LOW	False	False	False	0.0
11710-9480	MID	False	False	False	60.0
11710-9480	HIGH	True	True	False	340.0
11680-4293	LOW	False	True	False	45.0
11680-4293	MID	False	True	False	85.0
11680-4293	HIGH	False	True	True	250.0
11680-317	LOW	False	True	True	95.0
11680-317	MID	False	True	True	115.0
11680-317	HIGH	False	True	True	270.0
11680-318	LOW	False	True	False	100.0
11680-318	MID	False	True	True	125.0
11680-318	HIGH	False	True	True	260.0
11680-206	LOW	False	False	False	75.0
11680-206	MID	False	False	True	77.5
11680-206	HIGH	False	True	True	262.5
11680-302	LOW	False	True	True	117.5
11680-302	MID	False	True	True	117.5
11680-302	HIGH	False	True	True	340.0
11680-306	LOW	False	True	False	50.0
11680-306	MID	False	True	False	70.0
11680-306	HIGH	False	True	True	105.0
11680-311	LOW	False	False	True	25.0
11680-311	MID	False	True	True	100.0
11680-311	HIGH	False	True	True	185.0
11680-310	LOW	False	True	False	90.0
11680-310	MID	False	True	False	90.0
11680-310	HIGH	False	True	False	115.0
11680-4949	LOW	False	False	True	22.5
11680-4949	MID	False	True	True	47.5
11680-4949	HIGH	False	True	True	205.0
11680-279	LOW	False	True	False	82.5
11680-279	MID	False	True	True	82.5
11680-279	HIGH	False	True	True	157.5
11680-314	LOW	False	True	True	100.0
11680-314	MID	False	True	True	105.0
11680-314	HIGH	False	True	True	360.0
11710-303	LOW	False	True	False	167.5
11710-303	MID	False	True	False	170.0
11710-303	HIGH	False	True	False	192.5
11710-6266	LOW	True	True	True	60.0
11710-6266	MID	True	True	True	65.0
11710-6266	HIGH	True	True	True	145.0
11680-407	LOW	True	True	False	65.0
11680-407	MID	True	True	False	140.0
11680-407	HIGH	True	True	False	140.0
11710-97	LOW	False	True	False	30.0
11710-97	MID	False	True	False	90.0
11710-97	HIGH	False	True	False	120.0
11710-5598	LOW	False	True	True	240.0
11710-5598	MID	False	True	True	250.0
11710-5598	HIGH	True	True	True	260.0
11710-99	LOW	False	True	True	140.0
11710-99	MID	False	True	True	140.0
11710-99	HIGH	False	True	True	315.0
11710-169	LOW	True	True	True	90.0
11710-169	MID	True	True	True	140.0
11710-169	HIGH	True	True	False	175.0
11710-286	LOW	False	True	False	120.0
11710-286	MID	False	True	False	125.0
11710-286	HIGH	False	True	False	195.0
11710-262	LOW	False	True	False	70.0
11710-262	MID	False	True	False	140.0
11710-262	HIGH	False	True	False	210.0
11710-104	LOW	False	True	False	130.0
11710-104	MID	False	True	False	280.0
11710-104	HIGH	False	True	False	325.0
11710-131	LOW	False	False	False	65.0
11710-131	MID	False	True	False	142.5
11710-131	HIGH	False	True	True	205.0
11710-6424	LOW	False	True	True	70.0
11710-6424	MID	False	True	True	85.0
11710-6424	HIGH	False	True	True	270.0
11680-319	LOW	False	True	True	127.5
11680-319	MID	False	True	True	135.0
11680-319	HIGH	False	True	True	340.0
11680-315	LOW	False	True	True	170.0
11680-315	MID	False	True	True	170.0
11680-315	HIGH	False	True	True	337.5
11680-214	LOW	False	True	False	127.5
11680-214	MID	False	True	False	127.5
11680-214	HIGH	False	True	True	350.0
11680-217	LOW	False	True	False	87.5
11680-217	MID	False	True	False	112.5
11680-217	HIGH	False	True	True	352.5
11680-537	LOW	False	False	True	105.0
11680-537	MID	False	False	True	105.0
11680-537	HIGH	False	False	True	105.0
11710-9297	LOW	False	True	True	40.0
11710-9297	MID	False	True	True	65.0
11710-9297	HIGH	False	True	True	127.5
11710-9298	LOW	False	True	True	55.0
11710-9298	MID	False	True	True	80.0
11710-9298	HIGH	False	True	True	225.0
11710-9362	LOW	False	True	True	107.5
11710-9362	MID	False	True	True	125.0
11710-9362	HIGH	False	True	True	215.0
11680-4332	LOW	False	True	True	105.0
11680-4332	MID	False	True	True	117.5
11680-4332	HIGH	False	True	True	327.5
11680-4341	LOW	False	True	True	55.0
11680-4341	MID	False	True	True	75.0
11680-4341	HIGH	False	True	True	130.0
11680-4398	LOW	False	True	True	110.0
11680-4398	MID	False	True	True	112.5
11680-4398	HIGH	False	True	True	182.5
11680-505	LOW	False	True	False	110.0
11680-505	MID	False	True	False	142.5
11680-505	HIGH	False	True	True	240.0
11680-373	LOW	False	True	True	100.0
11680-373	MID	False	True	True	135.0
11680-373	HIGH	False	True	True	360.0
11680-212	LOW	False	False	False	50.0
11680-212	MID	False	False	False	90.0
11680-212	HIGH	False	False	False	185.0
11680-376	LOW	False	False	False	130.0
11680-376	MID	False	False	False	190.0
11680-376	HIGH	False	False	False	215.0
11680-211	LOW	False	True	True	60.0
11680-211	MID	False	True	True	75.0
11680-211	HIGH	False	True	True	245.0
11710-8544	LOW	False	True	True	80.0
11710-8544	MID	False	True	True	155.0
11710-8544	HIGH	False	True	True	355.0
11710-8018	LOW	False	False	True	22.5
11710-8018	MID	False	True	True	62.5
11710-8018	HIGH	False	True	True	297.5
11710-8307	LOW	False	False	False	30.0
11710-8307	MID	False	False	True	77.5
11710-8307	HIGH	False	False	True	212.5
11710-8306	LOW	False	False	False	27.5
11710-8306	MID	False	False	False	77.5
11710-8306	HIGH	False	False	True	97.5
11680-4297	LOW	False	True	True	210.0
11680-4297	MID	False	True	True	350.0
11680-4297	HIGH	False	True	True	360.0
11680-4298	LOW	False	True	True	80.0
11680-4298	MID	False	True	True	85.0
11680-4298	HIGH	False	True	True	335.0
11710-8107	LOW	False	False	True	25.0
11710-8107	MID	False	True	True	60.0
11710-8107	HIGH	False	True	True	130.0
11710-9347	LOW	False	True	True	127.5
11710-9347	MID	False	True	True	172.5
11710-9347	HIGH	False	True	True	252.5
11710-165	LOW	True	True	True	150.0
11710-165	MID	True	True	True	190.0
11710-165	HIGH	True	True	True	215.0
11710-280	LOW	True	True	True	90.0
11710-280	MID	True	True	True	150.0
11710-280	HIGH	True	True	True	310.0
11710-297	LOW	True	True	True	200.0
11710-297	MID	True	True	True	200.0
11710-297	HIGH	True	True	True	200.0
11710-44	LOW	False	True	False	155.0
11710-44	MID	False	True	True	315.0
11710-44	HIGH	False	True	True	360.0
11710-53	LOW	False	True	True	130.0
11710-53	MID	False	True	True	157.5
11710-53	HIGH	False	True	True	287.5
11710-201	LOW	False	True	False	125.0
11710-201	MID	False	True	False	135.0
11710-201	HIGH	False	True	True	345.0
11710-69	LOW	False	True	True	157.5
11710-69	MID	False	True	True	192.5
11710-69	HIGH	False	True	True	290.0
11710-143	LOW	False	True	True	115.0
11710-143	MID	False	True	True	340.0
11710-143	HIGH	False	True	True	360.0
11710-13198	LOW	False	True	True	125.0
11710-13198	MID	False	True	True	130.0
11710-13198	HIGH	False	True	True	195.0
11710-111	LOW	False	False	False	175.0
11710-111	MID	False	True	False	345.0
11710-111	HIGH	False	True	False	360.0
11680-4003	LOW	False	True	True	135.0
11680-4003	MID	False	True	True	135.0
11680-4003	HIGH	False	True	True	205.0
11710-185	LOW	False	True	True	95.0
11710-185	MID	False	True	True	200.0
11710-185	HIGH	False	True	True	360.0
11710-6679	LOW	False	True	True	95.0
11710-6679	MID	False	True	True	125.0
11710-6679	HIGH	False	True	True	180.0
11710-6486	LOW	False	True	True	105.0
11710-6486	MID	False	True	True	155.0
11710-6486	HIGH	False	True	True	165.0
11710-146	LOW	False	True	True	145.0
11710-146	MID	False	True	True	205.0
11710-146	HIGH	False	True	True	335.0
11710-6680	LOW	False	True	True	85.0
11710-6680	MID	False	True	True	105.0
11710-6680	HIGH	False	True	True	205.0
11710-128	LOW	False	True	True	230.0
11710-128	MID	False	True	True	230.0
11710-128	HIGH	False	True	True	235.0
11710-223	LOW	False	True	True	225.0
11710-223	MID	False	True	True	225.0
11710-223	HIGH	False	True	True	300.0
11710-224	LOW	False	True	True	240.0
11710-224	MID	False	True	True	255.0
11710-224	HIGH	False	True	True	360.0
11710-225	LOW	False	True	True	280.0
11710-225	MID	False	True	True	285.0
11710-225	HIGH	False	True	True	300.0
11710-6291	LOW	False	True	True	175.0
11710-6291	MID	False	True	True	175.0
11710-6291	HIGH	False	True	True	205.0
11710-269	LOW	False	True	True	200.0
11710-269	MID	False	True	True	200.0
11710-269	HIGH	False	True	True	205.0
11710-129	LOW	False	True	True	125.0
11710-129	MID	False	True	True	132.5
11710-129	HIGH	False	True	True	290.0
11710-5926	LOW	False	True	True	180.0
11710-5926	MID	False	True	True	185.0
11710-5926	HIGH	False	True	True	240.0
11710-236	LOW	False	True	True	225.0
11710-236	MID	False	True	True	245.0
11710-236	HIGH	False	True	True	360.0
11710-209	LOW	False	True	True	65.0
11710-209	MID	False	True	True	115.0
11710-209	HIGH	False	True	True	185.0
11710-79	LOW	False	True	True	110.0
11710-79	MID	False	True	True	150.0
11710-79	HIGH	False	True	True	215.0
11710-433	LOW	False	True	False	235.0
11710-433	MID	False	True	True	235.0
11710-433	HIGH	False	True	True	275.0
11710-90	LOW	False	False	True	82.5
11710-90	MID	False	False	True	155.0
11710-90	HIGH	False	True	True	225.0
11710-190	LOW	False	True	True	125.0
11710-190	MID	False	True	True	165.0
11710-190	HIGH	False	True	True	165.0
11710-81	LOW	False	False	True	172.5
11710-81	MID	False	False	True	230.0
11710-81	HIGH	False	True	True	280.0
11710-80	LOW	False	True	True	137.5
11710-80	MID	False	True	True	162.5
11710-80	HIGH	False	True	True	260.0
11710-86	LOW	False	True	True	165.0
11710-86	MID	False	True	True	220.0
11710-86	HIGH	False	True	True	360.0
11710-448	LOW	False	True	True	105.0
11710-448	MID	False	True	True	190.0
11710-448	HIGH	False	True	True	190.0
11710-141	LOW	False	True	True	120.0
11710-141	MID	False	True	True	145.0
11710-141	HIGH	False	True	True	170.0
11710-5660	LOW	False	True	True	135.0
11710-5660	MID	False	True	True	135.0
11710-5660	HIGH	False	True	True	145.0
11710-8245	LOW	False	True	True	70.0
11710-8245	MID	False	True	True	152.5
11710-8245	HIGH	False	True	True	182.5
11710-277	LOW	False	True	True	85.0
11710-277	MID	False	True	True	90.0
11710-277	HIGH	False	True	True	120.0
11680-449	LOW	False	True	True	150.0
11680-449	MID	False	True	True	150.0
11680-449	HIGH	False	True	True	150.0
11680-5271	LOW	False	True	True	145.0
11680-5271	MID	False	True	True	145.0
11680-5271	HIGH	False	True	True	280.0
11680-3559	LOW	False	True	True	65.0
11680-3559	MID	False	True	True	110.0
11680-3559	HIGH	False	True	True	225.0
11680-3780	LOW	False	False	False	90.0
11680-3780	MID	False	False	False	120.0
11680-3780	HIGH	False	False	True	120.0
11680-5005	LOW	False	False	False	55.0
11680-5005	MID	False	False	False	87.5
11680-5005	HIGH	False	False	False	152.5
11710-9109	LOW	False	True	True	105.0
11710-9109	MID	False	True	True	137.5
11710-9109	HIGH	False	True	True	195.0
11710-238	LOW	False	True	False	105.0
11710-238	MID	False	True	False	105.0
11710-238	HIGH	False	True	False	105.0
11710-155	LOW	False	True	False	25.0
11710-155	MID	False	True	False	25.0
11710-155	HIGH	False	True	True	120.0
11710-438	LOW	False	False	True	20.0
11710-438	MID	False	False	True	20.0
11710-438	HIGH	False	False	True	30.0
11710-6241	LOW	False	True	True	155.0
11710-6241	MID	False	True	True	160.0
11710-6241	HIGH	False	True	True	185.0
11710-6299	LOW	False	True	True	97.5
11710-6299	MID	False	True	True	127.5
11710-6299	HIGH	False	True	True	145.0
11710-268	LOW	False	True	True	180.0
